origin	destination	great_circle_dist_km
jamaica	puerto_rico	1139.01313015
jamaica	british_virgin_islands	1313.11164522
jamaica	ecuador	2195.38840792
jamaica	guyana	2425.56165161
jamaica	grenada	1776.15102487
jamaica	guadeloupe	1657.2957042
jamaica	antigua_barbuda	1617.05243054
honduras	united_states	2600.36515012
honduras	jamaica	1167.67527642
honduras	honduras	0.0
honduras	colombia	1695.26844985
honduras	mexico	1582.19065139
honduras	saint_kitts_nevis	3548.47241126
honduras	turks_caicos_islands	1829.13946751
honduras	sint_maarten	2627.38613497
honduras	saint_vincent_grenadines	2839.56357448
honduras	paraguay	5560.56561543
honduras	nicaragua	313.077380194
honduras	barbados	3012.32931616
honduras	canada	3542.40274495
honduras	united_states_virgin_islands	2435.64831362
honduras	curacao	2027.31929612
honduras	bolivia	4317.5667109
honduras	panama	1043.40063774
honduras	uruguay	6368.63020017
honduras	bahamas	1566.12067823
honduras	bermuda	3016.48494644
honduras	aruba	1907.68502841
honduras	peru	3114.98201771
honduras	costa_rica	651.34324987
honduras	anguilla	2628.83396885
honduras	venezuela	2211.75875361
honduras	french_guiana	3939.8419472
honduras	cayman_islands	819.434547818
honduras	brazil	5859.7245251
honduras	trinidad_tobago	2867.8357333
honduras	dominican_republic	1890.13258156
honduras	cuba	1143.35239361
honduras	guatemala	350.597352058
honduras	chile	5670.11714382
honduras	martinique	2845.29468491
honduras	haiti	1656.46577965
honduras	belize	310.702067506
honduras	argentina	5974.87259061
honduras	dominica	2802.20504534
honduras	suriname	3658.96881356
honduras	saint_lucia	2856.13196436
honduras	el_salvador	216.027916996
honduras	puerto_rico	2290.9010721
honduras	british_virgin_islands	2465.49473193
honduras	ecuador	2024.81571755
honduras	guyana	3339.76166872
honduras	grenada	2803.90286835
honduras	guadeloupe	2778.41936491
honduras	antigua_barbuda	2751.45553698
colombia	united_states	3981.40842915
colombia	jamaica	1365.33328115
colombia	honduras	1695.26844985
colombia	colombia	0.0
colombia	mexico	3275.72471713
colombia	saint_kitts_nevis	2561.41839236
colombia	turks_caicos_islands	1778.01299188
colombia	sint_maarten	1853.13156746
colombia	saint_vincent_grenadines	1695.14505011
colombia	paraguay	3985.17337547
colombia	nicaragua	1424.78267405
colombia	barbados	1849.65640133
colombia	canada	4707.47522348
colombia	united_states_virgin_islands	1735.87489866
colombia	curacao	941.947127212
colombia	bolivia	2795.20112112
colombia	panama	660.291096314
colombia	uruguay	4868.73471694
colombia	bahamas	2177.98756905
colombia	bermuda	3115.38584959
colombia	aruba	899.186694194
colombia	peru	1896.54506697
colombia	costa_rica	1116.09280222
colombia	anguilla	1867.71947636
colombia	venezuela	909.912598047
colombia	french_guiana	2436.21036327
colombia	cayman_islands	1640.81914668
colombia	brazil	4167.35515061
colombia	trinidad_tobago	1560.49890898
colombia	dominican_republic	1516.86844911
colombia	cuba	1848.73066146
colombia	guatemala	1992.31152809
colombia	chile	4432.47561221
colombia	martinique	1792.5103776
colombia	haiti	1449.31466256
colombia	belize	1954.03447306
colombia	argentina	4541.82679726
colombia	dominica	1805.00909798
colombia	suriname	2166.3706323
colombia	saint_lucia	1757.44552625
colombia	el_salvador	1782.31010594
colombia	puerto_rico	1656.5162331
colombia	british_virgin_islands	1773.4877108
colombia	ecuador	978.543612897
colombia	guyana	1856.18878325
colombia	grenada	1599.30189882
colombia	guadeloupe	1844.01624037
colombia	antigua_barbuda	1880.08017584
mexico	united_states	1922.06469663
mexico	jamaica	2496.47970178
mexico	honduras	1582.19065139
mexico	colombia	3275.72471713
mexico	mexico	0.0
mexico	saint_kitts_nevis	4862.43666067
mexico	turks_caicos_islands	2986.20192403
mexico	sint_maarten	3943.7635023
mexico	saint_vincent_grenadines	4277.85791059
mexico	paraguay	7040.07670825
mexico	nicaragua	1856.93053545
mexico	barbados	4444.16243386
mexico	canada	2997.40071088
mexico	united_states_virgin_islands	3750.18347469
mexico	curacao	3528.51539109
mexico	bolivia	5784.57104876
mexico	panama	2618.98346886
mexico	uruguay	7778.43046245
mexico	bahamas	2390.19842385
mexico	bermuda	3734.0170736
mexico	aruba	3407.25007244
mexico	peru	4482.95029906
mexico	costa_rica	2187.96004411
mexico	anguilla	3939.30050153
mexico	venezuela	3742.12672159
mexico	french_guiana	5463.44884109
mexico	cayman_islands	2025.55762713
mexico	brazil	7432.83986564
mexico	trinidad_tobago	4358.81070264
mexico	dominican_republic	3185.44326556
mexico	cuba	2167.24323117
mexico	guatemala	1295.37218905
mexico	chile	6903.38133781
mexico	martinique	4249.22279633
mexico	haiti	2952.7957765
mexico	belize	1358.74272165
mexico	argentina	7342.07126894
mexico	dominica	4188.80240351
mexico	suriname	5183.99855082
mexico	saint_lucia	4276.40922695
mexico	el_salvador	1506.2044951
mexico	puerto_rico	3603.84269826
mexico	british_virgin_islands	3771.67795787
mexico	ecuador	3458.1353706
mexico	guyana	4868.93040089
mexico	grenada	4265.65811
mexico	guadeloupe	4142.48313392
mexico	antigua_barbuda	4092.60550583
saint_kitts_nevis	united_states	4403.12110845
saint_kitts_nevis	jamaica	2407.81487795
saint_kitts_nevis	honduras	3548.47241126
saint_kitts_nevis	colombia	2561.41839236
saint_kitts_nevis	mexico	4862.43666067
saint_kitts_nevis	saint_kitts_nevis	0.0
saint_kitts_nevis	turks_caicos_islands	1884.07804402
saint_kitts_nevis	sint_maarten	927.442807399
saint_kitts_nevis	saint_vincent_grenadines	869.52207823
saint_kitts_nevis	paraguay	4749.19993604
saint_kitts_nevis	nicaragua	3456.54784486
saint_kitts_nevis	barbados	732.877351179
saint_kitts_nevis	canada	4513.65569683
saint_kitts_nevis	united_states_virgin_islands	1122.19037399
saint_kitts_nevis	curacao	1672.66362072
saint_kitts_nevis	bolivia	4055.56261152
saint_kitts_nevis	panama	2940.00839993
saint_kitts_nevis	uruguay	5721.35134043
saint_kitts_nevis	bahamas	2560.94251724
saint_kitts_nevis	bermuda	1970.53476697
saint_kitts_nevis	aruba	1764.76368813
saint_kitts_nevis	peru	3982.46779893
saint_kitts_nevis	costa_rica	3320.33266972
saint_kitts_nevis	anguilla	929.093606999
saint_kitts_nevis	venezuela	1651.62230172
saint_kitts_nevis	french_guiana	1377.28351204
saint_kitts_nevis	cayman_islands	2858.32374277
saint_kitts_nevis	brazil	4040.3001086
saint_kitts_nevis	trinidad_tobago	1077.96811852
saint_kitts_nevis	dominican_republic	1686.95121175
saint_kitts_nevis	cuba	2697.47359641
saint_kitts_nevis	guatemala	3895.76870366
saint_kitts_nevis	chile	5950.41128804
saint_kitts_nevis	martinique	773.531050729
saint_kitts_nevis	haiti	1924.33609447
saint_kitts_nevis	belize	3616.28586332
saint_kitts_nevis	argentina	5637.20279483
saint_kitts_nevis	dominica	780.777675636
saint_kitts_nevis	suriname	1282.02381336
saint_kitts_nevis	saint_lucia	803.972943226
saint_kitts_nevis	el_salvador	3743.34719976
saint_kitts_nevis	puerto_rico	1269.54301714
saint_kitts_nevis	british_virgin_islands	1096.75370408
saint_kitts_nevis	ecuador	3458.507732
saint_kitts_nevis	guyana	1264.68985494
saint_kitts_nevis	grenada	977.161133371
saint_kitts_nevis	guadeloupe	779.380346871
saint_kitts_nevis	antigua_barbuda	797.144236947
turks_caicos_islands	united_states	2718.31689562
turks_caicos_islands	jamaica	688.414712008
turks_caicos_islands	honduras	1829.13946751
turks_caicos_islands	colombia	1778.01299188
turks_caicos_islands	mexico	2986.20192403
turks_caicos_islands	saint_kitts_nevis	1884.07804402
turks_caicos_islands	turks_caicos_islands	0.0
turks_caicos_islands	sint_maarten	992.058340528
turks_caicos_islands	saint_vincent_grenadines	1461.37292977
turks_caicos_islands	paraguay	5465.56822484
turks_caicos_islands	nicaragua	1847.48439449
turks_caicos_islands	barbados	1597.54042097
turks_caicos_islands	canada	3158.98584618
turks_caicos_islands	united_states_virgin_islands	811.371947206
turks_caicos_islands	curacao	1103.18379492
turks_caicos_islands	bolivia	4400.06195367
turks_caicos_islands	panama	1684.08717434
turks_caicos_islands	uruguay	6416.09287377
turks_caicos_islands	bahamas	723.3429952
turks_caicos_islands	bermuda	1373.62879615
turks_caicos_islands	aruba	1038.11413913
turks_caicos_islands	peru	3670.99088605
turks_caicos_islands	costa_rica	1860.56855764
turks_caicos_islands	anguilla	983.174319567
turks_caicos_islands	venezuela	1359.8707389
turks_caicos_islands	french_guiana	2749.38301842
turks_caicos_islands	cayman_islands	1037.92468709
turks_caicos_islands	brazil	5245.2120631
turks_caicos_islands	trinidad_tobago	1661.12320993
turks_caicos_islands	dominican_republic	351.058147795
turks_caicos_islands	cuba	819.51491385
turks_caicos_islands	guatemala	2149.45137596
turks_caicos_islands	chile	6161.53551409
turks_caicos_islands	martinique	1375.05144403
turks_caicos_islands	haiti	329.148963452
turks_caicos_islands	belize	1814.56776313
turks_caicos_islands	argentina	6161.6777258
turks_caicos_islands	dominica	1294.97952336
turks_caicos_islands	suriname	2498.23976585
turks_caicos_islands	saint_lucia	1426.30409006
turks_caicos_islands	el_salvador	2043.10357523
turks_caicos_islands	puerto_rico	679.953690438
turks_caicos_islands	british_virgin_islands	823.041199322
turks_caicos_islands	ecuador	2714.42227395
turks_caicos_islands	guyana	2232.47004824
turks_caicos_islands	grenada	1502.90012558
turks_caicos_islands	guadeloupe	1224.02609618
turks_caicos_islands	antigua_barbuda	1153.57487963
sint_maarten	united_states	3650.85238561
sint_maarten	jamaica	1480.50854379
sint_maarten	honduras	2627.38613497
sint_maarten	colombia	1853.13156746
sint_maarten	mexico	3943.7635023
sint_maarten	saint_kitts_nevis	927.442807399
sint_maarten	turks_caicos_islands	992.058340528
sint_maarten	sint_maarten	0.0
sint_maarten	saint_vincent_grenadines	575.887744595
sint_maarten	paraguay	4866.47586354
sint_maarten	nicaragua	2551.69952231
sint_maarten	barbados	659.152239637
sint_maarten	canada	3938.15819549
sint_maarten	united_states_virgin_islands	194.865004556
sint_maarten	curacao	911.247375044
sint_maarten	bolivia	3953.14377208
sint_maarten	panama	2103.50071622
sint_maarten	uruguay	5842.36523175
sint_maarten	bahamas	1703.96566818
sint_maarten	bermuda	1601.30796597
sint_maarten	aruba	965.398303677
sint_maarten	peru	3550.43905527
sint_maarten	costa_rica	2444.36417386
sint_maarten	anguilla	20.7298556794
sint_maarten	venezuela	1016.09531339
sint_maarten	french_guiana	1822.9072807
sint_maarten	cayman_islands	1932.10206263
sint_maarten	brazil	4435.10926622
sint_maarten	trinidad_tobago	858.8037387
sint_maarten	dominican_republic	760.771019053
sint_maarten	cuba	1786.60179852
sint_maarten	guatemala	2972.93847438
sint_maarten	chile	5819.61887973
sint_maarten	martinique	436.367628904
sint_maarten	haiti	997.497016087
sint_maarten	belize	2688.94275057
sint_maarten	argentina	5664.62637521
sint_maarten	dominica	344.380183468
sint_maarten	suriname	1599.50717652
sint_maarten	saint_lucia	507.757262062
sint_maarten	el_salvador	2825.86190477
sint_maarten	puerto_rico	342.278238788
sint_maarten	british_virgin_islands	172.34549166
sint_maarten	ecuador	2819.24737496
sint_maarten	guyana	1387.32698113
sint_maarten	grenada	670.657103396
sint_maarten	guadeloupe	251.627294904
sint_maarten	antigua_barbuda	164.939123604
saint_vincent_grenadines	united_states	4172.41476404
saint_vincent_grenadines	jamaica	1782.36553881
saint_vincent_grenadines	honduras	2839.56357448
saint_vincent_grenadines	colombia	1695.14505011
saint_vincent_grenadines	mexico	4277.85791059
saint_vincent_grenadines	saint_kitts_nevis	869.52207823
saint_vincent_grenadines	turks_caicos_islands	1461.37292977
saint_vincent_grenadines	sint_maarten	575.887744595
saint_vincent_grenadines	saint_vincent_grenadines	0.0
saint_vincent_grenadines	paraguay	4305.24519182
saint_vincent_grenadines	nicaragua	2702.06877377
saint_vincent_grenadines	barbados	173.500230263
saint_vincent_grenadines	canada	4506.23148624
saint_vincent_grenadines	united_states_virgin_islands	684.423001007
saint_vincent_grenadines	curacao	846.875370463
saint_vincent_grenadines	bolivia	3436.49168875
saint_vincent_grenadines	panama	2115.31046226
saint_vincent_grenadines	uruguay	5282.9707007
saint_vincent_grenadines	bahamas	2184.18957709
saint_vincent_grenadines	bermuda	2163.12839005
saint_vincent_grenadines	aruba	955.060204445
saint_vincent_grenadines	peru	3174.80903694
saint_vincent_grenadines	costa_rica	2524.48009546
saint_vincent_grenadines	anguilla	595.406602135
saint_vincent_grenadines	venezuela	785.77772046
saint_vincent_grenadines	french_guiana	1288.50059814
saint_vincent_grenadines	cayman_islands	2254.87379346
saint_vincent_grenadines	brazil	3862.68920752
saint_vincent_grenadines	trinidad_tobago	300.461940603
saint_vincent_grenadines	dominican_republic	1151.4991351
saint_vincent_grenadines	cuba	2182.41320169
saint_vincent_grenadines	guatemala	3190.08244751
saint_vincent_grenadines	chile	5320.68849442
saint_vincent_grenadines	martinique	164.247011461
saint_vincent_grenadines	haiti	1357.51289589
saint_vincent_grenadines	belize	2958.87480183
saint_vincent_grenadines	argentina	5122.13225081
saint_vincent_grenadines	dominica	247.480524637
saint_vincent_grenadines	suriname	1044.59670547
saint_vincent_grenadines	saint_lucia	88.4905641365
saint_vincent_grenadines	el_salvador	3017.42861076
saint_vincent_grenadines	puerto_rico	788.727469271
saint_vincent_grenadines	british_virgin_islands	690.689053407
saint_vincent_grenadines	ecuador	2591.40356312
saint_vincent_grenadines	guyana	812.963315761
saint_vincent_grenadines	grenada	124.871479685
saint_vincent_grenadines	guadeloupe	346.836597799
saint_vincent_grenadines	antigua_barbuda	443.580636625
paraguay	united_states	7962.86154429
paraguay	jamaica	5295.32649482
paraguay	honduras	5560.56561543
paraguay	colombia	3985.17337547
paraguay	mexico	7040.07670825
paraguay	saint_kitts_nevis	4749.19993604
paraguay	turks_caicos_islands	5465.56822484
paraguay	sint_maarten	4866.47586354
paraguay	saint_vincent_grenadines	4305.24519182
paraguay	paraguay	0.0
paraguay	nicaragua	5251.16483968
paraguay	barbados	4284.84079868
paraguay	canada	8609.01238787
paraguay	united_states_virgin_islands	4915.95928207
paraguay	curacao	4363.05901893
paraguay	bolivia	1255.92385078
paraguay	panama	4555.14821672
paraguay	uruguay	978.914788558
paraguay	bahamas	6060.21179678
paraguay	bermuda	6466.64031376
paraguay	aruba	4437.46938373
paraguay	peru	2609.88202912
paraguay	costa_rica	4910.10280343
paraguay	anguilla	4887.01900508
paraguay	venezuela	4106.08575272
paraguay	french_guiana	3401.24599834
paraguay	cayman_islands	5623.56534664
paraguay	brazil	1416.09773679
paraguay	trinidad_tobago	4010.18402595
paraguay	dominican_republic	5118.95960398
paraguay	cuba	5800.98257782
paraguay	guatemala	5772.03861951
paraguay	chile	1665.6932286
paraguay	martinique	4465.02825728
paraguay	haiti	5188.30079033
paraguay	belize	5857.5421025
paraguay	argentina	960.44513858
paraguay	dominica	4552.55970193
paraguay	suriname	3467.55381159
paraguay	saint_lucia	4386.74560307
paraguay	el_salvador	5569.78180301
paraguay	puerto_rico	4957.02453038
paraguay	british_virgin_islands	4936.82255719
paraguay	ecuador	3581.94488997
paraguay	guyana	3545.39395639
paraguay	grenada	4198.4737785
paraguay	guadeloupe	4652.07876123
paraguay	antigua_barbuda	4748.45234703
nicaragua	united_states	2901.25597195
nicaragua	jamaica	1160.49671009
nicaragua	honduras	313.077380194
nicaragua	colombia	1424.78267405
nicaragua	mexico	1856.93053545
nicaragua	saint_kitts_nevis	3456.54784486
nicaragua	turks_caicos_islands	1847.48439449
nicaragua	sint_maarten	2551.69952231
nicaragua	saint_vincent_grenadines	2702.06877377
nicaragua	paraguay	5251.16483968
nicaragua	nicaragua	0.0
nicaragua	barbados	2875.56043701
nicaragua	canada	3823.34285748
nicaragua	united_states_virgin_islands	2365.81501504
nicaragua	curacao	1866.78676958
nicaragua	bolivia	4006.49086485
nicaragua	panama	764.820726187
nicaragua	uruguay	6055.84177674
nicaragua	bahamas	1706.97764896
nicaragua	bermuda	3115.72389933
nicaragua	aruba	1751.33904654
nicaragua	peru	2803.17205472
nicaragua	costa_rica	341.291120159
nicaragua	anguilla	2555.62761017
nicaragua	venezuela	2024.91680375
nicaragua	french_guiana	3741.85466157
nicaragua	cayman_islands	926.046142147
nicaragua	brazil	5576.05374303
nicaragua	trinidad_tobago	2699.85594639
nicaragua	dominican_republic	1848.63660557
nicaragua	cuba	1268.42409379
nicaragua	guatemala	567.529075504
nicaragua	chile	5362.82300368
nicaragua	martinique	2725.15064799
nicaragua	haiti	1626.78072778
nicaragua	belize	621.928917888
nicaragua	argentina	5661.88040287
nicaragua	dominica	2691.18223948
nicaragua	suriname	3461.69860167
nicaragua	saint_lucia	2727.67997329
nicaragua	el_salvador	358.090691072
nicaragua	puerto_rico	2226.11176335
nicaragua	british_virgin_islands	2398.42103187
nicaragua	ecuador	1711.89591625
nicaragua	guyana	3141.73814404
nicaragua	grenada	2654.12696202
nicaragua	guadeloupe	2678.32606343
nicaragua	antigua_barbuda	2662.17395996
barbados	united_states	4296.48767078
barbados	jamaica	1947.79929201
barbados	honduras	3012.32931616
barbados	colombia	1849.65640133
barbados	mexico	4444.16243386
barbados	saint_kitts_nevis	732.877351179
barbados	turks_caicos_islands	1597.54042097
barbados	sint_maarten	659.152239637
barbados	saint_vincent_grenadines	173.500230263
barbados	paraguay	4284.84079868
barbados	nicaragua	2875.56043701
barbados	barbados	0.0
barbados	canada	4595.7633887
barbados	united_states_virgin_islands	799.206045559
barbados	curacao	1018.77773197
barbados	bolivia	3460.51631031
barbados	panama	2284.90770151
barbados	uruguay	5263.71165913
barbados	bahamas	2320.73106369
barbados	bermuda	2200.88089739
barbados	aruba	1127.99536596
barbados	peru	3268.28618377
barbados	costa_rica	2696.70752597
barbados	anguilla	676.389991226
barbados	venezuela	943.921705494
barbados	french_guiana	1166.33836837
barbados	cayman_islands	2419.74093699
barbados	brazil	3783.82532668
barbados	trinidad_tobago	354.26860625
barbados	dominican_republic	1300.44480028
barbados	cuba	2337.45462705
barbados	guatemala	3362.88256684
barbados	chile	5352.02641078
barbados	martinique	226.356740957
barbados	haiti	1513.52041878
barbados	belize	3129.18598011
barbados	argentina	5121.498755
barbados	dominica	315.713288294
barbados	suriname	940.848244773
barbados	saint_lucia	172.565845578
barbados	el_salvador	3190.71271323
barbados	puerto_rico	918.38466743
barbados	british_virgin_islands	798.683639519
barbados	ecuador	2727.79737336
barbados	guyana	750.779953184
barbados	grenada	250.447238136
barbados	guadeloupe	408.724114095
barbados	antigua_barbuda	503.985858129
canada	united_states	1077.10699075
canada	jamaica	3346.20135091
canada	honduras	3542.40274495
canada	colombia	4707.47522348
canada	mexico	2997.40071088
canada	saint_kitts_nevis	4513.65569683
canada	turks_caicos_islands	3158.98584618
canada	sint_maarten	3938.15819549
canada	saint_vincent_grenadines	4506.23148624
canada	paraguay	8609.01238787
canada	nicaragua	3823.34285748
canada	barbados	4595.7633887
canada	canada	0.0
canada	united_states_virgin_islands	3825.9853792
canada	curacao	4253.05901738
canada	bolivia	7486.0903777
canada	panama	4278.93870895
canada	uruguay	9541.88040826
canada	bahamas	2553.29629255
canada	bermuda	2561.70138753
canada	aruba	4173.37768227
canada	peru	6520.55218456
canada	costa_rica	4102.81314521
canada	anguilla	3920.22523365
canada	venezuela	4514.52723701
canada	french_guiana	5747.26146521
canada	cayman_islands	3110.19052277
canada	brazil	8367.04785097
canada	trinidad_tobago	4760.21172266
canada	dominican_republic	3509.78423905
canada	cuba	2860.41875608
canada	guatemala	3556.07697568
canada	chile	9105.82616674
canada	martinique	4374.52533594
canada	haiti	3422.22146213
canada	belize	3248.79369439
canada	argentina	9244.67627582
canada	dominica	4282.46055978
canada	suriname	5536.53312565
canada	saint_lucia	4444.78720575
canada	el_salvador	3667.524282
canada	puerto_rico	3745.20200699
canada	british_virgin_islands	3816.48563764
canada	ecuador	5432.66982587
canada	guyana	5317.87914868
canada	grenada	4581.52709545
canada	guadeloupe	4187.10242931
canada	antigua_barbuda	4092.07914765
united_states_virgin_islands	united_states	3497.28293612
united_states_virgin_islands	jamaica	1286.04522956
united_states_virgin_islands	honduras	2435.64831362
united_states_virgin_islands	colombia	1735.87489866
united_states_virgin_islands	mexico	3750.18347469
united_states_virgin_islands	saint_kitts_nevis	1122.19037399
united_states_virgin_islands	turks_caicos_islands	811.371947206
united_states_virgin_islands	sint_maarten	194.865004556
united_states_virgin_islands	saint_vincent_grenadines	684.423001007
united_states_virgin_islands	paraguay	4915.95928207
united_states_virgin_islands	nicaragua	2365.81501504
united_states_virgin_islands	barbados	799.206045559
united_states_virgin_islands	canada	3825.9853792
united_states_virgin_islands	united_states_virgin_islands	0.0
united_states_virgin_islands	curacao	803.253614961
united_states_virgin_islands	bolivia	3962.78518276
united_states_virgin_islands	panama	1941.95374364
united_states_virgin_islands	uruguay	5888.0142818
united_states_virgin_islands	bahamas	1530.29814599
united_states_virgin_islands	bermuda	1574.12028601
united_states_virgin_islands	aruba	837.397105613
united_states_virgin_islands	peru	3488.5140314
united_states_virgin_islands	costa_rica	2268.35061223
united_states_virgin_islands	anguilla	193.753849249
united_states_virgin_islands	venezuela	952.404945423
united_states_virgin_islands	french_guiana	1964.13085965
united_states_virgin_islands	cayman_islands	1737.29827169
united_states_virgin_islands	brazil	4541.09599746
united_states_virgin_islands	trinidad_tobago	937.049415744
united_states_virgin_islands	dominican_republic	566.108482409
united_states_virgin_islands	cuba	1595.79846439
united_states_virgin_islands	guatemala	2780.43762536
united_states_virgin_islands	chile	5812.51250182
united_states_virgin_islands	martinique	573.13910383
united_states_virgin_islands	haiti	802.648759256
united_states_virgin_islands	belize	2494.39393721
united_states_virgin_islands	argentina	5691.69166692
united_states_virgin_islands	dominica	487.969559375
united_states_virgin_islands	suriname	1727.78873851
united_states_virgin_islands	saint_lucia	633.247114025
united_states_virgin_islands	el_salvador	2635.36851454
united_states_virgin_islands	puerto_rico	147.413285116
united_states_virgin_islands	british_virgin_islands	37.8573438163
united_states_virgin_islands	ecuador	2710.73990961
united_states_virgin_islands	guyana	1492.36929585
united_states_virgin_islands	grenada	755.73230205
united_states_virgin_islands	guadeloupe	412.718257317
united_states_virgin_islands	antigua_barbuda	345.609442889
curacao	united_states	3723.37650621
curacao	jamaica	1094.23535771
curacao	honduras	2027.31929612
curacao	colombia	941.947127212
curacao	mexico	3528.51539109
curacao	saint_kitts_nevis	1672.66362072
curacao	turks_caicos_islands	1103.18379492
curacao	sint_maarten	911.247375044
curacao	saint_vincent_grenadines	846.875370463
curacao	paraguay	4363.05901893
curacao	nicaragua	1866.78676958
curacao	barbados	1018.77773197
curacao	canada	4253.05901738
curacao	united_states_virgin_islands	803.253614961
curacao	curacao	0.0
curacao	bolivia	3306.69233585
curacao	panama	1272.00552598
curacao	uruguay	5313.02828298
curacao	bahamas	1730.5653005
curacao	bermuda	2290.84039091
curacao	aruba	121.323655773
curacao	peru	2703.60314526
curacao	costa_rica	1677.96229706
curacao	anguilla	926.01792841
curacao	venezuela	264.798638994
curacao	french_guiana	1935.14025461
curacao	cayman_islands	1549.99091804
curacao	brazil	4212.11563469
curacao	trinidad_tobago	840.639374874
curacao	dominican_republic	761.072004951
curacao	cuba	1576.78013523
curacao	guatemala	2375.58161327
curacao	chile	5103.78114674
curacao	martinique	901.811579775
curacao	haiti	834.597787781
curacao	belize	2179.85377616
curacao	argentina	5064.75246373
curacao	dominica	894.280730987
curacao	suriname	1656.27960194
curacao	saint_lucia	886.446109366
curacao	el_salvador	2193.45496617
curacao	puerto_rico	745.094957385
curacao	british_virgin_islands	840.177884753
curacao	ecuador	1910.45585067
curacao	guyana	1343.96519557
curacao	grenada	788.446325136
curacao	guadeloupe	917.921820666
curacao	antigua_barbuda	944.108822798
bolivia	united_states	6772.27334562
bolivia	jamaica	4142.27067759
bolivia	honduras	4317.5667109
bolivia	colombia	2795.20112112
bolivia	mexico	5784.57104876
bolivia	saint_kitts_nevis	4055.56261152
bolivia	turks_caicos_islands	4400.06195367
bolivia	sint_maarten	3953.14377208
bolivia	saint_vincent_grenadines	3436.49168875
bolivia	paraguay	1255.92385078
bolivia	nicaragua	4006.49086485
bolivia	barbados	3460.51631031
bolivia	canada	7486.0903777
bolivia	united_states_virgin_islands	3962.78518276
bolivia	curacao	3306.69233585
bolivia	bolivia	0.0
bolivia	panama	3329.42664331
bolivia	uruguay	2074.99219098
bolivia	bahamas	4935.1435419
bolivia	bermuda	5536.85357361
bolivia	aruba	3362.25888728
bolivia	peru	1379.81931482
bolivia	costa_rica	3666.25417934
bolivia	anguilla	3973.8097739
bolivia	venezuela	3067.51419217
bolivia	french_guiana	2860.63159826
bolivia	cayman_islands	4433.87009229
bolivia	brazil	2109.97613989
bolivia	trinidad_tobago	3136.76276182
bolivia	dominican_republic	4066.40935577
bolivia	cuba	4638.65241561
bolivia	guatemala	4520.20840933
bolivia	chile	1895.89129935
bolivia	martinique	3600.72355189
bolivia	haiti	4099.49446335
