origin	destination	origin_pop_size
aruba	uruguay	113648.0
aruba	bahamas	113648.0
aruba	bermuda	113648.0
aruba	suriname	113648.0
aruba	costa_rica	113648.0
aruba	bolivia	113648.0
aruba	venezuela	113648.0
aruba	french_guiana	113648.0
aruba	cayman_islands	113648.0
aruba	brazil	113648.0
aruba	trinidad_tobago	113648.0
aruba	dominican_republic	113648.0
aruba	cuba	113648.0
aruba	guatemala	113648.0
aruba	chile	113648.0
aruba	turks_caicos_islands	113648.0
aruba	haiti	113648.0
aruba	belize	113648.0
aruba	argentina	113648.0
aruba	dominica	113648.0
aruba	saint_lucia	113648.0
aruba	el_salvador	113648.0
aruba	puerto_rico	113648.0
aruba	ecuador	113648.0
aruba	guyana	113648.0
aruba	grenada	113648.0
aruba	guadeloupe	113648.0
aruba	antigua_barbuda	113648.0
suriname	jamaica	585824.0
suriname	honduras	585824.0
suriname	colombia	585824.0
suriname	mexico	585824.0
suriname	saint_kitts_nevis	585824.0
suriname	united_states	585824.0
suriname	saint_vincent_grenadines	585824.0
suriname	paraguay	585824.0
suriname	nicaragua	585824.0
suriname	barbados	585824.0
suriname	canada	585824.0
suriname	united_states_virgin_islands	585824.0
suriname	martinique	585824.0
suriname	peru	585824.0
suriname	curacao	585824.0
suriname	panama	585824.0
suriname	uruguay	585824.0
suriname	bahamas	585824.0
suriname	bermuda	585824.0
suriname	aruba	585824.0
suriname	costa_rica	585824.0
suriname	bolivia	585824.0
suriname	venezuela	585824.0
suriname	french_guiana	585824.0
suriname	cayman_islands	585824.0
suriname	brazil	585824.0
suriname	trinidad_tobago	585824.0
suriname	dominican_republic	585824.0
suriname	cuba	585824.0
suriname	guatemala	585824.0
suriname	chile	585824.0
suriname	turks_caicos_islands	585824.0
suriname	haiti	585824.0
suriname	belize	585824.0
suriname	argentina	585824.0
suriname	dominica	585824.0
suriname	saint_lucia	585824.0
suriname	el_salvador	585824.0
suriname	puerto_rico	585824.0
suriname	ecuador	585824.0
suriname	guyana	585824.0
suriname	grenada	585824.0
suriname	guadeloupe	585824.0
suriname	antigua_barbuda	585824.0
costa_rica	jamaica	4872543.0
costa_rica	honduras	4872543.0
costa_rica	colombia	4872543.0
costa_rica	mexico	4872543.0
costa_rica	saint_kitts_nevis	4872543.0
costa_rica	united_states	4872543.0
costa_rica	saint_vincent_grenadines	4872543.0
costa_rica	paraguay	4872543.0
costa_rica	nicaragua	4872543.0
costa_rica	barbados	4872543.0
costa_rica	canada	4872543.0
costa_rica	united_states_virgin_islands	4872543.0
costa_rica	martinique	4872543.0
costa_rica	peru	4872543.0
costa_rica	curacao	4872543.0
costa_rica	panama	4872543.0
costa_rica	uruguay	4872543.0
costa_rica	bahamas	4872543.0
costa_rica	bermuda	4872543.0
costa_rica	aruba	4872543.0
costa_rica	suriname	4872543.0
costa_rica	bolivia	4872543.0
costa_rica	venezuela	4872543.0
costa_rica	french_guiana	4872543.0
costa_rica	cayman_islands	4872543.0
costa_rica	brazil	4872543.0
costa_rica	trinidad_tobago	4872543.0
costa_rica	dominican_republic	4872543.0
costa_rica	cuba	4872543.0
costa_rica	guatemala	4872543.0
costa_rica	chile	4872543.0
costa_rica	turks_caicos_islands	4872543.0
costa_rica	haiti	4872543.0
costa_rica	belize	4872543.0
costa_rica	argentina	4872543.0
costa_rica	dominica	4872543.0
costa_rica	saint_lucia	4872543.0
costa_rica	el_salvador	4872543.0
costa_rica	puerto_rico	4872543.0
costa_rica	ecuador	4872543.0
costa_rica	guyana	4872543.0
costa_rica	grenada	4872543.0
costa_rica	guadeloupe	4872543.0
costa_rica	antigua_barbuda	4872543.0
bolivia	jamaica	10969649.0
bolivia	honduras	10969649.0
bolivia	colombia	10969649.0
bolivia	mexico	10969649.0
bolivia	saint_kitts_nevis	10969649.0
bolivia	united_states	10969649.0
bolivia	saint_vincent_grenadines	10969649.0
bolivia	paraguay	10969649.0
bolivia	nicaragua	10969649.0
bolivia	barbados	10969649.0
bolivia	canada	10969649.0
bolivia	united_states_virgin_islands	10969649.0
bolivia	martinique	10969649.0
bolivia	peru	10969649.0
bolivia	curacao	10969649.0
bolivia	panama	10969649.0
bolivia	uruguay	10969649.0
bolivia	bahamas	10969649.0
bolivia	bermuda	10969649.0
bolivia	aruba	10969649.0
bolivia	suriname	10969649.0
bolivia	costa_rica	10969649.0
bolivia	venezuela	10969649.0
bolivia	french_guiana	10969649.0
bolivia	cayman_islands	10969649.0
bolivia	brazil	10969649.0
bolivia	trinidad_tobago	10969649.0
bolivia	dominican_republic	10969649.0
bolivia	cuba	10969649.0
bolivia	guatemala	10969649.0
bolivia	chile	10969649.0
bolivia	turks_caicos_islands	10969649.0
bolivia	haiti	10969649.0
bolivia	belize	10969649.0
bolivia	argentina	10969649.0
bolivia	dominica	10969649.0
bolivia	saint_lucia	10969649.0
bolivia	el_salvador	10969649.0
bolivia	puerto_rico	10969649.0
bolivia	ecuador	10969649.0
bolivia	guyana	10969649.0
bolivia	grenada	10969649.0
bolivia	guadeloupe	10969649.0
bolivia	antigua_barbuda	10969649.0
venezuela	jamaica	30912302.0
venezuela	honduras	30912302.0
venezuela	colombia	30912302.0
venezuela	mexico	30912302.0
venezuela	saint_kitts_nevis	30912302.0
venezuela	united_states	30912302.0
venezuela	saint_vincent_grenadines	30912302.0
venezuela	paraguay	30912302.0
venezuela	nicaragua	30912302.0
venezuela	barbados	30912302.0
venezuela	canada	30912302.0
venezuela	united_states_virgin_islands	30912302.0
venezuela	martinique	30912302.0
venezuela	peru	30912302.0
venezuela	curacao	30912302.0
venezuela	panama	30912302.0
venezuela	uruguay	30912302.0
venezuela	bahamas	30912302.0
venezuela	bermuda	30912302.0
venezuela	aruba	30912302.0
venezuela	suriname	30912302.0
venezuela	costa_rica	30912302.0
venezuela	bolivia	30912302.0
