origin	destination	origin_pop_size
venezuela	french_guiana	30912302.0
venezuela	cayman_islands	30912302.0
venezuela	brazil	30912302.0
venezuela	trinidad_tobago	30912302.0
venezuela	dominican_republic	30912302.0
venezuela	cuba	30912302.0
venezuela	guatemala	30912302.0
venezuela	chile	30912302.0
venezuela	turks_caicos_islands	30912302.0
venezuela	haiti	30912302.0
venezuela	belize	30912302.0
venezuela	argentina	30912302.0
venezuela	dominica	30912302.0
venezuela	saint_lucia	30912302.0
venezuela	el_salvador	30912302.0
venezuela	puerto_rico	30912302.0
venezuela	ecuador	30912302.0
venezuela	guyana	30912302.0
venezuela	grenada	30912302.0
venezuela	guadeloupe	30912302.0
venezuela	antigua_barbuda	30912302.0
french_guiana	jamaica	252338.0
french_guiana	honduras	252338.0
french_guiana	colombia	252338.0
french_guiana	mexico	252338.0
french_guiana	saint_kitts_nevis	252338.0
french_guiana	united_states	252338.0
french_guiana	saint_vincent_grenadines	252338.0
french_guiana	paraguay	252338.0
french_guiana	nicaragua	252338.0
french_guiana	barbados	252338.0
french_guiana	canada	252338.0
french_guiana	united_states_virgin_islands	252338.0
french_guiana	martinique	252338.0
french_guiana	peru	252338.0
french_guiana	curacao	252338.0
french_guiana	panama	252338.0
french_guiana	uruguay	252338.0
french_guiana	bahamas	252338.0
french_guiana	bermuda	252338.0
french_guiana	aruba	252338.0
french_guiana	suriname	252338.0
french_guiana	costa_rica	252338.0
french_guiana	bolivia	252338.0
french_guiana	venezuela	252338.0
french_guiana	cayman_islands	252338.0
french_guiana	brazil	252338.0
french_guiana	trinidad_tobago	252338.0
french_guiana	dominican_republic	252338.0
french_guiana	cuba	252338.0
french_guiana	guatemala	252338.0
french_guiana	chile	252338.0
french_guiana	turks_caicos_islands	252338.0
french_guiana	haiti	252338.0
french_guiana	belize	252338.0
french_guiana	argentina	252338.0
french_guiana	dominica	252338.0
french_guiana	saint_lucia	252338.0
french_guiana	el_salvador	252338.0
french_guiana	puerto_rico	252338.0
french_guiana	ecuador	252338.0
french_guiana	guyana	252338.0
french_guiana	grenada	252338.0
french_guiana	guadeloupe	252338.0
french_guiana	antigua_barbuda	252338.0
cayman_islands	jamaica	57268.0
cayman_islands	honduras	57268.0
cayman_islands	colombia	57268.0
cayman_islands	mexico	57268.0
cayman_islands	saint_kitts_nevis	57268.0
cayman_islands	united_states	57268.0
cayman_islands	saint_vincent_grenadines	57268.0
cayman_islands	paraguay	57268.0
cayman_islands	nicaragua	57268.0
cayman_islands	barbados	57268.0
cayman_islands	canada	57268.0
cayman_islands	united_states_virgin_islands	57268.0
cayman_islands	martinique	57268.0
cayman_islands	peru	57268.0
cayman_islands	curacao	57268.0
cayman_islands	panama	57268.0
cayman_islands	uruguay	57268.0
cayman_islands	bahamas	57268.0
cayman_islands	bermuda	57268.0
cayman_islands	aruba	57268.0
cayman_islands	suriname	57268.0
cayman_islands	costa_rica	57268.0
cayman_islands	bolivia	57268.0
cayman_islands	venezuela	57268.0
cayman_islands	french_guiana	57268.0
cayman_islands	brazil	57268.0
cayman_islands	trinidad_tobago	57268.0
cayman_islands	dominican_republic	57268.0
cayman_islands	cuba	57268.0
cayman_islands	guatemala	57268.0
cayman_islands	chile	57268.0
cayman_islands	turks_caicos_islands	57268.0
cayman_islands	haiti	57268.0
cayman_islands	belize	57268.0
cayman_islands	argentina	57268.0
cayman_islands	dominica	57268.0
cayman_islands	saint_lucia	57268.0
cayman_islands	el_salvador	57268.0
cayman_islands	puerto_rico	57268.0
cayman_islands	ecuador	57268.0
cayman_islands	guyana	57268.0
cayman_islands	grenada	57268.0
cayman_islands	guadeloupe	57268.0
cayman_islands	antigua_barbuda	57268.0
brazil	jamaica	205823665.0
brazil	honduras	205823665.0
brazil	colombia	205823665.0
brazil	mexico	205823665.0
brazil	saint_kitts_nevis	205823665.0
brazil	united_states	205823665.0
brazil	saint_vincent_grenadines	205823665.0
brazil	paraguay	205823665.0
brazil	nicaragua	205823665.0
brazil	barbados	205823665.0
brazil	canada	205823665.0
brazil	united_states_virgin_islands	205823665.0
brazil	martinique	205823665.0
brazil	peru	205823665.0
brazil	curacao	205823665.0
brazil	panama	205823665.0
brazil	uruguay	205823665.0
brazil	bahamas	205823665.0
brazil	bermuda	205823665.0
brazil	aruba	205823665.0
brazil	suriname	205823665.0
brazil	costa_rica	205823665.0
brazil	bolivia	205823665.0
brazil	venezuela	205823665.0
brazil	french_guiana	205823665.0
brazil	cayman_islands	205823665.0
brazil	trinidad_tobago	205823665.0
brazil	dominican_republic	205823665.0
brazil	cuba	205823665.0
brazil	guatemala	205823665.0
brazil	chile	205823665.0
brazil	turks_caicos_islands	205823665.0
brazil	haiti	205823665.0
brazil	belize	205823665.0
brazil	argentina	205823665.0
brazil	dominica	205823665.0
brazil	saint_lucia	205823665.0
brazil	el_salvador	205823665.0
brazil	puerto_rico	205823665.0
brazil	ecuador	205823665.0
brazil	guyana	205823665.0
brazil	grenada	205823665.0
brazil	guadeloupe	205823665.0
brazil	antigua_barbuda	205823665.0
trinidad_tobago	jamaica	1220479.0
trinidad_tobago	honduras	1220479.0
trinidad_tobago	colombia	1220479.0
trinidad_tobago	mexico	1220479.0
trinidad_tobago	saint_kitts_nevis	1220479.0
trinidad_tobago	united_states	1220479.0
trinidad_tobago	saint_vincent_grenadines	1220479.0
trinidad_tobago	paraguay	1220479.0
trinidad_tobago	nicaragua	1220479.0
trinidad_tobago	barbados	1220479.0
trinidad_tobago	canada	1220479.0
trinidad_tobago	united_states_virgin_islands	1220479.0
trinidad_tobago	martinique	1220479.0
trinidad_tobago	peru	1220479.0
trinidad_tobago	curacao	1220479.0
trinidad_tobago	panama	1220479.0
trinidad_tobago	uruguay	1220479.0
trinidad_tobago	bahamas	1220479.0
trinidad_tobago	bermuda	1220479.0
trinidad_tobago	aruba	1220479.0
trinidad_tobago	suriname	1220479.0
trinidad_tobago	costa_rica	1220479.0
trinidad_tobago	bolivia	1220479.0
trinidad_tobago	venezuela	1220479.0
trinidad_tobago	french_guiana	1220479.0
trinidad_tobago	cayman_islands	1220479.0
trinidad_tobago	brazil	1220479.0
trinidad_tobago	dominican_republic	1220479.0
trinidad_tobago	cuba	1220479.0
trinidad_tobago	guatemala	1220479.0
trinidad_tobago	chile	1220479.0
trinidad_tobago	turks_caicos_islands	1220479.0
trinidad_tobago	haiti	1220479.0
trinidad_tobago	belize	1220479.0
trinidad_tobago	argentina	1220479.0
trinidad_tobago	dominica	1220479.0
trinidad_tobago	saint_lucia	1220479.0
trinidad_tobago	el_salvador	1220479.0
trinidad_tobago	puerto_rico	1220479.0
trinidad_tobago	ecuador	1220479.0
trinidad_tobago	guyana	1220479.0
trinidad_tobago	grenada	1220479.0
trinidad_tobago	guadeloupe	1220479.0
trinidad_tobago	antigua_barbuda	1220479.0
dominican_republic	jamaica	10606865.0
dominican_republic	honduras	10606865.0
dominican_republic	colombia	10606865.0
dominican_republic	mexico	10606865.0
dominican_republic	saint_kitts_nevis	10606865.0
dominican_republic	united_states	10606865.0
dominican_republic	saint_vincent_grenadines	10606865.0
dominican_republic	paraguay	10606865.0
dominican_republic	nicaragua	10606865.0
dominican_republic	barbados	10606865.0
dominican_republic	canada	10606865.0
dominican_republic	united_states_virgin_islands	10606865.0
dominican_republic	martinique	10606865.0
dominican_republic	peru	10606865.0
dominican_republic	curacao	10606865.0
dominican_republic	panama	10606865.0
dominican_republic	uruguay	10606865.0
dominican_republic	bahamas	10606865.0
dominican_republic	bermuda	10606865.0
dominican_republic	aruba	10606865.0
dominican_republic	suriname	10606865.0
dominican_republic	costa_rica	10606865.0
dominican_republic	bolivia	10606865.0
dominican_republic	venezuela	10606865.0
dominican_republic	french_guiana	10606865.0
dominican_republic	cayman_islands	10606865.0
dominican_republic	brazil	10606865.0
dominican_republic	trinidad_tobago	10606865.0
dominican_republic	cuba	10606865.0
dominican_republic	guatemala	10606865.0
dominican_republic	chile	10606865.0
dominican_republic	turks_caicos_islands	10606865.0
dominican_republic	haiti	10606865.0
dominican_republic	belize	10606865.0
dominican_republic	argentina	10606865.0
dominican_republic	dominica	10606865.0
dominican_republic	saint_lucia	10606865.0
dominican_republic	el_salvador	10606865.0
dominican_republic	puerto_rico	10606865.0
dominican_republic	ecuador	10606865.0
dominican_republic	guyana	10606865.0
dominican_republic	grenada	10606865.0
dominican_republic	guadeloupe	10606865.0
dominican_republic	antigua_barbuda	10606865.0
cuba	jamaica	11179995.0
cuba	honduras	11179995.0
cuba	colombia	11179995.0
cuba	mexico	11179995.0
cuba	saint_kitts_nevis	11179995.0
cuba	united_states	11179995.0
cuba	saint_vincent_grenadines	11179995.0
cuba	paraguay	11179995.0
cuba	nicaragua	11179995.0
cuba	barbados	11179995.0
cuba	canada	11179995.0
cuba	united_states_virgin_islands	11179995.0
cuba	martinique	11179995.0
cuba	peru	11179995.0
cuba	curacao	11179995.0
cuba	panama	11179995.0
cuba	uruguay	11179995.0
cuba	bahamas	11179995.0
cuba	bermuda	11179995.0
cuba	aruba	11179995.0
cuba	suriname	11179995.0
cuba	costa_rica	11179995.0
cuba	bolivia	11179995.0
cuba	venezuela	11179995.0
cuba	french_guiana	11179995.0
cuba	cayman_islands	11179995.0
cuba	brazil	11179995.0
cuba	trinidad_tobago	11179995.0
cuba	dominican_republic	11179995.0
cuba	guatemala	11179995.0
cuba	chile	11179995.0
cuba	turks_caicos_islands	11179995.0
cuba	haiti	11179995.0
cuba	belize	11179995.0
cuba	argentina	11179995.0
cuba	dominica	11179995.0
cuba	saint_lucia	11179995.0
cuba	el_salvador	11179995.0
cuba	puerto_rico	11179995.0
cuba	ecuador	11179995.0
cuba	guyana	11179995.0
cuba	grenada	11179995.0
cuba	guadeloupe	11179995.0
cuba	antigua_barbuda	11179995.0
guatemala	jamaica	15189958.0
guatemala	honduras	15189958.0
guatemala	colombia	15189958.0
guatemala	mexico	15189958.0
guatemala	saint_kitts_nevis	15189958.0
guatemala	united_states	15189958.0
guatemala	saint_vincent_grenadines	15189958.0
guatemala	paraguay	15189958.0
guatemala	nicaragua	15189958.0
guatemala	barbados	15189958.0
guatemala	canada	15189958.0
guatemala	united_states_virgin_islands	15189958.0
guatemala	martinique	15189958.0
guatemala	peru	15189958.0
guatemala	curacao	15189958.0
guatemala	panama	15189958.0
guatemala	uruguay	15189958.0
guatemala	bahamas	15189958.0
guatemala	bermuda	15189958.0
guatemala	aruba	15189958.0
guatemala	suriname	15189958.0
guatemala	costa_rica	15189958.0
guatemala	bolivia	15189958.0
guatemala	venezuela	15189958.0
guatemala	french_guiana	15189958.0
guatemala	cayman_islands	15189958.0
guatemala	brazil	15189958.0
guatemala	trinidad_tobago	15189958.0
guatemala	dominican_republic	15189958.0
guatemala	cuba	15189958.0
guatemala	chile	15189958.0
guatemala	turks_caicos_islands	15189958.0
guatemala	haiti	15189958.0
guatemala	belize	15189958.0
guatemala	argentina	15189958.0
guatemala	dominica	15189958.0
guatemala	saint_lucia	15189958.0
guatemala	el_salvador	15189958.0
guatemala	puerto_rico	15189958.0
guatemala	ecuador	15189958.0
guatemala	guyana	15189958.0
guatemala	grenada	15189958.0
guatemala	guadeloupe	15189958.0
guatemala	antigua_barbuda	15189958.0
chile	jamaica	17650114.0
chile	honduras	17650114.0
chile	colombia	17650114.0
chile	mexico	17650114.0
chile	saint_kitts_nevis	17650114.0
chile	united_states	17650114.0
chile	saint_vincent_grenadines	17650114.0
chile	paraguay	17650114.0
chile	nicaragua	17650114.0
chile	barbados	17650114.0
chile	canada	17650114.0
chile	united_states_virgin_islands	17650114.0
chile	martinique	17650114.0
chile	peru	17650114.0
chile	curacao	17650114.0
chile	panama	17650114.0
chile	uruguay	17650114.0
chile	bahamas	17650114.0
chile	bermuda	17650114.0
chile	aruba	17650114.0
chile	suriname	17650114.0
chile	costa_rica	17650114.0
chile	bolivia	17650114.0
chile	venezuela	17650114.0
chile	french_guiana	17650114.0
chile	cayman_islands	17650114.0
chile	brazil	17650114.0
chile	trinidad_tobago	17650114.0
chile	dominican_republic	17650114.0
chile	cuba	17650114.0
chile	guatemala	17650114.0
chile	turks_caicos_islands	17650114.0
chile	haiti	17650114.0
chile	belize	17650114.0
chile	argentina	17650114.0
chile	dominica	17650114.0
chile	saint_lucia	17650114.0
chile	el_salvador	17650114.0
chile	puerto_rico	17650114.0
chile	ecuador	17650114.0
chile	guyana	17650114.0
chile	grenada	17650114.0
chile	guadeloupe	17650114.0
chile	antigua_barbuda	17650114.0
turks_caicos_islands	jamaica	51430.0
turks_caicos_islands	honduras	51430.0
turks_caicos_islands	colombia	51430.0
turks_caicos_islands	mexico	51430.0
turks_caicos_islands	saint_kitts_nevis	51430.0
turks_caicos_islands	united_states	51430.0
turks_caicos_islands	saint_vincent_grenadines	51430.0
turks_caicos_islands	paraguay	51430.0
turks_caicos_islands	nicaragua	51430.0
turks_caicos_islands	barbados	51430.0
turks_caicos_islands	canada	51430.0
turks_caicos_islands	united_states_virgin_islands	51430.0
turks_caicos_islands	martinique	51430.0
turks_caicos_islands	peru	51430.0
turks_caicos_islands	curacao	51430.0
turks_caicos_islands	panama	51430.0
turks_caicos_islands	uruguay	51430.0
turks_caicos_islands	bahamas	51430.0
turks_caicos_islands	bermuda	51430.0
turks_caicos_islands	aruba	51430.0
turks_caicos_islands	suriname	51430.0
turks_caicos_islands	costa_rica	51430.0
turks_caicos_islands	bolivia	51430.0
turks_caicos_islands	venezuela	51430.0
turks_caicos_islands	french_guiana	51430.0
turks_caicos_islands	cayman_islands	51430.0
turks_caicos_islands	brazil	51430.0
turks_caicos_islands	trinidad_tobago	51430.0
turks_caicos_islands	dominican_republic	51430.0
turks_caicos_islands	cuba	51430.0
turks_caicos_islands	guatemala	51430.0
turks_caicos_islands	chile	51430.0
turks_caicos_islands	haiti	51430.0
turks_caicos_islands	belize	51430.0
turks_caicos_islands	argentina	51430.0
turks_caicos_islands	dominica	51430.0
turks_caicos_islands	saint_lucia	51430.0
turks_caicos_islands	el_salvador	51430.0
turks_caicos_islands	puerto_rico	51430.0
turks_caicos_islands	ecuador	51430.0
turks_caicos_islands	guyana	51430.0
turks_caicos_islands	grenada	51430.0
turks_caicos_islands	guadeloupe	51430.0
turks_caicos_islands	antigua_barbuda	51430.0
haiti	jamaica	10485800.0
haiti	honduras	10485800.0
haiti	colombia	10485800.0
haiti	mexico	10485800.0
haiti	saint_kitts_nevis	10485800.0
haiti	united_states	10485800.0
haiti	saint_vincent_grenadines	10485800.0
haiti	paraguay	10485800.0
haiti	nicaragua	10485800.0
haiti	barbados	10485800.0
haiti	canada	10485800.0
haiti	united_states_virgin_islands	10485800.0
haiti	martinique	10485800.0
haiti	peru	10485800.0
haiti	curacao	10485800.0
haiti	panama	10485800.0
haiti	uruguay	10485800.0
haiti	bahamas	10485800.0
haiti	bermuda	10485800.0
haiti	aruba	10485800.0
haiti	suriname	10485800.0
haiti	costa_rica	10485800.0
haiti	bolivia	10485800.0
haiti	venezuela	10485800.0
haiti	french_guiana	10485800.0
haiti	cayman_islands	10485800.0
haiti	brazil	10485800.0
haiti	trinidad_tobago	10485800.0
haiti	dominican_republic	10485800.0
haiti	cuba	10485800.0
haiti	guatemala	10485800.0
haiti	chile	10485800.0
haiti	turks_caicos_islands	10485800.0
haiti	belize	10485800.0
haiti	argentina	10485800.0
haiti	dominica	10485800.0
haiti	saint_lucia	10485800.0
haiti	el_salvador	10485800.0
haiti	puerto_rico	10485800.0
haiti	ecuador	10485800.0
haiti	guyana	10485800.0
haiti	grenada	10485800.0
haiti	guadeloupe	10485800.0
haiti	antigua_barbuda	10485800.0
belize	jamaica	353858.0
belize	honduras	353858.0
belize	colombia	353858.0
belize	mexico	353858.0
belize	saint_kitts_nevis	353858.0
belize	united_states	353858.0
belize	saint_vincent_grenadines	353858.0
belize	paraguay	353858.0
belize	nicaragua	353858.0
belize	barbados	353858.0
belize	canada	353858.0
belize	united_states_virgin_islands	353858.0
belize	martinique	353858.0
belize	peru	353858.0
belize	curacao	353858.0
belize	panama	353858.0
belize	uruguay	353858.0
belize	bahamas	353858.0
belize	bermuda	353858.0
belize	aruba	353858.0
belize	suriname	353858.0
belize	costa_rica	353858.0
belize	bolivia	353858.0
belize	venezuela	353858.0
belize	french_guiana	353858.0
belize	cayman_islands	353858.0
belize	brazil	353858.0
belize	trinidad_tobago	353858.0
belize	dominican_republic	353858.0
belize	cuba	353858.0
belize	guatemala	353858.0
belize	chile	353858.0
belize	turks_caicos_islands	353858.0
belize	haiti	353858.0
belize	argentina	353858.0
belize	dominica	353858.0
belize	saint_lucia	353858.0
belize	el_salvador	353858.0
belize	puerto_rico	353858.0
belize	ecuador	353858.0
belize	guyana	353858.0
belize	grenada	353858.0
belize	guadeloupe	353858.0
belize	antigua_barbuda	353858.0
argentina	jamaica	43886748.0
argentina	honduras	43886748.0
argentina	colombia	43886748.0
argentina	mexico	43886748.0
argentina	saint_kitts_nevis	43886748.0
argentina	united_states	43886748.0
argentina	saint_vincent_grenadines	43886748.0
argentina	paraguay	43886748.0
argentina	nicaragua	43886748.0
argentina	barbados	43886748.0
argentina	canada	43886748.0
argentina	united_states_virgin_islands	43886748.0
argentina	martinique	43886748.0
argentina	peru	43886748.0
argentina	curacao	43886748.0
argentina	panama	43886748.0
argentina	uruguay	43886748.0
argentina	bahamas	43886748.0
argentina	bermuda	43886748.0
argentina	aruba	43886748.0
argentina	suriname	43886748.0
argentina	costa_rica	43886748.0
argentina	bolivia	43886748.0
argentina	venezuela	43886748.0
argentina	french_guiana	43886748.0
argentina	cayman_islands	43886748.0
argentina	brazil	43886748.0
argentina	trinidad_tobago	43886748.0
argentina	dominican_republic	43886748.0
argentina	cuba	43886748.0
argentina	guatemala	43886748.0
argentina	chile	43886748.0
argentina	turks_caicos_islands	43886748.0
argentina	haiti	43886748.0
argentina	belize	43886748.0
argentina	dominica	43886748.0
argentina	saint_lucia	43886748.0
argentina	el_salvador	43886748.0
argentina	puerto_rico	43886748.0
argentina	ecuador	43886748.0
argentina	guyana	43886748.0
argentina	grenada	43886748.0
argentina	guadeloupe	43886748.0
argentina	antigua_barbuda	43886748.0
dominica	jamaica	73757.0
dominica	honduras	73757.0
dominica	colombia	73757.0
dominica	mexico	73757.0
dominica	saint_kitts_nevis	73757.0
dominica	united_states	73757.0
dominica	saint_vincent_grenadines	73757.0
dominica	paraguay	73757.0
dominica	nicaragua	73757.0
dominica	barbados	73757.0
dominica	canada	73757.0
dominica	united_states_virgin_islands	73757.0
dominica	martinique	73757.0
dominica	peru	73757.0
dominica	curacao	73757.0
dominica	panama	73757.0
dominica	uruguay	73757.0
dominica	bahamas	73757.0
dominica	bermuda	73757.0
dominica	aruba	73757.0
dominica	suriname	73757.0
dominica	costa_rica	73757.0
dominica	bolivia	73757.0
dominica	venezuela	73757.0
dominica	french_guiana	73757.0
dominica	cayman_islands	73757.0
dominica	brazil	73757.0
dominica	trinidad_tobago	73757.0
dominica	dominican_republic	73757.0
dominica	cuba	73757.0
dominica	guatemala	73757.0
dominica	chile	73757.0
dominica	turks_caicos_islands	73757.0
dominica	haiti	73757.0
dominica	belize	73757.0
dominica	argentina	73757.0
dominica	saint_lucia	73757.0
dominica	el_salvador	73757.0
dominica	puerto_rico	73757.0
dominica	ecuador	73757.0
dominica	guyana	73757.0
dominica	grenada	73757.0
dominica	guadeloupe	73757.0
dominica	antigua_barbuda	73757.0
saint_lucia	jamaica	164464.0
saint_lucia	honduras	164464.0
saint_lucia	colombia	164464.0
saint_lucia	mexico	164464.0
saint_lucia	saint_kitts_nevis	164464.0
saint_lucia	united_states	164464.0
saint_lucia	saint_vincent_grenadines	164464.0
saint_lucia	paraguay	164464.0
saint_lucia	nicaragua	164464.0
saint_lucia	barbados	164464.0
saint_lucia	canada	164464.0
saint_lucia	united_states_virgin_islands	164464.0
saint_lucia	martinique	164464.0
saint_lucia	peru	164464.0
saint_lucia	curacao	164464.0
saint_lucia	panama	164464.0
saint_lucia	uruguay	164464.0
saint_lucia	bahamas	164464.0
saint_lucia	bermuda	164464.0
saint_lucia	aruba	164464.0
saint_lucia	suriname	164464.0
saint_lucia	costa_rica	164464.0
saint_lucia	bolivia	164464.0
saint_lucia	venezuela	164464.0
saint_lucia	french_guiana	164464.0
saint_lucia	cayman_islands	164464.0
saint_lucia	brazil	164464.0
saint_lucia	trinidad_tobago	164464.0
saint_lucia	dominican_republic	164464.0
saint_lucia	cuba	164464.0
saint_lucia	guatemala	164464.0
saint_lucia	chile	164464.0
saint_lucia	turks_caicos_islands	164464.0
saint_lucia	haiti	164464.0
saint_lucia	belize	164464.0
saint_lucia	argentina	164464.0
saint_lucia	dominica	164464.0
saint_lucia	el_salvador	164464.0
saint_lucia	puerto_rico	164464.0
saint_lucia	ecuador	164464.0
saint_lucia	guyana	164464.0
saint_lucia	grenada	164464.0
saint_lucia	guadeloupe	164464.0
saint_lucia	antigua_barbuda	164464.0
el_salvador	jamaica	6156670.0
el_salvador	honduras	6156670.0
el_salvador	colombia	6156670.0
el_salvador	mexico	6156670.0
el_salvador	saint_kitts_nevis	6156670.0
el_salvador	united_states	6156670.0
el_salvador	saint_vincent_grenadines	6156670.0
el_salvador	paraguay	6156670.0
el_salvador	nicaragua	6156670.0
el_salvador	barbados	6156670.0
el_salvador	canada	6156670.0
el_salvador	united_states_virgin_islands	6156670.0
el_salvador	martinique	6156670.0
el_salvador	peru	6156670.0
el_salvador	curacao	6156670.0
el_salvador	panama	6156670.0
el_salvador	uruguay	6156670.0
el_salvador	bahamas	6156670.0
el_salvador	bermuda	6156670.0
el_salvador	aruba	6156670.0
el_salvador	suriname	6156670.0
el_salvador	costa_rica	6156670.0
el_salvador	bolivia	6156670.0
el_salvador	venezuela	6156670.0
el_salvador	french_guiana	6156670.0
el_salvador	cayman_islands	6156670.0
el_salvador	brazil	6156670.0
el_salvador	trinidad_tobago	6156670.0
el_salvador	dominican_republic	6156670.0
el_salvador	cuba	6156670.0
el_salvador	guatemala	6156670.0
el_salvador	chile	6156670.0
el_salvador	turks_caicos_islands	6156670.0
el_salvador	haiti	6156670.0
el_salvador	belize	6156670.0
el_salvador	argentina	6156670.0
el_salvador	dominica	6156670.0
el_salvador	saint_lucia	6156670.0
el_salvador	puerto_rico	6156670.0
el_salvador	ecuador	6156670.0
el_salvador	guyana	6156670.0
el_salvador	grenada	6156670.0
el_salvador	guadeloupe	6156670.0
el_salvador	antigua_barbuda	6156670.0
puerto_rico	jamaica	3578056.0
puerto_rico	honduras	3578056.0
puerto_rico	colombia	3578056.0
puerto_rico	mexico	3578056.0
puerto_rico	saint_kitts_nevis	3578056.0
puerto_rico	united_states	3578056.0
puerto_rico	saint_vincent_grenadines	3578056.0
puerto_rico	paraguay	3578056.0
puerto_rico	nicaragua	3578056.0
puerto_rico	barbados	3578056.0
puerto_rico	canada	3578056.0
puerto_rico	united_states_virgin_islands	3578056.0
puerto_rico	martinique	3578056.0
puerto_rico	peru	3578056.0
puerto_rico	curacao	3578056.0
puerto_rico	panama	3578056.0
puerto_rico	uruguay	3578056.0
puerto_rico	bahamas	3578056.0
puerto_rico	bermuda	3578056.0
puerto_rico	aruba	3578056.0
puerto_rico	suriname	3578056.0
puerto_rico	costa_rica	3578056.0
puerto_rico	bolivia	3578056.0
puerto_rico	venezuela	3578056.0
puerto_rico	french_guiana	3578056.0
puerto_rico	cayman_islands	3578056.0
puerto_rico	brazil	3578056.0
puerto_rico	trinidad_tobago	3578056.0
puerto_rico	dominican_republic	3578056.0
puerto_rico	cuba	3578056.0
puerto_rico	guatemala	3578056.0
puerto_rico	chile	3578056.0
puerto_rico	turks_caicos_islands	3578056.0
puerto_rico	haiti	3578056.0
puerto_rico	belize	3578056.0
puerto_rico	argentina	3578056.0
puerto_rico	dominica	3578056.0
puerto_rico	saint_lucia	3578056.0
puerto_rico	el_salvador	3578056.0
puerto_rico	ecuador	3578056.0
puerto_rico	guyana	3578056.0
puerto_rico	grenada	3578056.0
puerto_rico	guadeloupe	3578056.0
puerto_rico	antigua_barbuda	3578056.0
ecuador	jamaica	16080778.0
ecuador	honduras	16080778.0
ecuador	colombia	16080778.0
ecuador	mexico	16080778.0
ecuador	saint_kitts_nevis	16080778.0
ecuador	united_states	16080778.0
ecuador	saint_vincent_grenadines	16080778.0
ecuador	paraguay	16080778.0
ecuador	nicaragua	16080778.0
ecuador	barbados	16080778.0
ecuador	canada	16080778.0
ecuador	united_states_virgin_islands	16080778.0
ecuador	martinique	16080778.0
ecuador	peru	16080778.0
ecuador	curacao	16080778.0
ecuador	panama	16080778.0
ecuador	uruguay	16080778.0
ecuador	bahamas	16080778.0
ecuador	bermuda	16080778.0
ecuador	aruba	16080778.0
ecuador	suriname	16080778.0
ecuador	costa_rica	16080778.0
ecuador	bolivia	16080778.0
ecuador	venezuela	16080778.0
ecuador	french_guiana	16080778.0
ecuador	cayman_islands	16080778.0
ecuador	brazil	16080778.0
ecuador	trinidad_tobago	16080778.0
ecuador	dominican_republic	16080778.0
ecuador	cuba	16080778.0
ecuador	guatemala	16080778.0
ecuador	chile	16080778.0
ecuador	turks_caicos_islands	16080778.0
ecuador	haiti	16080778.0
ecuador	belize	16080778.0
ecuador	argentina	16080778.0
ecuador	dominica	16080778.0
ecuador	saint_lucia	16080778.0
ecuador	el_salvador	16080778.0
ecuador	puerto_rico	16080778.0
ecuador	guyana	16080778.0
ecuador	grenada	16080778.0
ecuador	guadeloupe	16080778.0
ecuador	antigua_barbuda	16080778.0
guyana	jamaica	735909.0
guyana	honduras	735909.0
guyana	colombia	735909.0
guyana	mexico	735909.0
guyana	saint_kitts_nevis	735909.0
guyana	united_states	735909.0
guyana	saint_vincent_grenadines	735909.0
guyana	paraguay	735909.0
guyana	nicaragua	735909.0
guyana	barbados	735909.0
guyana	canada	735909.0
guyana	united_states_virgin_islands	735909.0
guyana	martinique	735909.0
guyana	peru	735909.0
guyana	curacao	735909.0
guyana	panama	735909.0
guyana	uruguay	735909.0
guyana	bahamas	735909.0
guyana	bermuda	735909.0
guyana	aruba	735909.0
guyana	suriname	735909.0
guyana	costa_rica	735909.0
guyana	bolivia	735909.0
guyana	venezuela	735909.0
guyana	french_guiana	735909.0
guyana	cayman_islands	735909.0
guyana	brazil	735909.0
guyana	trinidad_tobago	735909.0
guyana	dominican_republic	735909.0
guyana	cuba	735909.0
guyana	guatemala	735909.0
guyana	chile	735909.0
guyana	turks_caicos_islands	735909.0
guyana	haiti	735909.0
guyana	belize	735909.0
guyana	argentina	735909.0
guyana	dominica	735909.0
guyana	saint_lucia	735909.0
guyana	el_salvador	735909.0
guyana	puerto_rico	735909.0
guyana	ecuador	735909.0
guyana	grenada	735909.0
guyana	guadeloupe	735909.0
guyana	antigua_barbuda	735909.0
grenada	jamaica	111219.0
grenada	honduras	111219.0
grenada	colombia	111219.0
grenada	mexico	111219.0
grenada	saint_kitts_nevis	111219.0
grenada	united_states	111219.0
grenada	saint_vincent_grenadines	111219.0
grenada	paraguay	111219.0
grenada	nicaragua	111219.0
grenada	barbados	111219.0
grenada	canada	111219.0
grenada	united_states_virgin_islands	111219.0
grenada	martinique	111219.0
grenada	peru	111219.0
grenada	curacao	111219.0
grenada	panama	111219.0
grenada	uruguay	111219.0
grenada	bahamas	111219.0
grenada	bermuda	111219.0
grenada	aruba	111219.0
grenada	suriname	111219.0
grenada	costa_rica	111219.0
grenada	bolivia	111219.0
grenada	venezuela	111219.0
grenada	french_guiana	111219.0
grenada	cayman_islands	111219.0
grenada	brazil	111219.0
grenada	trinidad_tobago	111219.0
grenada	dominican_republic	111219.0
grenada	cuba	111219.0
grenada	guatemala	111219.0
grenada	chile	111219.0
grenada	turks_caicos_islands	111219.0
grenada	haiti	111219.0
grenada	belize	111219.0
grenada	argentina	111219.0
