origin	destination	destination_zika_suitability
guatemala	dominican_republic	0.895871517796
guatemala	puerto_rico	0.952846921639
guatemala	united_states_virgin_islands	0.535347058929
guatemala	saint_kitts_nevis	0.199813827357
guatemala	antigua_barbuda	0.540756425677
guatemala	guadeloupe	0.809569528434
guatemala	dominica	0.650753268408
guatemala	martinique	0.869582540819
guatemala	saint_lucia	0.943525642977
guatemala	saint_vincent_grenadines	0.720202822603
guatemala	barbados	0.981560404454
guatemala	grenada	0.897331296021
guatemala	trinidad_tobago	0.968913133274
guatemala	curacao	0.643752662414
guatemala	aruba	0.546931805296
guatemala	french_guiana	0.893181224069
guatemala	suriname	0.961076158942
guatemala	guyana	0.791691498127
guatemala	venezuela	0.876832171102
guatemala	colombia	0.613870504386
guatemala	ecuador	0.55923784291
guatemala	peru	0.399651442696
guatemala	bolivia	0.380692735446
guatemala	brazil	0.649572731578
guatemala	paraguay	0.957577587256
guatemala	uruguay	0.0497532079307
guatemala	argentina	0.370594756244
guatemala	chile	0.0
honduras	canada	0.0
honduras	united_states	0.208427240631
honduras	bermuda	0.0997563110907
honduras	mexico	0.306216470124
honduras	belize	0.804038059215
honduras	guatemala	0.450046876928
honduras	el_salvador	0.950706376279
honduras	nicaragua	0.892162151455
honduras	costa_rica	0.864093419316
honduras	panama	0.921726049343
honduras	bahamas	0.83971909095
honduras	cuba	0.878205230078
honduras	turks_caicos_islands	0.1217979408
honduras	cayman_islands	0.305684872765
honduras	jamaica	0.898899334178
honduras	haiti	0.926644006465
honduras	dominican_republic	0.895871517796
honduras	puerto_rico	0.952846921639
honduras	united_states_virgin_islands	0.535347058929
honduras	saint_kitts_nevis	0.199813827357
honduras	antigua_barbuda	0.540756425677
honduras	guadeloupe	0.809569528434
honduras	dominica	0.650753268408
honduras	martinique	0.869582540819
honduras	saint_lucia	0.943525642977
honduras	saint_vincent_grenadines	0.720202822603
honduras	barbados	0.981560404454
honduras	grenada	0.897331296021
honduras	trinidad_tobago	0.968913133274
honduras	curacao	0.643752662414
honduras	aruba	0.546931805296
honduras	french_guiana	0.893181224069
honduras	suriname	0.961076158942
honduras	guyana	0.791691498127
honduras	venezuela	0.876832171102
honduras	colombia	0.613870504386
honduras	ecuador	0.55923784291
honduras	peru	0.399651442696
honduras	bolivia	0.380692735446
honduras	brazil	0.649572731578
honduras	paraguay	0.957577587256
honduras	uruguay	0.0497532079307
honduras	argentina	0.370594756244
honduras	chile	0.0
el_salvador	canada	0.0
el_salvador	united_states	0.208427240631
el_salvador	bermuda	0.0997563110907
el_salvador	mexico	0.306216470124
el_salvador	belize	0.804038059215
el_salvador	guatemala	0.450046876928
el_salvador	honduras	0.863965033278
el_salvador	nicaragua	0.892162151455
el_salvador	costa_rica	0.864093419316
el_salvador	panama	0.921726049343
el_salvador	bahamas	0.83971909095
el_salvador	cuba	0.878205230078
el_salvador	turks_caicos_islands	0.1217979408
el_salvador	cayman_islands	0.305684872765
el_salvador	jamaica	0.898899334178
el_salvador	haiti	0.926644006465
el_salvador	dominican_republic	0.895871517796
el_salvador	puerto_rico	0.952846921639
el_salvador	united_states_virgin_islands	0.535347058929
el_salvador	saint_kitts_nevis	0.199813827357
el_salvador	antigua_barbuda	0.540756425677
el_salvador	guadeloupe	0.809569528434
el_salvador	dominica	0.650753268408
el_salvador	martinique	0.869582540819
el_salvador	saint_lucia	0.943525642977
el_salvador	saint_vincent_grenadines	0.720202822603
el_salvador	barbados	0.981560404454
el_salvador	grenada	0.897331296021
el_salvador	trinidad_tobago	0.968913133274
el_salvador	curacao	0.643752662414
el_salvador	aruba	0.546931805296
el_salvador	french_guiana	0.893181224069
el_salvador	suriname	0.961076158942
el_salvador	guyana	0.791691498127
el_salvador	venezuela	0.876832171102
el_salvador	colombia	0.613870504386
el_salvador	ecuador	0.55923784291
el_salvador	peru	0.399651442696
el_salvador	bolivia	0.380692735446
el_salvador	brazil	0.649572731578
el_salvador	paraguay	0.957577587256
el_salvador	uruguay	0.0497532079307
el_salvador	argentina	0.370594756244
el_salvador	chile	0.0
nicaragua	canada	0.0
nicaragua	united_states	0.208427240631
nicaragua	bermuda	0.0997563110907
nicaragua	mexico	0.306216470124
nicaragua	belize	0.804038059215
nicaragua	guatemala	0.450046876928
nicaragua	honduras	0.863965033278
nicaragua	el_salvador	0.950706376279
nicaragua	costa_rica	0.864093419316
nicaragua	panama	0.921726049343
nicaragua	bahamas	0.83971909095
nicaragua	cuba	0.878205230078
nicaragua	turks_caicos_islands	0.1217979408
nicaragua	cayman_islands	0.305684872765
nicaragua	jamaica	0.898899334178
nicaragua	haiti	0.926644006465
nicaragua	dominican_republic	0.895871517796
nicaragua	puerto_rico	0.952846921639
nicaragua	united_states_virgin_islands	0.535347058929
nicaragua	saint_kitts_nevis	0.199813827357
nicaragua	antigua_barbuda	0.540756425677
nicaragua	guadeloupe	0.809569528434
nicaragua	dominica	0.650753268408
nicaragua	martinique	0.869582540819
nicaragua	saint_lucia	0.943525642977
nicaragua	saint_vincent_grenadines	0.720202822603
nicaragua	barbados	0.981560404454
nicaragua	grenada	0.897331296021
nicaragua	trinidad_tobago	0.968913133274
nicaragua	curacao	0.643752662414
nicaragua	aruba	0.546931805296
nicaragua	french_guiana	0.893181224069
nicaragua	suriname	0.961076158942
nicaragua	guyana	0.791691498127
nicaragua	venezuela	0.876832171102
nicaragua	colombia	0.613870504386
nicaragua	ecuador	0.55923784291
nicaragua	peru	0.399651442696
nicaragua	bolivia	0.380692735446
nicaragua	brazil	0.649572731578
nicaragua	paraguay	0.957577587256
nicaragua	uruguay	0.0497532079307
nicaragua	argentina	0.370594756244
nicaragua	chile	0.0
costa_rica	canada	0.0
costa_rica	united_states	0.208427240631
costa_rica	bermuda	0.0997563110907
costa_rica	mexico	0.306216470124
costa_rica	belize	0.804038059215
costa_rica	guatemala	0.450046876928
costa_rica	honduras	0.863965033278
costa_rica	el_salvador	0.950706376279
costa_rica	nicaragua	0.892162151455
costa_rica	panama	0.921726049343
costa_rica	bahamas	0.83971909095
costa_rica	cuba	0.878205230078
costa_rica	turks_caicos_islands	0.1217979408
costa_rica	cayman_islands	0.305684872765
costa_rica	jamaica	0.898899334178
costa_rica	haiti	0.926644006465
costa_rica	dominican_republic	0.895871517796
costa_rica	puerto_rico	0.952846921639
costa_rica	united_states_virgin_islands	0.535347058929
costa_rica	saint_kitts_nevis	0.199813827357
costa_rica	antigua_barbuda	0.540756425677
costa_rica	guadeloupe	0.809569528434
costa_rica	dominica	0.650753268408
costa_rica	martinique	0.869582540819
costa_rica	saint_lucia	0.943525642977
costa_rica	saint_vincent_grenadines	0.720202822603
costa_rica	barbados	0.981560404454
costa_rica	grenada	0.897331296021
costa_rica	trinidad_tobago	0.968913133274
costa_rica	curacao	0.643752662414
costa_rica	aruba	0.546931805296
costa_rica	french_guiana	0.893181224069
costa_rica	suriname	0.961076158942
costa_rica	guyana	0.791691498127
costa_rica	venezuela	0.876832171102
costa_rica	colombia	0.613870504386
costa_rica	ecuador	0.55923784291
costa_rica	peru	0.399651442696
costa_rica	bolivia	0.380692735446
costa_rica	brazil	0.649572731578
costa_rica	paraguay	0.957577587256
costa_rica	uruguay	0.0497532079307
costa_rica	argentina	0.370594756244
costa_rica	chile	0.0
panama	canada	0.0
panama	united_states	0.208427240631
panama	bermuda	0.0997563110907
panama	mexico	0.306216470124
panama	belize	0.804038059215
panama	guatemala	0.450046876928
panama	honduras	0.863965033278
panama	el_salvador	0.950706376279
panama	nicaragua	0.892162151455
panama	costa_rica	0.864093419316
panama	bahamas	0.83971909095
panama	cuba	0.878205230078
panama	turks_caicos_islands	0.1217979408
panama	cayman_islands	0.305684872765
panama	jamaica	0.898899334178
panama	haiti	0.926644006465
panama	dominican_republic	0.895871517796
panama	puerto_rico	0.952846921639
panama	united_states_virgin_islands	0.535347058929
panama	saint_kitts_nevis	0.199813827357
panama	antigua_barbuda	0.540756425677
panama	guadeloupe	0.809569528434
panama	dominica	0.650753268408
panama	martinique	0.869582540819
panama	saint_lucia	0.943525642977
panama	saint_vincent_grenadines	0.720202822603
panama	barbados	0.981560404454
panama	grenada	0.897331296021
panama	trinidad_tobago	0.968913133274
panama	curacao	0.643752662414
panama	aruba	0.546931805296
panama	french_guiana	0.893181224069
panama	suriname	0.961076158942
panama	guyana	0.791691498127
panama	venezuela	0.876832171102
panama	colombia	0.613870504386
panama	ecuador	0.55923784291
panama	peru	0.399651442696
panama	bolivia	0.380692735446
panama	brazil	0.649572731578
panama	paraguay	0.957577587256
panama	uruguay	0.0497532079307
panama	argentina	0.370594756244
panama	chile	0.0
bahamas	canada	0.0
bahamas	united_states	0.208427240631
bahamas	bermuda	0.0997563110907
bahamas	mexico	0.306216470124
bahamas	belize	0.804038059215
bahamas	guatemala	0.450046876928
bahamas	honduras	0.863965033278
bahamas	el_salvador	0.950706376279
bahamas	nicaragua	0.892162151455
bahamas	costa_rica	0.864093419316
bahamas	panama	0.921726049343
bahamas	cuba	0.878205230078
bahamas	turks_caicos_islands	0.1217979408
bahamas	cayman_islands	0.305684872765
bahamas	jamaica	0.898899334178
bahamas	haiti	0.926644006465
bahamas	dominican_republic	0.895871517796
bahamas	puerto_rico	0.952846921639
bahamas	united_states_virgin_islands	0.535347058929
bahamas	saint_kitts_nevis	0.199813827357
bahamas	antigua_barbuda	0.540756425677
bahamas	guadeloupe	0.809569528434
bahamas	dominica	0.650753268408
bahamas	martinique	0.869582540819
bahamas	saint_lucia	0.943525642977
bahamas	saint_vincent_grenadines	0.720202822603
bahamas	barbados	0.981560404454
bahamas	grenada	0.897331296021
bahamas	trinidad_tobago	0.968913133274
bahamas	curacao	0.643752662414
bahamas	aruba	0.546931805296
bahamas	french_guiana	0.893181224069
bahamas	suriname	0.961076158942
bahamas	guyana	0.791691498127
bahamas	venezuela	0.876832171102
bahamas	colombia	0.613870504386
bahamas	ecuador	0.55923784291
bahamas	peru	0.399651442696
bahamas	bolivia	0.380692735446
bahamas	brazil	0.649572731578
bahamas	paraguay	0.957577587256
bahamas	uruguay	0.0497532079307
bahamas	argentina	0.370594756244
bahamas	chile	0.0
cuba	canada	0.0
cuba	united_states	0.208427240631
cuba	bermuda	0.0997563110907
cuba	mexico	0.306216470124
cuba	belize	0.804038059215
cuba	guatemala	0.450046876928
cuba	honduras	0.863965033278
cuba	el_salvador	0.950706376279
cuba	nicaragua	0.892162151455
cuba	costa_rica	0.864093419316
cuba	panama	0.921726049343
cuba	bahamas	0.83971909095
cuba	turks_caicos_islands	0.1217979408
cuba	cayman_islands	0.305684872765
cuba	jamaica	0.898899334178
cuba	haiti	0.926644006465
cuba	dominican_republic	0.895871517796
cuba	puerto_rico	0.952846921639
cuba	united_states_virgin_islands	0.535347058929
cuba	saint_kitts_nevis	0.199813827357
cuba	antigua_barbuda	0.540756425677
cuba	guadeloupe	0.809569528434
cuba	dominica	0.650753268408
cuba	martinique	0.869582540819
cuba	saint_lucia	0.943525642977
cuba	saint_vincent_grenadines	0.720202822603
cuba	barbados	0.981560404454
cuba	grenada	0.897331296021
cuba	trinidad_tobago	0.968913133274
cuba	curacao	0.643752662414
cuba	aruba	0.546931805296
cuba	french_guiana	0.893181224069
cuba	suriname	0.961076158942
cuba	guyana	0.791691498127
cuba	venezuela	0.876832171102
cuba	colombia	0.613870504386
cuba	ecuador	0.55923784291
cuba	peru	0.399651442696
cuba	bolivia	0.380692735446
cuba	brazil	0.649572731578
cuba	paraguay	0.957577587256
cuba	uruguay	0.0497532079307
cuba	argentina	0.370594756244
cuba	chile	0.0
turks_caicos_islands	canada	0.0
turks_caicos_islands	united_states	0.208427240631
turks_caicos_islands	bermuda	0.0997563110907
turks_caicos_islands	mexico	0.306216470124
turks_caicos_islands	belize	0.804038059215
turks_caicos_islands	guatemala	0.450046876928
turks_caicos_islands	honduras	0.863965033278
turks_caicos_islands	el_salvador	0.950706376279
turks_caicos_islands	nicaragua	0.892162151455
turks_caicos_islands	costa_rica	0.864093419316
turks_caicos_islands	panama	0.921726049343
turks_caicos_islands	bahamas	0.83971909095
turks_caicos_islands	cuba	0.878205230078
turks_caicos_islands	cayman_islands	0.305684872765
turks_caicos_islands	jamaica	0.898899334178
turks_caicos_islands	haiti	0.926644006465
turks_caicos_islands	dominican_republic	0.895871517796
turks_caicos_islands	puerto_rico	0.952846921639
turks_caicos_islands	united_states_virgin_islands	0.535347058929
turks_caicos_islands	saint_kitts_nevis	0.199813827357
turks_caicos_islands	antigua_barbuda	0.540756425677
turks_caicos_islands	guadeloupe	0.809569528434
turks_caicos_islands	dominica	0.650753268408
turks_caicos_islands	martinique	0.869582540819
turks_caicos_islands	saint_lucia	0.943525642977
turks_caicos_islands	saint_vincent_grenadines	0.720202822603
turks_caicos_islands	barbados	0.981560404454
turks_caicos_islands	grenada	0.897331296021
turks_caicos_islands	trinidad_tobago	0.968913133274
turks_caicos_islands	curacao	0.643752662414
turks_caicos_islands	aruba	0.546931805296
turks_caicos_islands	french_guiana	0.893181224069
turks_caicos_islands	suriname	0.961076158942
turks_caicos_islands	guyana	0.791691498127
turks_caicos_islands	venezuela	0.876832171102
turks_caicos_islands	colombia	0.613870504386
turks_caicos_islands	ecuador	0.55923784291
turks_caicos_islands	peru	0.399651442696
turks_caicos_islands	bolivia	0.380692735446
turks_caicos_islands	brazil	0.649572731578
turks_caicos_islands	paraguay	0.957577587256
turks_caicos_islands	uruguay	0.0497532079307
turks_caicos_islands	argentina	0.370594756244
turks_caicos_islands	chile	0.0
cayman_islands	canada	0.0
cayman_islands	united_states	0.208427240631
cayman_islands	bermuda	0.0997563110907
cayman_islands	mexico	0.306216470124
cayman_islands	belize	0.804038059215
cayman_islands	guatemala	0.450046876928
cayman_islands	honduras	0.863965033278
cayman_islands	el_salvador	0.950706376279
cayman_islands	nicaragua	0.892162151455
cayman_islands	costa_rica	0.864093419316
cayman_islands	panama	0.921726049343
cayman_islands	bahamas	0.83971909095
cayman_islands	cuba	0.878205230078
cayman_islands	turks_caicos_islands	0.1217979408
cayman_islands	jamaica	0.898899334178
cayman_islands	haiti	0.926644006465
cayman_islands	dominican_republic	0.895871517796
cayman_islands	puerto_rico	0.952846921639
cayman_islands	united_states_virgin_islands	0.535347058929
cayman_islands	saint_kitts_nevis	0.199813827357
cayman_islands	antigua_barbuda	0.540756425677
cayman_islands	guadeloupe	0.809569528434
cayman_islands	dominica	0.650753268408
cayman_islands	martinique	0.869582540819
cayman_islands	saint_lucia	0.943525642977
cayman_islands	saint_vincent_grenadines	0.720202822603
cayman_islands	barbados	0.981560404454
cayman_islands	grenada	0.897331296021
cayman_islands	trinidad_tobago	0.968913133274
cayman_islands	curacao	0.643752662414
cayman_islands	aruba	0.546931805296
cayman_islands	french_guiana	0.893181224069
cayman_islands	suriname	0.961076158942
cayman_islands	guyana	0.791691498127
cayman_islands	venezuela	0.876832171102
cayman_islands	colombia	0.613870504386
cayman_islands	ecuador	0.55923784291
cayman_islands	peru	0.399651442696
cayman_islands	bolivia	0.380692735446
cayman_islands	brazil	0.649572731578
cayman_islands	paraguay	0.957577587256
cayman_islands	uruguay	0.0497532079307
cayman_islands	argentina	0.370594756244
cayman_islands	chile	0.0
jamaica	canada	0.0
jamaica	united_states	0.208427240631
jamaica	bermuda	0.0997563110907
jamaica	mexico	0.306216470124
jamaica	belize	0.804038059215
jamaica	guatemala	0.450046876928
jamaica	honduras	0.863965033278
jamaica	el_salvador	0.950706376279
jamaica	nicaragua	0.892162151455
jamaica	costa_rica	0.864093419316
jamaica	panama	0.921726049343
jamaica	bahamas	0.83971909095
jamaica	cuba	0.878205230078
jamaica	turks_caicos_islands	0.1217979408
jamaica	cayman_islands	0.305684872765
jamaica	haiti	0.926644006465
jamaica	dominican_republic	0.895871517796
jamaica	puerto_rico	0.952846921639
jamaica	united_states_virgin_islands	0.535347058929
jamaica	saint_kitts_nevis	0.199813827357
jamaica	antigua_barbuda	0.540756425677
jamaica	guadeloupe	0.809569528434
jamaica	dominica	0.650753268408
jamaica	martinique	0.869582540819
jamaica	saint_lucia	0.943525642977
jamaica	saint_vincent_grenadines	0.720202822603
jamaica	barbados	0.981560404454
jamaica	grenada	0.897331296021
jamaica	trinidad_tobago	0.968913133274
jamaica	curacao	0.643752662414
jamaica	aruba	0.546931805296
jamaica	french_guiana	0.893181224069
jamaica	suriname	0.961076158942
jamaica	guyana	0.791691498127
jamaica	venezuela	0.876832171102
jamaica	colombia	0.613870504386
jamaica	ecuador	0.55923784291
jamaica	peru	0.399651442696
jamaica	bolivia	0.380692735446
jamaica	brazil	0.649572731578
jamaica	paraguay	0.957577587256
jamaica	uruguay	0.0497532079307
jamaica	argentina	0.370594756244
jamaica	chile	0.0
haiti	canada	0.0
haiti	united_states	0.208427240631
haiti	bermuda	0.0997563110907
haiti	mexico	0.306216470124
haiti	belize	0.804038059215
haiti	guatemala	0.450046876928
haiti	honduras	0.863965033278
haiti	el_salvador	0.950706376279
haiti	nicaragua	0.892162151455
haiti	costa_rica	0.864093419316
haiti	panama	0.921726049343
haiti	bahamas	0.83971909095
haiti	cuba	0.878205230078
haiti	turks_caicos_islands	0.1217979408
haiti	cayman_islands	0.305684872765
haiti	jamaica	0.898899334178
haiti	dominican_republic	0.895871517796
haiti	puerto_rico	0.952846921639
haiti	united_states_virgin_islands	0.535347058929
haiti	saint_kitts_nevis	0.199813827357
haiti	antigua_barbuda	0.540756425677
haiti	guadeloupe	0.809569528434
haiti	dominica	0.650753268408
haiti	martinique	0.869582540819
haiti	saint_lucia	0.943525642977
haiti	saint_vincent_grenadines	0.720202822603
haiti	barbados	0.981560404454
haiti	grenada	0.897331296021
haiti	trinidad_tobago	0.968913133274
haiti	curacao	0.643752662414
haiti	aruba	0.546931805296
haiti	french_guiana	0.893181224069
haiti	suriname	0.961076158942
haiti	guyana	0.791691498127
haiti	venezuela	0.876832171102
haiti	colombia	0.613870504386
haiti	ecuador	0.55923784291
haiti	peru	0.399651442696
haiti	bolivia	0.380692735446
haiti	brazil	0.649572731578
haiti	paraguay	0.957577587256
haiti	uruguay	0.0497532079307
haiti	argentina	0.370594756244
haiti	chile	0.0
dominican_republic	canada	0.0
dominican_republic	united_states	0.208427240631
dominican_republic	bermuda	0.0997563110907
dominican_republic	mexico	0.306216470124
dominican_republic	belize	0.804038059215
dominican_republic	guatemala	0.450046876928
dominican_republic	honduras	0.863965033278
dominican_republic	el_salvador	0.950706376279
dominican_republic	nicaragua	0.892162151455
dominican_republic	costa_rica	0.864093419316
dominican_republic	panama	0.921726049343
dominican_republic	bahamas	0.83971909095
dominican_republic	cuba	0.878205230078
dominican_republic	turks_caicos_islands	0.1217979408
dominican_republic	cayman_islands	0.305684872765
dominican_republic	jamaica	0.898899334178
dominican_republic	haiti	0.926644006465
dominican_republic	puerto_rico	0.952846921639
dominican_republic	united_states_virgin_islands	0.535347058929
dominican_republic	saint_kitts_nevis	0.199813827357
dominican_republic	antigua_barbuda	0.540756425677
dominican_republic	guadeloupe	0.809569528434
dominican_republic	dominica	0.650753268408
dominican_republic	martinique	0.869582540819
dominican_republic	saint_lucia	0.943525642977
dominican_republic	saint_vincent_grenadines	0.720202822603
dominican_republic	barbados	0.981560404454
dominican_republic	grenada	0.897331296021
dominican_republic	trinidad_tobago	0.968913133274
dominican_republic	curacao	0.643752662414
dominican_republic	aruba	0.546931805296
dominican_republic	french_guiana	0.893181224069
dominican_republic	suriname	0.961076158942
dominican_republic	guyana	0.791691498127
dominican_republic	venezuela	0.876832171102
dominican_republic	colombia	0.613870504386
dominican_republic	ecuador	0.55923784291
dominican_republic	peru	0.399651442696
dominican_republic	bolivia	0.380692735446
dominican_republic	brazil	0.649572731578
dominican_republic	paraguay	0.957577587256
dominican_republic	uruguay	0.0497532079307
dominican_republic	argentina	0.370594756244
dominican_republic	chile	0.0
puerto_rico	canada	0.0
puerto_rico	united_states	0.208427240631
puerto_rico	bermuda	0.0997563110907
puerto_rico	mexico	0.306216470124
puerto_rico	belize	0.804038059215
puerto_rico	guatemala	0.450046876928
puerto_rico	honduras	0.863965033278
puerto_rico	el_salvador	0.950706376279
puerto_rico	nicaragua	0.892162151455
