origin	destination	destination_zika_suitability
canada	united_states	0.208427240631
canada	bermuda	0.0997563110907
canada	mexico	0.306216470124
canada	belize	0.804038059215
canada	guatemala	0.450046876928
canada	honduras	0.863965033278
canada	el_salvador	0.950706376279
canada	nicaragua	0.892162151455
canada	costa_rica	0.864093419316
canada	panama	0.921726049343
canada	bahamas	0.83971909095
canada	cuba	0.878205230078
canada	turks_caicos_islands	0.1217979408
canada	cayman_islands	0.305684872765
canada	jamaica	0.898899334178
canada	haiti	0.926644006465
canada	dominican_republic	0.895871517796
canada	puerto_rico	0.952846921639
canada	united_states_virgin_islands	0.535347058929
canada	saint_kitts_nevis	0.199813827357
canada	antigua_barbuda	0.540756425677
canada	guadeloupe	0.809569528434
canada	dominica	0.650753268408
canada	martinique	0.869582540819
canada	saint_lucia	0.943525642977
canada	saint_vincent_grenadines	0.720202822603
canada	barbados	0.981560404454
canada	grenada	0.897331296021
canada	trinidad_tobago	0.968913133274
canada	curacao	0.643752662414
canada	aruba	0.546931805296
canada	french_guiana	0.893181224069
canada	suriname	0.961076158942
canada	guyana	0.791691498127
canada	venezuela	0.876832171102
canada	colombia	0.613870504386
canada	ecuador	0.55923784291
canada	peru	0.399651442696
canada	bolivia	0.380692735446
canada	brazil	0.649572731578
canada	paraguay	0.957577587256
canada	uruguay	0.0497532079307
canada	argentina	0.370594756244
canada	chile	0.0
united_states	canada	0.0
united_states	bermuda	0.0997563110907
united_states	mexico	0.306216470124
united_states	belize	0.804038059215
united_states	guatemala	0.450046876928
united_states	honduras	0.863965033278
united_states	el_salvador	0.950706376279
united_states	nicaragua	0.892162151455
united_states	costa_rica	0.864093419316
united_states	panama	0.921726049343
united_states	bahamas	0.83971909095
united_states	cuba	0.878205230078
united_states	turks_caicos_islands	0.1217979408
united_states	cayman_islands	0.305684872765
united_states	jamaica	0.898899334178
united_states	haiti	0.926644006465
united_states	dominican_republic	0.895871517796
united_states	puerto_rico	0.952846921639
united_states	united_states_virgin_islands	0.535347058929
united_states	saint_kitts_nevis	0.199813827357
united_states	antigua_barbuda	0.540756425677
united_states	guadeloupe	0.809569528434
united_states	dominica	0.650753268408
united_states	martinique	0.869582540819
united_states	saint_lucia	0.943525642977
united_states	saint_vincent_grenadines	0.720202822603
united_states	barbados	0.981560404454
united_states	grenada	0.897331296021
united_states	trinidad_tobago	0.968913133274
united_states	curacao	0.643752662414
united_states	aruba	0.546931805296
united_states	french_guiana	0.893181224069
united_states	suriname	0.961076158942
united_states	guyana	0.791691498127
united_states	venezuela	0.876832171102
united_states	colombia	0.613870504386
united_states	ecuador	0.55923784291
united_states	peru	0.399651442696
united_states	bolivia	0.380692735446
united_states	brazil	0.649572731578
united_states	paraguay	0.957577587256
united_states	uruguay	0.0497532079307
united_states	argentina	0.370594756244
united_states	chile	0.0
bermuda	canada	0.0
bermuda	united_states	0.208427240631
bermuda	mexico	0.306216470124
bermuda	belize	0.804038059215
bermuda	guatemala	0.450046876928
bermuda	honduras	0.863965033278
bermuda	el_salvador	0.950706376279
bermuda	nicaragua	0.892162151455
bermuda	costa_rica	0.864093419316
bermuda	panama	0.921726049343
bermuda	bahamas	0.83971909095
bermuda	cuba	0.878205230078
bermuda	turks_caicos_islands	0.1217979408
bermuda	cayman_islands	0.305684872765
bermuda	jamaica	0.898899334178
bermuda	haiti	0.926644006465
bermuda	dominican_republic	0.895871517796
bermuda	puerto_rico	0.952846921639
bermuda	united_states_virgin_islands	0.535347058929
bermuda	saint_kitts_nevis	0.199813827357
bermuda	antigua_barbuda	0.540756425677
bermuda	guadeloupe	0.809569528434
bermuda	dominica	0.650753268408
bermuda	martinique	0.869582540819
bermuda	saint_lucia	0.943525642977
bermuda	saint_vincent_grenadines	0.720202822603
bermuda	barbados	0.981560404454
bermuda	grenada	0.897331296021
bermuda	trinidad_tobago	0.968913133274
bermuda	curacao	0.643752662414
bermuda	aruba	0.546931805296
bermuda	french_guiana	0.893181224069
bermuda	suriname	0.961076158942
bermuda	guyana	0.791691498127
bermuda	venezuela	0.876832171102
bermuda	colombia	0.613870504386
bermuda	ecuador	0.55923784291
bermuda	peru	0.399651442696
bermuda	bolivia	0.380692735446
bermuda	brazil	0.649572731578
bermuda	paraguay	0.957577587256
bermuda	uruguay	0.0497532079307
bermuda	argentina	0.370594756244
bermuda	chile	0.0
mexico	canada	0.0
mexico	united_states	0.208427240631
mexico	bermuda	0.0997563110907
mexico	belize	0.804038059215
mexico	guatemala	0.450046876928
mexico	honduras	0.863965033278
mexico	el_salvador	0.950706376279
mexico	nicaragua	0.892162151455
mexico	costa_rica	0.864093419316
mexico	panama	0.921726049343
mexico	bahamas	0.83971909095
mexico	cuba	0.878205230078
mexico	turks_caicos_islands	0.1217979408
mexico	cayman_islands	0.305684872765
mexico	jamaica	0.898899334178
mexico	haiti	0.926644006465
mexico	dominican_republic	0.895871517796
mexico	puerto_rico	0.952846921639
mexico	united_states_virgin_islands	0.535347058929
mexico	saint_kitts_nevis	0.199813827357
mexico	antigua_barbuda	0.540756425677
mexico	guadeloupe	0.809569528434
mexico	dominica	0.650753268408
mexico	martinique	0.869582540819
mexico	saint_lucia	0.943525642977
mexico	saint_vincent_grenadines	0.720202822603
mexico	barbados	0.981560404454
mexico	grenada	0.897331296021
mexico	trinidad_tobago	0.968913133274
mexico	curacao	0.643752662414
mexico	aruba	0.546931805296
mexico	french_guiana	0.893181224069
mexico	suriname	0.961076158942
mexico	guyana	0.791691498127
mexico	venezuela	0.876832171102
mexico	colombia	0.613870504386
mexico	ecuador	0.55923784291
mexico	peru	0.399651442696
mexico	bolivia	0.380692735446
mexico	brazil	0.649572731578
mexico	paraguay	0.957577587256
mexico	uruguay	0.0497532079307
mexico	argentina	0.370594756244
mexico	chile	0.0
belize	canada	0.0
belize	united_states	0.208427240631
belize	bermuda	0.0997563110907
belize	mexico	0.306216470124
belize	guatemala	0.450046876928
belize	honduras	0.863965033278
belize	el_salvador	0.950706376279
belize	nicaragua	0.892162151455
belize	costa_rica	0.864093419316
belize	panama	0.921726049343
belize	bahamas	0.83971909095
belize	cuba	0.878205230078
belize	turks_caicos_islands	0.1217979408
belize	cayman_islands	0.305684872765
belize	jamaica	0.898899334178
belize	haiti	0.926644006465
belize	dominican_republic	0.895871517796
belize	puerto_rico	0.952846921639
belize	united_states_virgin_islands	0.535347058929
belize	saint_kitts_nevis	0.199813827357
belize	antigua_barbuda	0.540756425677
belize	guadeloupe	0.809569528434
belize	dominica	0.650753268408
belize	martinique	0.869582540819
belize	saint_lucia	0.943525642977
belize	saint_vincent_grenadines	0.720202822603
belize	barbados	0.981560404454
belize	grenada	0.897331296021
belize	trinidad_tobago	0.968913133274
belize	curacao	0.643752662414
belize	aruba	0.546931805296
belize	french_guiana	0.893181224069
belize	suriname	0.961076158942
belize	guyana	0.791691498127
belize	venezuela	0.876832171102
belize	colombia	0.613870504386
belize	ecuador	0.55923784291
belize	peru	0.399651442696
belize	bolivia	0.380692735446
belize	brazil	0.649572731578
belize	paraguay	0.957577587256
belize	uruguay	0.0497532079307
belize	argentina	0.370594756244
belize	chile	0.0
guatemala	canada	0.0
guatemala	united_states	0.208427240631
guatemala	bermuda	0.0997563110907
guatemala	mexico	0.306216470124
guatemala	belize	0.804038059215
guatemala	honduras	0.863965033278
guatemala	el_salvador	0.950706376279
guatemala	nicaragua	0.892162151455
guatemala	costa_rica	0.864093419316
guatemala	panama	0.921726049343
guatemala	bahamas	0.83971909095
guatemala	cuba	0.878205230078
guatemala	turks_caicos_islands	0.1217979408
guatemala	cayman_islands	0.305684872765
guatemala	jamaica	0.898899334178
guatemala	haiti	0.926644006465
