origin	destination	origin_zika_suitability
canada	united_states	0.0
canada	bermuda	0.0
canada	mexico	0.0
canada	belize	0.0
canada	guatemala	0.0
canada	honduras	0.0
canada	el_salvador	0.0
canada	nicaragua	0.0
canada	costa_rica	0.0
canada	panama	0.0
canada	bahamas	0.0
canada	cuba	0.0
canada	turks_caicos_islands	0.0
canada	cayman_islands	0.0
canada	jamaica	0.0
canada	haiti	0.0
canada	dominican_republic	0.0
canada	puerto_rico	0.0
canada	united_states_virgin_islands	0.0
canada	saint_kitts_nevis	0.0
canada	antigua_barbuda	0.0
canada	guadeloupe	0.0
canada	dominica	0.0
canada	martinique	0.0
canada	saint_lucia	0.0
canada	saint_vincent_grenadines	0.0
canada	barbados	0.0
canada	grenada	0.0
canada	trinidad_tobago	0.0
canada	curacao	0.0
canada	aruba	0.0
canada	french_guiana	0.0
canada	suriname	0.0
canada	guyana	0.0
canada	venezuela	0.0
canada	colombia	0.0
canada	ecuador	0.0
canada	peru	0.0
canada	bolivia	0.0
canada	brazil	0.0
canada	paraguay	0.0
canada	uruguay	0.0
canada	argentina	0.0
canada	chile	0.0
united_states	canada	0.208427240631
united_states	bermuda	0.208427240631
united_states	mexico	0.208427240631
united_states	belize	0.208427240631
united_states	guatemala	0.208427240631
united_states	honduras	0.208427240631
united_states	el_salvador	0.208427240631
united_states	nicaragua	0.208427240631
united_states	costa_rica	0.208427240631
united_states	panama	0.208427240631
united_states	bahamas	0.208427240631
united_states	cuba	0.208427240631
united_states	turks_caicos_islands	0.208427240631
united_states	cayman_islands	0.208427240631
united_states	jamaica	0.208427240631
united_states	haiti	0.208427240631
united_states	dominican_republic	0.208427240631
united_states	puerto_rico	0.208427240631
united_states	united_states_virgin_islands	0.208427240631
united_states	saint_kitts_nevis	0.208427240631
united_states	antigua_barbuda	0.208427240631
united_states	guadeloupe	0.208427240631
united_states	dominica	0.208427240631
united_states	martinique	0.208427240631
united_states	saint_lucia	0.208427240631
united_states	saint_vincent_grenadines	0.208427240631
united_states	barbados	0.208427240631
united_states	grenada	0.208427240631
united_states	trinidad_tobago	0.208427240631
united_states	curacao	0.208427240631
united_states	aruba	0.208427240631
united_states	french_guiana	0.208427240631
united_states	suriname	0.208427240631
united_states	guyana	0.208427240631
united_states	venezuela	0.208427240631
united_states	colombia	0.208427240631
united_states	ecuador	0.208427240631
united_states	peru	0.208427240631
united_states	bolivia	0.208427240631
united_states	brazil	0.208427240631
united_states	paraguay	0.208427240631
united_states	uruguay	0.208427240631
united_states	argentina	0.208427240631
united_states	chile	0.208427240631
bermuda	canada	0.0997563110907
bermuda	united_states	0.0997563110907
bermuda	mexico	0.0997563110907
bermuda	belize	0.0997563110907
bermuda	guatemala	0.0997563110907
bermuda	honduras	0.0997563110907
bermuda	el_salvador	0.0997563110907
bermuda	nicaragua	0.0997563110907
bermuda	costa_rica	0.0997563110907
bermuda	panama	0.0997563110907
bermuda	bahamas	0.0997563110907
bermuda	cuba	0.0997563110907
bermuda	turks_caicos_islands	0.0997563110907
bermuda	cayman_islands	0.0997563110907
bermuda	jamaica	0.0997563110907
bermuda	haiti	0.0997563110907
bermuda	dominican_republic	0.0997563110907
bermuda	puerto_rico	0.0997563110907
bermuda	united_states_virgin_islands	0.0997563110907
bermuda	saint_kitts_nevis	0.0997563110907
bermuda	antigua_barbuda	0.0997563110907
bermuda	guadeloupe	0.0997563110907
bermuda	dominica	0.0997563110907
bermuda	martinique	0.0997563110907
bermuda	saint_lucia	0.0997563110907
bermuda	saint_vincent_grenadines	0.0997563110907
bermuda	barbados	0.0997563110907
bermuda	grenada	0.0997563110907
bermuda	trinidad_tobago	0.0997563110907
bermuda	curacao	0.0997563110907
bermuda	aruba	0.0997563110907
bermuda	french_guiana	0.0997563110907
bermuda	suriname	0.0997563110907
bermuda	guyana	0.0997563110907
bermuda	venezuela	0.0997563110907
bermuda	colombia	0.0997563110907
bermuda	ecuador	0.0997563110907
bermuda	peru	0.0997563110907
bermuda	bolivia	0.0997563110907
bermuda	brazil	0.0997563110907
bermuda	paraguay	0.0997563110907
bermuda	uruguay	0.0997563110907
bermuda	argentina	0.0997563110907
bermuda	chile	0.0997563110907
mexico	canada	0.306216470124
mexico	united_states	0.306216470124
mexico	bermuda	0.306216470124
mexico	belize	0.306216470124
mexico	guatemala	0.306216470124
mexico	honduras	0.306216470124
mexico	el_salvador	0.306216470124
mexico	nicaragua	0.306216470124
mexico	costa_rica	0.306216470124
mexico	panama	0.306216470124
mexico	bahamas	0.306216470124
mexico	cuba	0.306216470124
mexico	turks_caicos_islands	0.306216470124
mexico	cayman_islands	0.306216470124
mexico	jamaica	0.306216470124
mexico	haiti	0.306216470124
mexico	dominican_republic	0.306216470124
mexico	puerto_rico	0.306216470124
mexico	united_states_virgin_islands	0.306216470124
mexico	saint_kitts_nevis	0.306216470124
mexico	antigua_barbuda	0.306216470124
mexico	guadeloupe	0.306216470124
mexico	dominica	0.306216470124
mexico	martinique	0.306216470124
mexico	saint_lucia	0.306216470124
mexico	saint_vincent_grenadines	0.306216470124
mexico	barbados	0.306216470124
mexico	grenada	0.306216470124
mexico	trinidad_tobago	0.306216470124
mexico	curacao	0.306216470124
mexico	aruba	0.306216470124
mexico	french_guiana	0.306216470124
mexico	suriname	0.306216470124
mexico	guyana	0.306216470124
mexico	venezuela	0.306216470124
mexico	colombia	0.306216470124
mexico	ecuador	0.306216470124
mexico	peru	0.306216470124
mexico	bolivia	0.306216470124
mexico	brazil	0.306216470124
mexico	paraguay	0.306216470124
mexico	uruguay	0.306216470124
mexico	argentina	0.306216470124
mexico	chile	0.306216470124
belize	canada	0.804038059215
belize	united_states	0.804038059215
belize	bermuda	0.804038059215
belize	mexico	0.804038059215
belize	guatemala	0.804038059215
belize	honduras	0.804038059215
belize	el_salvador	0.804038059215
belize	nicaragua	0.804038059215
belize	costa_rica	0.804038059215
belize	panama	0.804038059215
belize	bahamas	0.804038059215
belize	cuba	0.804038059215
belize	turks_caicos_islands	0.804038059215
belize	cayman_islands	0.804038059215
belize	jamaica	0.804038059215
belize	haiti	0.804038059215
belize	dominican_republic	0.804038059215
belize	puerto_rico	0.804038059215
belize	united_states_virgin_islands	0.804038059215
belize	saint_kitts_nevis	0.804038059215
belize	antigua_barbuda	0.804038059215
belize	guadeloupe	0.804038059215
belize	dominica	0.804038059215
belize	martinique	0.804038059215
belize	saint_lucia	0.804038059215
belize	saint_vincent_grenadines	0.804038059215
belize	barbados	0.804038059215
belize	grenada	0.804038059215
belize	trinidad_tobago	0.804038059215
belize	curacao	0.804038059215
belize	aruba	0.804038059215
belize	french_guiana	0.804038059215
belize	suriname	0.804038059215
belize	guyana	0.804038059215
belize	venezuela	0.804038059215
belize	colombia	0.804038059215
belize	ecuador	0.804038059215
belize	peru	0.804038059215
belize	bolivia	0.804038059215
belize	brazil	0.804038059215
belize	paraguay	0.804038059215
belize	uruguay	0.804038059215
belize	argentina	0.804038059215
belize	chile	0.804038059215
guatemala	canada	0.450046876928
guatemala	united_states	0.450046876928
guatemala	bermuda	0.450046876928
guatemala	mexico	0.450046876928
guatemala	belize	0.450046876928
guatemala	honduras	0.450046876928
guatemala	el_salvador	0.450046876928
guatemala	nicaragua	0.450046876928
guatemala	costa_rica	0.450046876928
guatemala	panama	0.450046876928
guatemala	bahamas	0.450046876928
guatemala	cuba	0.450046876928
guatemala	turks_caicos_islands	0.450046876928
guatemala	cayman_islands	0.450046876928
guatemala	jamaica	0.450046876928
guatemala	haiti	0.450046876928
guatemala	dominican_republic	0.450046876928
guatemala	puerto_rico	0.450046876928
guatemala	united_states_virgin_islands	0.450046876928
guatemala	saint_kitts_nevis	0.450046876928
guatemala	antigua_barbuda	0.450046876928
guatemala	guadeloupe	0.450046876928
guatemala	dominica	0.450046876928
guatemala	martinique	0.450046876928
guatemala	saint_lucia	0.450046876928
guatemala	saint_vincent_grenadines	0.450046876928
guatemala	barbados	0.450046876928
guatemala	grenada	0.450046876928
