origin	destination	destination_population_size
united_states_virgin_islands	antigua_barbuda	94731.0
united_states_virgin_islands	guadeloupe	402119.0
united_states_virgin_islands	dominica	73897.0
united_states_virgin_islands	martinique	385551.0
united_states_virgin_islands	saint_lucia	164994.0
united_states_virgin_islands	saint_vincent_grenadines	102089.0
united_states_virgin_islands	barbados	292336.0
united_states_virgin_islands	grenada	111724.0
united_states_virgin_islands	trinidad_tobago	1218208.0
united_states_virgin_islands	curacao	149648.0
united_states_virgin_islands	aruba	115120.0
united_states_virgin_islands	french_guiana	252338.0
united_states_virgin_islands	suriname	591919.0
united_states_virgin_islands	guyana	737718.0
united_states_virgin_islands	venezuela	31304016.0
united_states_virgin_islands	colombia	47698524.0
united_states_virgin_islands	ecuador	16290913.0
united_states_virgin_islands	peru	31036656.0
united_states_virgin_islands	bolivia	11138234.0
united_states_virgin_islands	brazil	207353391.0
united_states_virgin_islands	paraguay	6943739.0
united_states_virgin_islands	uruguay	3360148.0
united_states_virgin_islands	argentina	44293293.0
united_states_virgin_islands	chile	17789267.0
saint_kitts_nevis	canada	35623680.0
saint_kitts_nevis	united_states	326625791.0
saint_kitts_nevis	bermuda	70864.0
saint_kitts_nevis	mexico	124574795.0
saint_kitts_nevis	belize	360346.0
saint_kitts_nevis	guatemala	15460732.0
saint_kitts_nevis	honduras	9038741.0
saint_kitts_nevis	el_salvador	6172011.0
saint_kitts_nevis	nicaragua	6025951.0
saint_kitts_nevis	costa_rica	4930258.0
saint_kitts_nevis	panama	3753142.0
saint_kitts_nevis	bahamas	329988.0
saint_kitts_nevis	cuba	11147407.0
saint_kitts_nevis	turks_caicos_islands	52570.0
saint_kitts_nevis	cayman_islands	58441.0
saint_kitts_nevis	jamaica	2990561.0
saint_kitts_nevis	haiti	10646714.0
saint_kitts_nevis	dominican_republic	10734247.0
saint_kitts_nevis	puerto_rico	3351827.0
saint_kitts_nevis	united_states_virgin_islands	107268.0
saint_kitts_nevis	antigua_barbuda	94731.0
saint_kitts_nevis	guadeloupe	402119.0
saint_kitts_nevis	dominica	73897.0
saint_kitts_nevis	martinique	385551.0
saint_kitts_nevis	saint_lucia	164994.0
saint_kitts_nevis	saint_vincent_grenadines	102089.0
saint_kitts_nevis	barbados	292336.0
saint_kitts_nevis	grenada	111724.0
saint_kitts_nevis	trinidad_tobago	1218208.0
saint_kitts_nevis	curacao	149648.0
saint_kitts_nevis	aruba	115120.0
saint_kitts_nevis	french_guiana	252338.0
saint_kitts_nevis	suriname	591919.0
saint_kitts_nevis	guyana	737718.0
saint_kitts_nevis	venezuela	31304016.0
saint_kitts_nevis	colombia	47698524.0
saint_kitts_nevis	ecuador	16290913.0
saint_kitts_nevis	peru	31036656.0
saint_kitts_nevis	bolivia	11138234.0
saint_kitts_nevis	brazil	207353391.0
saint_kitts_nevis	paraguay	6943739.0
saint_kitts_nevis	uruguay	3360148.0
saint_kitts_nevis	argentina	44293293.0
saint_kitts_nevis	chile	17789267.0
antigua_barbuda	canada	35623680.0
antigua_barbuda	united_states	326625791.0
antigua_barbuda	bermuda	70864.0
antigua_barbuda	mexico	124574795.0
antigua_barbuda	belize	360346.0
antigua_barbuda	guatemala	15460732.0
antigua_barbuda	honduras	9038741.0
antigua_barbuda	el_salvador	6172011.0
antigua_barbuda	nicaragua	6025951.0
antigua_barbuda	costa_rica	4930258.0
antigua_barbuda	panama	3753142.0
antigua_barbuda	bahamas	329988.0
antigua_barbuda	cuba	11147407.0
antigua_barbuda	turks_caicos_islands	52570.0
antigua_barbuda	cayman_islands	58441.0
antigua_barbuda	jamaica	2990561.0
antigua_barbuda	haiti	10646714.0
antigua_barbuda	dominican_republic	10734247.0
antigua_barbuda	puerto_rico	3351827.0
antigua_barbuda	united_states_virgin_islands	107268.0
antigua_barbuda	saint_kitts_nevis	52715.0
antigua_barbuda	guadeloupe	402119.0
antigua_barbuda	dominica	73897.0
antigua_barbuda	martinique	385551.0
antigua_barbuda	saint_lucia	164994.0
antigua_barbuda	saint_vincent_grenadines	102089.0
antigua_barbuda	barbados	292336.0
antigua_barbuda	grenada	111724.0
antigua_barbuda	trinidad_tobago	1218208.0
antigua_barbuda	curacao	149648.0
antigua_barbuda	aruba	115120.0
antigua_barbuda	french_guiana	252338.0
antigua_barbuda	suriname	591919.0
antigua_barbuda	guyana	737718.0
antigua_barbuda	venezuela	31304016.0
antigua_barbuda	colombia	47698524.0
antigua_barbuda	ecuador	16290913.0
antigua_barbuda	peru	31036656.0
antigua_barbuda	bolivia	11138234.0
antigua_barbuda	brazil	207353391.0
antigua_barbuda	paraguay	6943739.0
antigua_barbuda	uruguay	3360148.0
antigua_barbuda	argentina	44293293.0
antigua_barbuda	chile	17789267.0
guadeloupe	canada	35623680.0
guadeloupe	united_states	326625791.0
guadeloupe	bermuda	70864.0
guadeloupe	mexico	124574795.0
guadeloupe	belize	360346.0
guadeloupe	guatemala	15460732.0
guadeloupe	honduras	9038741.0
guadeloupe	el_salvador	6172011.0
guadeloupe	nicaragua	6025951.0
guadeloupe	costa_rica	4930258.0
guadeloupe	panama	3753142.0
guadeloupe	bahamas	329988.0
guadeloupe	cuba	11147407.0
guadeloupe	turks_caicos_islands	52570.0
guadeloupe	cayman_islands	58441.0
guadeloupe	jamaica	2990561.0
guadeloupe	haiti	10646714.0
guadeloupe	dominican_republic	10734247.0
guadeloupe	puerto_rico	3351827.0
guadeloupe	united_states_virgin_islands	107268.0
guadeloupe	saint_kitts_nevis	52715.0
guadeloupe	antigua_barbuda	94731.0
guadeloupe	dominica	73897.0
guadeloupe	martinique	385551.0
guadeloupe	saint_lucia	164994.0
guadeloupe	saint_vincent_grenadines	102089.0
guadeloupe	barbados	292336.0
guadeloupe	grenada	111724.0
guadeloupe	trinidad_tobago	1218208.0
guadeloupe	curacao	149648.0
guadeloupe	aruba	115120.0
guadeloupe	french_guiana	252338.0
guadeloupe	suriname	591919.0
guadeloupe	guyana	737718.0
guadeloupe	venezuela	31304016.0
guadeloupe	colombia	47698524.0
guadeloupe	ecuador	16290913.0
guadeloupe	peru	31036656.0
guadeloupe	bolivia	11138234.0
guadeloupe	brazil	207353391.0
guadeloupe	paraguay	6943739.0
guadeloupe	uruguay	3360148.0
guadeloupe	argentina	44293293.0
guadeloupe	chile	17789267.0
dominica	canada	35623680.0
dominica	united_states	326625791.0
dominica	bermuda	70864.0
dominica	mexico	124574795.0
dominica	belize	360346.0
dominica	guatemala	15460732.0
dominica	honduras	9038741.0
dominica	el_salvador	6172011.0
dominica	nicaragua	6025951.0
dominica	costa_rica	4930258.0
dominica	panama	3753142.0
dominica	bahamas	329988.0
dominica	cuba	11147407.0
dominica	turks_caicos_islands	52570.0
dominica	cayman_islands	58441.0
dominica	jamaica	2990561.0
dominica	haiti	10646714.0
dominica	dominican_republic	10734247.0
dominica	puerto_rico	3351827.0
dominica	united_states_virgin_islands	107268.0
dominica	saint_kitts_nevis	52715.0
dominica	antigua_barbuda	94731.0
dominica	guadeloupe	402119.0
dominica	martinique	385551.0
dominica	saint_lucia	164994.0
dominica	saint_vincent_grenadines	102089.0
dominica	barbados	292336.0
dominica	grenada	111724.0
dominica	trinidad_tobago	1218208.0
dominica	curacao	149648.0
dominica	aruba	115120.0
dominica	french_guiana	252338.0
dominica	suriname	591919.0
dominica	guyana	737718.0
dominica	venezuela	31304016.0
dominica	colombia	47698524.0
dominica	ecuador	16290913.0
dominica	peru	31036656.0
dominica	bolivia	11138234.0
dominica	brazil	207353391.0
dominica	paraguay	6943739.0
dominica	uruguay	3360148.0
dominica	argentina	44293293.0
dominica	chile	17789267.0
martinique	canada	35623680.0
martinique	united_states	326625791.0
martinique	bermuda	70864.0
martinique	mexico	124574795.0
martinique	belize	360346.0
martinique	guatemala	15460732.0
martinique	honduras	9038741.0
martinique	el_salvador	6172011.0
martinique	nicaragua	6025951.0
martinique	costa_rica	4930258.0
martinique	panama	3753142.0
martinique	bahamas	329988.0
martinique	cuba	11147407.0
martinique	turks_caicos_islands	52570.0
martinique	cayman_islands	58441.0
martinique	jamaica	2990561.0
martinique	haiti	10646714.0
martinique	dominican_republic	10734247.0
martinique	puerto_rico	3351827.0
martinique	united_states_virgin_islands	107268.0
martinique	saint_kitts_nevis	52715.0
martinique	antigua_barbuda	94731.0
martinique	guadeloupe	402119.0
martinique	dominica	73897.0
martinique	saint_lucia	164994.0
martinique	saint_vincent_grenadines	102089.0
martinique	barbados	292336.0
martinique	grenada	111724.0
martinique	trinidad_tobago	1218208.0
martinique	curacao	149648.0
martinique	aruba	115120.0
martinique	french_guiana	252338.0
martinique	suriname	591919.0
martinique	guyana	737718.0
martinique	venezuela	31304016.0
martinique	colombia	47698524.0
martinique	ecuador	16290913.0
martinique	peru	31036656.0
martinique	bolivia	11138234.0
martinique	brazil	207353391.0
martinique	paraguay	6943739.0
martinique	uruguay	3360148.0
martinique	argentina	44293293.0
martinique	chile	17789267.0
saint_lucia	canada	35623680.0
saint_lucia	united_states	326625791.0
saint_lucia	bermuda	70864.0
saint_lucia	mexico	124574795.0
saint_lucia	belize	360346.0
saint_lucia	guatemala	15460732.0
saint_lucia	honduras	9038741.0
saint_lucia	el_salvador	6172011.0
saint_lucia	nicaragua	6025951.0
saint_lucia	costa_rica	4930258.0
saint_lucia	panama	3753142.0
saint_lucia	bahamas	329988.0
saint_lucia	cuba	11147407.0
saint_lucia	turks_caicos_islands	52570.0
saint_lucia	cayman_islands	58441.0
saint_lucia	jamaica	2990561.0
saint_lucia	haiti	10646714.0
saint_lucia	dominican_republic	10734247.0
saint_lucia	puerto_rico	3351827.0
saint_lucia	united_states_virgin_islands	107268.0
saint_lucia	saint_kitts_nevis	52715.0
saint_lucia	antigua_barbuda	94731.0
saint_lucia	guadeloupe	402119.0
saint_lucia	dominica	73897.0
saint_lucia	martinique	385551.0
saint_lucia	saint_vincent_grenadines	102089.0
saint_lucia	barbados	292336.0
saint_lucia	grenada	111724.0
saint_lucia	trinidad_tobago	1218208.0
saint_lucia	curacao	149648.0
saint_lucia	aruba	115120.0
saint_lucia	french_guiana	252338.0
saint_lucia	suriname	591919.0
saint_lucia	guyana	737718.0
saint_lucia	venezuela	31304016.0
saint_lucia	colombia	47698524.0
saint_lucia	ecuador	16290913.0
saint_lucia	peru	31036656.0
saint_lucia	bolivia	11138234.0
saint_lucia	brazil	207353391.0
saint_lucia	paraguay	6943739.0
saint_lucia	uruguay	3360148.0
saint_lucia	argentina	44293293.0
saint_lucia	chile	17789267.0
saint_vincent_grenadines	canada	35623680.0
saint_vincent_grenadines	united_states	326625791.0
saint_vincent_grenadines	bermuda	70864.0
saint_vincent_grenadines	mexico	124574795.0
saint_vincent_grenadines	belize	360346.0
saint_vincent_grenadines	guatemala	15460732.0
saint_vincent_grenadines	honduras	9038741.0
saint_vincent_grenadines	el_salvador	6172011.0
saint_vincent_grenadines	nicaragua	6025951.0
saint_vincent_grenadines	costa_rica	4930258.0
saint_vincent_grenadines	panama	3753142.0
saint_vincent_grenadines	bahamas	329988.0
saint_vincent_grenadines	cuba	11147407.0
saint_vincent_grenadines	turks_caicos_islands	52570.0
saint_vincent_grenadines	cayman_islands	58441.0
saint_vincent_grenadines	jamaica	2990561.0
saint_vincent_grenadines	haiti	10646714.0
saint_vincent_grenadines	dominican_republic	10734247.0
saint_vincent_grenadines	puerto_rico	3351827.0
saint_vincent_grenadines	united_states_virgin_islands	107268.0
saint_vincent_grenadines	saint_kitts_nevis	52715.0
saint_vincent_grenadines	antigua_barbuda	94731.0
saint_vincent_grenadines	guadeloupe	402119.0
saint_vincent_grenadines	dominica	73897.0
saint_vincent_grenadines	martinique	385551.0
saint_vincent_grenadines	saint_lucia	164994.0
saint_vincent_grenadines	barbados	292336.0
saint_vincent_grenadines	grenada	111724.0
saint_vincent_grenadines	trinidad_tobago	1218208.0
saint_vincent_grenadines	curacao	149648.0
saint_vincent_grenadines	aruba	115120.0
saint_vincent_grenadines	french_guiana	252338.0
saint_vincent_grenadines	suriname	591919.0
saint_vincent_grenadines	guyana	737718.0
saint_vincent_grenadines	venezuela	31304016.0
saint_vincent_grenadines	colombia	47698524.0
saint_vincent_grenadines	ecuador	16290913.0
saint_vincent_grenadines	peru	31036656.0
saint_vincent_grenadines	bolivia	11138234.0
saint_vincent_grenadines	brazil	207353391.0
saint_vincent_grenadines	paraguay	6943739.0
saint_vincent_grenadines	uruguay	3360148.0
saint_vincent_grenadines	argentina	44293293.0
saint_vincent_grenadines	chile	17789267.0
barbados	canada	35623680.0
barbados	united_states	326625791.0
barbados	bermuda	70864.0
barbados	mexico	124574795.0
barbados	belize	360346.0
barbados	guatemala	15460732.0
barbados	honduras	9038741.0
barbados	el_salvador	6172011.0
barbados	nicaragua	6025951.0
barbados	costa_rica	4930258.0
barbados	panama	3753142.0
barbados	bahamas	329988.0
barbados	cuba	11147407.0
barbados	turks_caicos_islands	52570.0
barbados	cayman_islands	58441.0
barbados	jamaica	2990561.0
barbados	haiti	10646714.0
barbados	dominican_republic	10734247.0
barbados	puerto_rico	3351827.0
barbados	united_states_virgin_islands	107268.0
barbados	saint_kitts_nevis	52715.0
barbados	antigua_barbuda	94731.0
barbados	guadeloupe	402119.0
barbados	dominica	73897.0
barbados	martinique	385551.0
barbados	saint_lucia	164994.0
barbados	saint_vincent_grenadines	102089.0
barbados	grenada	111724.0
barbados	trinidad_tobago	1218208.0
barbados	curacao	149648.0
barbados	aruba	115120.0
barbados	french_guiana	252338.0
barbados	suriname	591919.0
barbados	guyana	737718.0
barbados	venezuela	31304016.0
barbados	colombia	47698524.0
barbados	ecuador	16290913.0
barbados	peru	31036656.0
barbados	bolivia	11138234.0
barbados	brazil	207353391.0
barbados	paraguay	6943739.0
barbados	uruguay	3360148.0
barbados	argentina	44293293.0
barbados	chile	17789267.0
grenada	canada	35623680.0
grenada	united_states	326625791.0
grenada	bermuda	70864.0
grenada	mexico	124574795.0
grenada	belize	360346.0
grenada	guatemala	15460732.0
grenada	honduras	9038741.0
grenada	el_salvador	6172011.0
grenada	nicaragua	6025951.0
grenada	costa_rica	4930258.0
grenada	panama	3753142.0
grenada	bahamas	329988.0
grenada	cuba	11147407.0
grenada	turks_caicos_islands	52570.0
grenada	cayman_islands	58441.0
grenada	jamaica	2990561.0
grenada	haiti	10646714.0
grenada	dominican_republic	10734247.0
grenada	puerto_rico	3351827.0
grenada	united_states_virgin_islands	107268.0
grenada	saint_kitts_nevis	52715.0
grenada	antigua_barbuda	94731.0
grenada	guadeloupe	402119.0
grenada	dominica	73897.0
grenada	martinique	385551.0
grenada	saint_lucia	164994.0
grenada	saint_vincent_grenadines	102089.0
grenada	barbados	292336.0
grenada	trinidad_tobago	1218208.0
grenada	curacao	149648.0
grenada	aruba	115120.0
grenada	french_guiana	252338.0
grenada	suriname	591919.0
grenada	guyana	737718.0
grenada	venezuela	31304016.0
grenada	colombia	47698524.0
grenada	ecuador	16290913.0
grenada	peru	31036656.0
grenada	bolivia	11138234.0
grenada	brazil	207353391.0
grenada	paraguay	6943739.0
grenada	uruguay	3360148.0
grenada	argentina	44293293.0
grenada	chile	17789267.0
trinidad_tobago	canada	35623680.0
trinidad_tobago	united_states	326625791.0
trinidad_tobago	bermuda	70864.0
trinidad_tobago	mexico	124574795.0
trinidad_tobago	belize	360346.0
trinidad_tobago	guatemala	15460732.0
trinidad_tobago	honduras	9038741.0
trinidad_tobago	el_salvador	6172011.0
trinidad_tobago	nicaragua	6025951.0
trinidad_tobago	costa_rica	4930258.0
trinidad_tobago	panama	3753142.0
trinidad_tobago	bahamas	329988.0
trinidad_tobago	cuba	11147407.0
trinidad_tobago	turks_caicos_islands	52570.0
trinidad_tobago	cayman_islands	58441.0
trinidad_tobago	jamaica	2990561.0
trinidad_tobago	haiti	10646714.0
trinidad_tobago	dominican_republic	10734247.0
trinidad_tobago	puerto_rico	3351827.0
trinidad_tobago	united_states_virgin_islands	107268.0
trinidad_tobago	saint_kitts_nevis	52715.0
trinidad_tobago	antigua_barbuda	94731.0
trinidad_tobago	guadeloupe	402119.0
trinidad_tobago	dominica	73897.0
trinidad_tobago	martinique	385551.0
trinidad_tobago	saint_lucia	164994.0
trinidad_tobago	saint_vincent_grenadines	102089.0
trinidad_tobago	barbados	292336.0
trinidad_tobago	grenada	111724.0
trinidad_tobago	curacao	149648.0
trinidad_tobago	aruba	115120.0
trinidad_tobago	french_guiana	252338.0
trinidad_tobago	suriname	591919.0
trinidad_tobago	guyana	737718.0
trinidad_tobago	venezuela	31304016.0
trinidad_tobago	colombia	47698524.0
trinidad_tobago	ecuador	16290913.0
trinidad_tobago	peru	31036656.0
trinidad_tobago	bolivia	11138234.0
trinidad_tobago	brazil	207353391.0
trinidad_tobago	paraguay	6943739.0
trinidad_tobago	uruguay	3360148.0
trinidad_tobago	argentina	44293293.0
trinidad_tobago	chile	17789267.0
curacao	canada	35623680.0
curacao	united_states	326625791.0
curacao	bermuda	70864.0
curacao	mexico	124574795.0
curacao	belize	360346.0
curacao	guatemala	15460732.0
curacao	honduras	9038741.0
curacao	el_salvador	6172011.0
curacao	nicaragua	6025951.0
curacao	costa_rica	4930258.0
curacao	panama	3753142.0
curacao	bahamas	329988.0
curacao	cuba	11147407.0
curacao	turks_caicos_islands	52570.0
curacao	cayman_islands	58441.0
curacao	jamaica	2990561.0
curacao	haiti	10646714.0
curacao	dominican_republic	10734247.0
curacao	puerto_rico	3351827.0
curacao	united_states_virgin_islands	107268.0
curacao	saint_kitts_nevis	52715.0
curacao	antigua_barbuda	94731.0
curacao	guadeloupe	402119.0
curacao	dominica	73897.0
curacao	martinique	385551.0
curacao	saint_lucia	164994.0
curacao	saint_vincent_grenadines	102089.0
curacao	barbados	292336.0
curacao	grenada	111724.0
curacao	trinidad_tobago	1218208.0
curacao	aruba	115120.0
curacao	french_guiana	252338.0
curacao	suriname	591919.0
curacao	guyana	737718.0
curacao	venezuela	31304016.0
curacao	colombia	47698524.0
curacao	ecuador	16290913.0
curacao	peru	31036656.0
curacao	bolivia	11138234.0
curacao	brazil	207353391.0
curacao	paraguay	6943739.0
curacao	uruguay	3360148.0
curacao	argentina	44293293.0
curacao	chile	17789267.0
aruba	canada	35623680.0
aruba	united_states	326625791.0
aruba	bermuda	70864.0
aruba	mexico	124574795.0
aruba	belize	360346.0
aruba	guatemala	15460732.0
aruba	honduras	9038741.0
aruba	el_salvador	6172011.0
aruba	nicaragua	6025951.0
aruba	costa_rica	4930258.0
aruba	panama	3753142.0
aruba	bahamas	329988.0
aruba	cuba	11147407.0
aruba	turks_caicos_islands	52570.0
aruba	cayman_islands	58441.0
aruba	jamaica	2990561.0
aruba	haiti	10646714.0
aruba	dominican_republic	10734247.0
aruba	puerto_rico	3351827.0
aruba	united_states_virgin_islands	107268.0
aruba	saint_kitts_nevis	52715.0
aruba	antigua_barbuda	94731.0
aruba	guadeloupe	402119.0
aruba	dominica	73897.0
aruba	martinique	385551.0
aruba	saint_lucia	164994.0
aruba	saint_vincent_grenadines	102089.0
aruba	barbados	292336.0
aruba	grenada	111724.0
aruba	trinidad_tobago	1218208.0
aruba	curacao	149648.0
aruba	french_guiana	252338.0
aruba	suriname	591919.0
aruba	guyana	737718.0
aruba	venezuela	31304016.0
aruba	colombia	47698524.0
aruba	ecuador	16290913.0
aruba	peru	31036656.0
aruba	bolivia	11138234.0
aruba	brazil	207353391.0
aruba	paraguay	6943739.0
aruba	uruguay	3360148.0
aruba	argentina	44293293.0
aruba	chile	17789267.0
french_guiana	canada	35623680.0
french_guiana	united_states	326625791.0
french_guiana	bermuda	70864.0
french_guiana	mexico	124574795.0
french_guiana	belize	360346.0
french_guiana	guatemala	15460732.0
french_guiana	honduras	9038741.0
french_guiana	el_salvador	6172011.0
french_guiana	nicaragua	6025951.0
french_guiana	costa_rica	4930258.0
french_guiana	panama	3753142.0
french_guiana	bahamas	329988.0
french_guiana	cuba	11147407.0
french_guiana	turks_caicos_islands	52570.0
french_guiana	cayman_islands	58441.0
french_guiana	jamaica	2990561.0
french_guiana	haiti	10646714.0
french_guiana	dominican_republic	10734247.0
french_guiana	puerto_rico	3351827.0
french_guiana	united_states_virgin_islands	107268.0
french_guiana	saint_kitts_nevis	52715.0
french_guiana	antigua_barbuda	94731.0
french_guiana	guadeloupe	402119.0
french_guiana	dominica	73897.0
french_guiana	martinique	385551.0
french_guiana	saint_lucia	164994.0
french_guiana	saint_vincent_grenadines	102089.0
french_guiana	barbados	292336.0
french_guiana	grenada	111724.0
french_guiana	trinidad_tobago	1218208.0
french_guiana	curacao	149648.0
french_guiana	aruba	115120.0
french_guiana	suriname	591919.0
french_guiana	guyana	737718.0
french_guiana	venezuela	31304016.0
french_guiana	colombia	47698524.0
french_guiana	ecuador	16290913.0
french_guiana	peru	31036656.0
french_guiana	bolivia	11138234.0
french_guiana	brazil	207353391.0
french_guiana	paraguay	6943739.0
french_guiana	uruguay	3360148.0
french_guiana	argentina	44293293.0
french_guiana	chile	17789267.0
suriname	canada	35623680.0
suriname	united_states	326625791.0
suriname	bermuda	70864.0
suriname	mexico	124574795.0
suriname	belize	360346.0
suriname	guatemala	15460732.0
suriname	honduras	9038741.0
suriname	el_salvador	6172011.0
suriname	nicaragua	6025951.0
suriname	costa_rica	4930258.0
suriname	panama	3753142.0
suriname	bahamas	329988.0
suriname	cuba	11147407.0
suriname	turks_caicos_islands	52570.0
suriname	cayman_islands	58441.0
suriname	jamaica	2990561.0
suriname	haiti	10646714.0
suriname	dominican_republic	10734247.0
suriname	puerto_rico	3351827.0
suriname	united_states_virgin_islands	107268.0
suriname	saint_kitts_nevis	52715.0
suriname	antigua_barbuda	94731.0
suriname	guadeloupe	402119.0
suriname	dominica	73897.0
suriname	martinique	385551.0
suriname	saint_lucia	164994.0
suriname	saint_vincent_grenadines	102089.0
suriname	barbados	292336.0
suriname	grenada	111724.0
suriname	trinidad_tobago	1218208.0
suriname	curacao	149648.0
suriname	aruba	115120.0
suriname	french_guiana	252338.0
suriname	guyana	737718.0
suriname	venezuela	31304016.0
suriname	colombia	47698524.0
suriname	ecuador	16290913.0
suriname	peru	31036656.0
suriname	bolivia	11138234.0
suriname	brazil	207353391.0
suriname	paraguay	6943739.0
suriname	uruguay	3360148.0
suriname	argentina	44293293.0
suriname	chile	17789267.0
guyana	canada	35623680.0
guyana	united_states	326625791.0
guyana	bermuda	70864.0
guyana	mexico	124574795.0
guyana	belize	360346.0
guyana	guatemala	15460732.0
guyana	honduras	9038741.0
guyana	el_salvador	6172011.0
guyana	nicaragua	6025951.0
guyana	costa_rica	4930258.0
guyana	panama	3753142.0
guyana	bahamas	329988.0
guyana	cuba	11147407.0
guyana	turks_caicos_islands	52570.0
guyana	cayman_islands	58441.0
guyana	jamaica	2990561.0
guyana	haiti	10646714.0
guyana	dominican_republic	10734247.0
guyana	puerto_rico	3351827.0
guyana	united_states_virgin_islands	107268.0
guyana	saint_kitts_nevis	52715.0
guyana	antigua_barbuda	94731.0
guyana	guadeloupe	402119.0
guyana	dominica	73897.0
guyana	martinique	385551.0
guyana	saint_lucia	164994.0
guyana	saint_vincent_grenadines	102089.0
guyana	barbados	292336.0
guyana	grenada	111724.0
guyana	trinidad_tobago	1218208.0
guyana	curacao	149648.0
guyana	aruba	115120.0
guyana	french_guiana	252338.0
guyana	suriname	591919.0
guyana	venezuela	31304016.0
guyana	colombia	47698524.0
guyana	ecuador	16290913.0
guyana	peru	31036656.0
guyana	bolivia	11138234.0
guyana	brazil	207353391.0
guyana	paraguay	6943739.0
guyana	uruguay	3360148.0
guyana	argentina	44293293.0
guyana	chile	17789267.0
venezuela	canada	35623680.0
venezuela	united_states	326625791.0
venezuela	bermuda	70864.0
venezuela	mexico	124574795.0
venezuela	belize	360346.0
venezuela	guatemala	15460732.0
venezuela	honduras	9038741.0
venezuela	el_salvador	6172011.0
venezuela	nicaragua	6025951.0
venezuela	costa_rica	4930258.0
venezuela	panama	3753142.0
venezuela	bahamas	329988.0
venezuela	cuba	11147407.0
venezuela	turks_caicos_islands	52570.0
venezuela	cayman_islands	58441.0
venezuela	jamaica	2990561.0
venezuela	haiti	10646714.0
venezuela	dominican_republic	10734247.0
venezuela	puerto_rico	3351827.0
venezuela	united_states_virgin_islands	107268.0
venezuela	saint_kitts_nevis	52715.0
venezuela	antigua_barbuda	94731.0
venezuela	guadeloupe	402119.0
venezuela	dominica	73897.0
venezuela	martinique	385551.0
venezuela	saint_lucia	164994.0
venezuela	saint_vincent_grenadines	102089.0
venezuela	barbados	292336.0
venezuela	grenada	111724.0
venezuela	trinidad_tobago	1218208.0
venezuela	curacao	149648.0
venezuela	aruba	115120.0
venezuela	french_guiana	252338.0
venezuela	suriname	591919.0
venezuela	guyana	737718.0
venezuela	colombia	47698524.0
venezuela	ecuador	16290913.0
venezuela	peru	31036656.0
venezuela	bolivia	11138234.0
venezuela	brazil	207353391.0
venezuela	paraguay	6943739.0
venezuela	uruguay	3360148.0
venezuela	argentina	44293293.0
venezuela	chile	17789267.0
colombia	canada	35623680.0
colombia	united_states	326625791.0
colombia	bermuda	70864.0
colombia	mexico	124574795.0
colombia	belize	360346.0
colombia	guatemala	15460732.0
colombia	honduras	9038741.0
colombia	el_salvador	6172011.0
colombia	nicaragua	6025951.0
colombia	costa_rica	4930258.0
colombia	panama	3753142.0
colombia	bahamas	329988.0
colombia	cuba	11147407.0
colombia	turks_caicos_islands	52570.0
colombia	cayman_islands	58441.0
colombia	jamaica	2990561.0
colombia	haiti	10646714.0
colombia	dominican_republic	10734247.0
colombia	puerto_rico	3351827.0
colombia	united_states_virgin_islands	107268.0
colombia	saint_kitts_nevis	52715.0
colombia	antigua_barbuda	94731.0
colombia	guadeloupe	402119.0
colombia	dominica	73897.0
colombia	martinique	385551.0
colombia	saint_lucia	164994.0
colombia	saint_vincent_grenadines	102089.0
colombia	barbados	292336.0
colombia	grenada	111724.0
colombia	trinidad_tobago	1218208.0
colombia	curacao	149648.0
colombia	aruba	115120.0
colombia	french_guiana	252338.0
colombia	suriname	591919.0
colombia	guyana	737718.0
colombia	venezuela	31304016.0
colombia	ecuador	16290913.0
colombia	peru	31036656.0
colombia	bolivia	11138234.0
colombia	brazil	207353391.0
colombia	paraguay	6943739.0
colombia	uruguay	3360148.0
colombia	argentina	44293293.0
colombia	chile	17789267.0
ecuador	canada	35623680.0
ecuador	united_states	326625791.0
ecuador	bermuda	70864.0
ecuador	mexico	124574795.0
ecuador	belize	360346.0
ecuador	guatemala	15460732.0
ecuador	honduras	9038741.0
ecuador	el_salvador	6172011.0
ecuador	nicaragua	6025951.0
ecuador	costa_rica	4930258.0
ecuador	panama	3753142.0
ecuador	bahamas	329988.0
ecuador	cuba	11147407.0
ecuador	turks_caicos_islands	52570.0
ecuador	cayman_islands	58441.0
ecuador	jamaica	2990561.0
ecuador	haiti	10646714.0
ecuador	dominican_republic	10734247.0
ecuador	puerto_rico	3351827.0
ecuador	united_states_virgin_islands	107268.0
ecuador	saint_kitts_nevis	52715.0
ecuador	antigua_barbuda	94731.0
ecuador	guadeloupe	402119.0
ecuador	dominica	73897.0
ecuador	martinique	385551.0
ecuador	saint_lucia	164994.0
ecuador	saint_vincent_grenadines	102089.0
ecuador	barbados	292336.0
ecuador	grenada	111724.0
ecuador	trinidad_tobago	1218208.0
ecuador	curacao	149648.0
ecuador	aruba	115120.0
ecuador	french_guiana	252338.0
ecuador	suriname	591919.0
ecuador	guyana	737718.0
ecuador	venezuela	31304016.0
ecuador	colombia	47698524.0
ecuador	peru	31036656.0
ecuador	bolivia	11138234.0
ecuador	brazil	207353391.0
ecuador	paraguay	6943739.0
ecuador	uruguay	3360148.0
ecuador	argentina	44293293.0
ecuador	chile	17789267.0
peru	canada	35623680.0
peru	united_states	326625791.0
peru	bermuda	70864.0
