origin	destination	origin_population_size
united_states_virgin_islands	cayman_islands	107268.0
united_states_virgin_islands	jamaica	107268.0
united_states_virgin_islands	haiti	107268.0
united_states_virgin_islands	dominican_republic	107268.0
united_states_virgin_islands	puerto_rico	107268.0
united_states_virgin_islands	saint_kitts_nevis	107268.0
united_states_virgin_islands	antigua_barbuda	107268.0
united_states_virgin_islands	guadeloupe	107268.0
united_states_virgin_islands	dominica	107268.0
united_states_virgin_islands	martinique	107268.0
united_states_virgin_islands	saint_lucia	107268.0
united_states_virgin_islands	saint_vincent_grenadines	107268.0
united_states_virgin_islands	barbados	107268.0
united_states_virgin_islands	grenada	107268.0
united_states_virgin_islands	trinidad_tobago	107268.0
united_states_virgin_islands	curacao	107268.0
united_states_virgin_islands	aruba	107268.0
united_states_virgin_islands	french_guiana	107268.0
united_states_virgin_islands	suriname	107268.0
united_states_virgin_islands	guyana	107268.0
united_states_virgin_islands	venezuela	107268.0
united_states_virgin_islands	colombia	107268.0
united_states_virgin_islands	ecuador	107268.0
united_states_virgin_islands	peru	107268.0
united_states_virgin_islands	bolivia	107268.0
united_states_virgin_islands	brazil	107268.0
united_states_virgin_islands	paraguay	107268.0
united_states_virgin_islands	uruguay	107268.0
united_states_virgin_islands	argentina	107268.0
united_states_virgin_islands	chile	107268.0
saint_kitts_nevis	canada	52715.0
saint_kitts_nevis	united_states	52715.0
saint_kitts_nevis	bermuda	52715.0
saint_kitts_nevis	mexico	52715.0
saint_kitts_nevis	belize	52715.0
saint_kitts_nevis	guatemala	52715.0
saint_kitts_nevis	honduras	52715.0
saint_kitts_nevis	el_salvador	52715.0
saint_kitts_nevis	nicaragua	52715.0
saint_kitts_nevis	costa_rica	52715.0
saint_kitts_nevis	panama	52715.0
saint_kitts_nevis	bahamas	52715.0
saint_kitts_nevis	cuba	52715.0
saint_kitts_nevis	turks_caicos_islands	52715.0
saint_kitts_nevis	cayman_islands	52715.0
saint_kitts_nevis	jamaica	52715.0
saint_kitts_nevis	haiti	52715.0
saint_kitts_nevis	dominican_republic	52715.0
saint_kitts_nevis	puerto_rico	52715.0
saint_kitts_nevis	united_states_virgin_islands	52715.0
saint_kitts_nevis	antigua_barbuda	52715.0
saint_kitts_nevis	guadeloupe	52715.0
saint_kitts_nevis	dominica	52715.0
saint_kitts_nevis	martinique	52715.0
saint_kitts_nevis	saint_lucia	52715.0
saint_kitts_nevis	saint_vincent_grenadines	52715.0
saint_kitts_nevis	barbados	52715.0
saint_kitts_nevis	grenada	52715.0
saint_kitts_nevis	trinidad_tobago	52715.0
saint_kitts_nevis	curacao	52715.0
saint_kitts_nevis	aruba	52715.0
saint_kitts_nevis	french_guiana	52715.0
saint_kitts_nevis	suriname	52715.0
saint_kitts_nevis	guyana	52715.0
saint_kitts_nevis	venezuela	52715.0
saint_kitts_nevis	colombia	52715.0
saint_kitts_nevis	ecuador	52715.0
saint_kitts_nevis	peru	52715.0
saint_kitts_nevis	bolivia	52715.0
saint_kitts_nevis	brazil	52715.0
saint_kitts_nevis	paraguay	52715.0
saint_kitts_nevis	uruguay	52715.0
saint_kitts_nevis	argentina	52715.0
saint_kitts_nevis	chile	52715.0
antigua_barbuda	canada	94731.0
antigua_barbuda	united_states	94731.0
antigua_barbuda	bermuda	94731.0
antigua_barbuda	mexico	94731.0
antigua_barbuda	belize	94731.0
antigua_barbuda	guatemala	94731.0
antigua_barbuda	honduras	94731.0
antigua_barbuda	el_salvador	94731.0
antigua_barbuda	nicaragua	94731.0
antigua_barbuda	costa_rica	94731.0
antigua_barbuda	panama	94731.0
antigua_barbuda	bahamas	94731.0
antigua_barbuda	cuba	94731.0
antigua_barbuda	turks_caicos_islands	94731.0
antigua_barbuda	cayman_islands	94731.0
antigua_barbuda	jamaica	94731.0
antigua_barbuda	haiti	94731.0
antigua_barbuda	dominican_republic	94731.0
antigua_barbuda	puerto_rico	94731.0
antigua_barbuda	united_states_virgin_islands	94731.0
antigua_barbuda	saint_kitts_nevis	94731.0
antigua_barbuda	guadeloupe	94731.0
antigua_barbuda	dominica	94731.0
antigua_barbuda	martinique	94731.0
antigua_barbuda	saint_lucia	94731.0
antigua_barbuda	saint_vincent_grenadines	94731.0
antigua_barbuda	barbados	94731.0
antigua_barbuda	grenada	94731.0
antigua_barbuda	trinidad_tobago	94731.0
antigua_barbuda	curacao	94731.0
antigua_barbuda	aruba	94731.0
antigua_barbuda	french_guiana	94731.0
antigua_barbuda	suriname	94731.0
antigua_barbuda	guyana	94731.0
antigua_barbuda	venezuela	94731.0
antigua_barbuda	colombia	94731.0
antigua_barbuda	ecuador	94731.0
antigua_barbuda	peru	94731.0
antigua_barbuda	bolivia	94731.0
antigua_barbuda	brazil	94731.0
antigua_barbuda	paraguay	94731.0
antigua_barbuda	uruguay	94731.0
antigua_barbuda	argentina	94731.0
antigua_barbuda	chile	94731.0
guadeloupe	canada	402119.0
guadeloupe	united_states	402119.0
guadeloupe	bermuda	402119.0
guadeloupe	mexico	402119.0
guadeloupe	belize	402119.0
guadeloupe	guatemala	402119.0
guadeloupe	honduras	402119.0
guadeloupe	el_salvador	402119.0
guadeloupe	nicaragua	402119.0
guadeloupe	costa_rica	402119.0
guadeloupe	panama	402119.0
guadeloupe	bahamas	402119.0
guadeloupe	cuba	402119.0
guadeloupe	turks_caicos_islands	402119.0
guadeloupe	cayman_islands	402119.0
guadeloupe	jamaica	402119.0
guadeloupe	haiti	402119.0
guadeloupe	dominican_republic	402119.0
guadeloupe	puerto_rico	402119.0
guadeloupe	united_states_virgin_islands	402119.0
guadeloupe	saint_kitts_nevis	402119.0
guadeloupe	antigua_barbuda	402119.0
guadeloupe	dominica	402119.0
guadeloupe	martinique	402119.0
guadeloupe	saint_lucia	402119.0
guadeloupe	saint_vincent_grenadines	402119.0
guadeloupe	barbados	402119.0
guadeloupe	grenada	402119.0
guadeloupe	trinidad_tobago	402119.0
guadeloupe	curacao	402119.0
guadeloupe	aruba	402119.0
guadeloupe	french_guiana	402119.0
guadeloupe	suriname	402119.0
guadeloupe	guyana	402119.0
guadeloupe	venezuela	402119.0
guadeloupe	colombia	402119.0
guadeloupe	ecuador	402119.0
guadeloupe	peru	402119.0
guadeloupe	bolivia	402119.0
guadeloupe	brazil	402119.0
guadeloupe	paraguay	402119.0
guadeloupe	uruguay	402119.0
guadeloupe	argentina	402119.0
guadeloupe	chile	402119.0
dominica	canada	73897.0
dominica	united_states	73897.0
dominica	bermuda	73897.0
dominica	mexico	73897.0
dominica	belize	73897.0
dominica	guatemala	73897.0
dominica	honduras	73897.0
dominica	el_salvador	73897.0
dominica	nicaragua	73897.0
dominica	costa_rica	73897.0
dominica	panama	73897.0
dominica	bahamas	73897.0
dominica	cuba	73897.0
dominica	turks_caicos_islands	73897.0
dominica	cayman_islands	73897.0
dominica	jamaica	73897.0
dominica	haiti	73897.0
dominica	dominican_republic	73897.0
dominica	puerto_rico	73897.0
dominica	united_states_virgin_islands	73897.0
dominica	saint_kitts_nevis	73897.0
dominica	antigua_barbuda	73897.0
dominica	guadeloupe	73897.0
dominica	martinique	73897.0
dominica	saint_lucia	73897.0
dominica	saint_vincent_grenadines	73897.0
dominica	barbados	73897.0
dominica	grenada	73897.0
dominica	trinidad_tobago	73897.0
dominica	curacao	73897.0
dominica	aruba	73897.0
dominica	french_guiana	73897.0
dominica	suriname	73897.0
dominica	guyana	73897.0
dominica	venezuela	73897.0
dominica	colombia	73897.0
dominica	ecuador	73897.0
dominica	peru	73897.0
dominica	bolivia	73897.0
dominica	brazil	73897.0
dominica	paraguay	73897.0
dominica	uruguay	73897.0
dominica	argentina	73897.0
dominica	chile	73897.0
martinique	canada	385551.0
martinique	united_states	385551.0
martinique	bermuda	385551.0
martinique	mexico	385551.0
martinique	belize	385551.0
martinique	guatemala	385551.0
martinique	honduras	385551.0
martinique	el_salvador	385551.0
martinique	nicaragua	385551.0
martinique	costa_rica	385551.0
martinique	panama	385551.0
martinique	bahamas	385551.0
martinique	cuba	385551.0
martinique	turks_caicos_islands	385551.0
martinique	cayman_islands	385551.0
martinique	jamaica	385551.0
martinique	haiti	385551.0
martinique	dominican_republic	385551.0
martinique	puerto_rico	385551.0
martinique	united_states_virgin_islands	385551.0
martinique	saint_kitts_nevis	385551.0
martinique	antigua_barbuda	385551.0
martinique	guadeloupe	385551.0
martinique	dominica	385551.0
martinique	saint_lucia	385551.0
martinique	saint_vincent_grenadines	385551.0
martinique	barbados	385551.0
martinique	grenada	385551.0
martinique	trinidad_tobago	385551.0
martinique	curacao	385551.0
martinique	aruba	385551.0
martinique	french_guiana	385551.0
martinique	suriname	385551.0
martinique	guyana	385551.0
martinique	venezuela	385551.0
martinique	colombia	385551.0
martinique	ecuador	385551.0
martinique	peru	385551.0
martinique	bolivia	385551.0
martinique	brazil	385551.0
martinique	paraguay	385551.0
martinique	uruguay	385551.0
martinique	argentina	385551.0
martinique	chile	385551.0
saint_lucia	canada	164994.0
saint_lucia	united_states	164994.0
saint_lucia	bermuda	164994.0
saint_lucia	mexico	164994.0
saint_lucia	belize	164994.0
saint_lucia	guatemala	164994.0
saint_lucia	honduras	164994.0
saint_lucia	el_salvador	164994.0
saint_lucia	nicaragua	164994.0
saint_lucia	costa_rica	164994.0
saint_lucia	panama	164994.0
saint_lucia	bahamas	164994.0
saint_lucia	cuba	164994.0
saint_lucia	turks_caicos_islands	164994.0
saint_lucia	cayman_islands	164994.0
saint_lucia	jamaica	164994.0
saint_lucia	haiti	164994.0
saint_lucia	dominican_republic	164994.0
saint_lucia	puerto_rico	164994.0
saint_lucia	united_states_virgin_islands	164994.0
saint_lucia	saint_kitts_nevis	164994.0
saint_lucia	antigua_barbuda	164994.0
saint_lucia	guadeloupe	164994.0
saint_lucia	dominica	164994.0
saint_lucia	martinique	164994.0
saint_lucia	saint_vincent_grenadines	164994.0
saint_lucia	barbados	164994.0
saint_lucia	grenada	164994.0
saint_lucia	trinidad_tobago	164994.0
saint_lucia	curacao	164994.0
saint_lucia	aruba	164994.0
saint_lucia	french_guiana	164994.0
saint_lucia	suriname	164994.0
saint_lucia	guyana	164994.0
saint_lucia	venezuela	164994.0
saint_lucia	colombia	164994.0
saint_lucia	ecuador	164994.0
saint_lucia	peru	164994.0
saint_lucia	bolivia	164994.0
saint_lucia	brazil	164994.0
saint_lucia	paraguay	164994.0
saint_lucia	uruguay	164994.0
saint_lucia	argentina	164994.0
saint_lucia	chile	164994.0
saint_vincent_grenadines	canada	102089.0
saint_vincent_grenadines	united_states	102089.0
saint_vincent_grenadines	bermuda	102089.0
saint_vincent_grenadines	mexico	102089.0
saint_vincent_grenadines	belize	102089.0
saint_vincent_grenadines	guatemala	102089.0
saint_vincent_grenadines	honduras	102089.0
saint_vincent_grenadines	el_salvador	102089.0
saint_vincent_grenadines	nicaragua	102089.0
saint_vincent_grenadines	costa_rica	102089.0
saint_vincent_grenadines	panama	102089.0
saint_vincent_grenadines	bahamas	102089.0
saint_vincent_grenadines	cuba	102089.0
saint_vincent_grenadines	turks_caicos_islands	102089.0
saint_vincent_grenadines	cayman_islands	102089.0
saint_vincent_grenadines	jamaica	102089.0
saint_vincent_grenadines	haiti	102089.0
saint_vincent_grenadines	dominican_republic	102089.0
saint_vincent_grenadines	puerto_rico	102089.0
saint_vincent_grenadines	united_states_virgin_islands	102089.0
saint_vincent_grenadines	saint_kitts_nevis	102089.0
saint_vincent_grenadines	antigua_barbuda	102089.0
saint_vincent_grenadines	guadeloupe	102089.0
saint_vincent_grenadines	dominica	102089.0
saint_vincent_grenadines	martinique	102089.0
saint_vincent_grenadines	saint_lucia	102089.0
saint_vincent_grenadines	barbados	102089.0
saint_vincent_grenadines	grenada	102089.0
saint_vincent_grenadines	trinidad_tobago	102089.0
saint_vincent_grenadines	curacao	102089.0
saint_vincent_grenadines	aruba	102089.0
saint_vincent_grenadines	french_guiana	102089.0
saint_vincent_grenadines	suriname	102089.0
saint_vincent_grenadines	guyana	102089.0
saint_vincent_grenadines	venezuela	102089.0
saint_vincent_grenadines	colombia	102089.0
saint_vincent_grenadines	ecuador	102089.0
saint_vincent_grenadines	peru	102089.0
saint_vincent_grenadines	bolivia	102089.0
saint_vincent_grenadines	brazil	102089.0
saint_vincent_grenadines	paraguay	102089.0
saint_vincent_grenadines	uruguay	102089.0
saint_vincent_grenadines	argentina	102089.0
saint_vincent_grenadines	chile	102089.0
barbados	canada	292336.0
barbados	united_states	292336.0
barbados	bermuda	292336.0
barbados	mexico	292336.0
barbados	belize	292336.0
barbados	guatemala	292336.0
barbados	honduras	292336.0
barbados	el_salvador	292336.0
barbados	nicaragua	292336.0
barbados	costa_rica	292336.0
barbados	panama	292336.0
barbados	bahamas	292336.0
barbados	cuba	292336.0
barbados	turks_caicos_islands	292336.0
barbados	cayman_islands	292336.0
barbados	jamaica	292336.0
barbados	haiti	292336.0
barbados	dominican_republic	292336.0
barbados	puerto_rico	292336.0
barbados	united_states_virgin_islands	292336.0
barbados	saint_kitts_nevis	292336.0
barbados	antigua_barbuda	292336.0
barbados	guadeloupe	292336.0
barbados	dominica	292336.0
barbados	martinique	292336.0
barbados	saint_lucia	292336.0
barbados	saint_vincent_grenadines	292336.0
barbados	grenada	292336.0
barbados	trinidad_tobago	292336.0
barbados	curacao	292336.0
barbados	aruba	292336.0
barbados	french_guiana	292336.0
barbados	suriname	292336.0
barbados	guyana	292336.0
barbados	venezuela	292336.0
barbados	colombia	292336.0
barbados	ecuador	292336.0
barbados	peru	292336.0
barbados	bolivia	292336.0
barbados	brazil	292336.0
barbados	paraguay	292336.0
barbados	uruguay	292336.0
barbados	argentina	292336.0
barbados	chile	292336.0
grenada	canada	111724.0
grenada	united_states	111724.0
grenada	bermuda	111724.0
grenada	mexico	111724.0
grenada	belize	111724.0
grenada	guatemala	111724.0
grenada	honduras	111724.0
grenada	el_salvador	111724.0
grenada	nicaragua	111724.0
grenada	costa_rica	111724.0
grenada	panama	111724.0
grenada	bahamas	111724.0
grenada	cuba	111724.0
grenada	turks_caicos_islands	111724.0
grenada	cayman_islands	111724.0
grenada	jamaica	111724.0
grenada	haiti	111724.0
grenada	dominican_republic	111724.0
grenada	puerto_rico	111724.0
grenada	united_states_virgin_islands	111724.0
grenada	saint_kitts_nevis	111724.0
grenada	antigua_barbuda	111724.0
grenada	guadeloupe	111724.0
grenada	dominica	111724.0
grenada	martinique	111724.0
grenada	saint_lucia	111724.0
grenada	saint_vincent_grenadines	111724.0
grenada	barbados	111724.0
grenada	trinidad_tobago	111724.0
grenada	curacao	111724.0
grenada	aruba	111724.0
grenada	french_guiana	111724.0
grenada	suriname	111724.0
grenada	guyana	111724.0
grenada	venezuela	111724.0
grenada	colombia	111724.0
grenada	ecuador	111724.0
grenada	peru	111724.0
grenada	bolivia	111724.0
grenada	brazil	111724.0
grenada	paraguay	111724.0
grenada	uruguay	111724.0
grenada	argentina	111724.0
grenada	chile	111724.0
trinidad_tobago	canada	1218208.0
trinidad_tobago	united_states	1218208.0
trinidad_tobago	bermuda	1218208.0
trinidad_tobago	mexico	1218208.0
trinidad_tobago	belize	1218208.0
trinidad_tobago	guatemala	1218208.0
trinidad_tobago	honduras	1218208.0
trinidad_tobago	el_salvador	1218208.0
trinidad_tobago	nicaragua	1218208.0
trinidad_tobago	costa_rica	1218208.0
trinidad_tobago	panama	1218208.0
trinidad_tobago	bahamas	1218208.0
trinidad_tobago	cuba	1218208.0
trinidad_tobago	turks_caicos_islands	1218208.0
trinidad_tobago	cayman_islands	1218208.0
trinidad_tobago	jamaica	1218208.0
trinidad_tobago	haiti	1218208.0
trinidad_tobago	dominican_republic	1218208.0
trinidad_tobago	puerto_rico	1218208.0
trinidad_tobago	united_states_virgin_islands	1218208.0
trinidad_tobago	saint_kitts_nevis	1218208.0
trinidad_tobago	antigua_barbuda	1218208.0
trinidad_tobago	guadeloupe	1218208.0
trinidad_tobago	dominica	1218208.0
trinidad_tobago	martinique	1218208.0
trinidad_tobago	saint_lucia	1218208.0
trinidad_tobago	saint_vincent_grenadines	1218208.0
trinidad_tobago	barbados	1218208.0
trinidad_tobago	grenada	1218208.0
trinidad_tobago	curacao	1218208.0
trinidad_tobago	aruba	1218208.0
trinidad_tobago	french_guiana	1218208.0
trinidad_tobago	suriname	1218208.0
trinidad_tobago	guyana	1218208.0
trinidad_tobago	venezuela	1218208.0
trinidad_tobago	colombia	1218208.0
trinidad_tobago	ecuador	1218208.0
trinidad_tobago	peru	1218208.0
trinidad_tobago	bolivia	1218208.0
trinidad_tobago	brazil	1218208.0
trinidad_tobago	paraguay	1218208.0
trinidad_tobago	uruguay	1218208.0
trinidad_tobago	argentina	1218208.0
trinidad_tobago	chile	1218208.0
curacao	canada	149648.0
curacao	united_states	149648.0
curacao	bermuda	149648.0
curacao	mexico	149648.0
curacao	belize	149648.0
curacao	guatemala	149648.0
curacao	honduras	149648.0
curacao	el_salvador	149648.0
curacao	nicaragua	149648.0
curacao	costa_rica	149648.0
curacao	panama	149648.0
curacao	bahamas	149648.0
curacao	cuba	149648.0
curacao	turks_caicos_islands	149648.0
curacao	cayman_islands	149648.0
curacao	jamaica	149648.0
curacao	haiti	149648.0
curacao	dominican_republic	149648.0
curacao	puerto_rico	149648.0
curacao	united_states_virgin_islands	149648.0
curacao	saint_kitts_nevis	149648.0
curacao	antigua_barbuda	149648.0
curacao	guadeloupe	149648.0
curacao	dominica	149648.0
curacao	martinique	149648.0
curacao	saint_lucia	149648.0
curacao	saint_vincent_grenadines	149648.0
curacao	barbados	149648.0
curacao	grenada	149648.0
curacao	trinidad_tobago	149648.0
curacao	aruba	149648.0
curacao	french_guiana	149648.0
curacao	suriname	149648.0
curacao	guyana	149648.0
curacao	venezuela	149648.0
curacao	colombia	149648.0
curacao	ecuador	149648.0
curacao	peru	149648.0
curacao	bolivia	149648.0
curacao	brazil	149648.0
curacao	paraguay	149648.0
curacao	uruguay	149648.0
curacao	argentina	149648.0
curacao	chile	149648.0
aruba	canada	115120.0
aruba	united_states	115120.0
aruba	bermuda	115120.0
aruba	mexico	115120.0
aruba	belize	115120.0
aruba	guatemala	115120.0
aruba	honduras	115120.0
aruba	el_salvador	115120.0
aruba	nicaragua	115120.0
aruba	costa_rica	115120.0
aruba	panama	115120.0
aruba	bahamas	115120.0
aruba	cuba	115120.0
aruba	turks_caicos_islands	115120.0
aruba	cayman_islands	115120.0
aruba	jamaica	115120.0
aruba	haiti	115120.0
aruba	dominican_republic	115120.0
aruba	puerto_rico	115120.0
aruba	united_states_virgin_islands	115120.0
aruba	saint_kitts_nevis	115120.0
aruba	antigua_barbuda	115120.0
aruba	guadeloupe	115120.0
aruba	dominica	115120.0
aruba	martinique	115120.0
aruba	saint_lucia	115120.0
aruba	saint_vincent_grenadines	115120.0
aruba	barbados	115120.0
aruba	grenada	115120.0
aruba	trinidad_tobago	115120.0
aruba	curacao	115120.0
aruba	french_guiana	115120.0
aruba	suriname	115120.0
aruba	guyana	115120.0
aruba	venezuela	115120.0
aruba	colombia	115120.0
aruba	ecuador	115120.0
aruba	peru	115120.0
aruba	bolivia	115120.0
aruba	brazil	115120.0
aruba	paraguay	115120.0
aruba	uruguay	115120.0
aruba	argentina	115120.0
aruba	chile	115120.0
french_guiana	canada	252338.0
french_guiana	united_states	252338.0
french_guiana	bermuda	252338.0
french_guiana	mexico	252338.0
french_guiana	belize	252338.0
french_guiana	guatemala	252338.0
french_guiana	honduras	252338.0
french_guiana	el_salvador	252338.0
french_guiana	nicaragua	252338.0
french_guiana	costa_rica	252338.0
french_guiana	panama	252338.0
french_guiana	bahamas	252338.0
french_guiana	cuba	252338.0
french_guiana	turks_caicos_islands	252338.0
french_guiana	cayman_islands	252338.0
french_guiana	jamaica	252338.0
french_guiana	haiti	252338.0
french_guiana	dominican_republic	252338.0
french_guiana	puerto_rico	252338.0
french_guiana	united_states_virgin_islands	252338.0
french_guiana	saint_kitts_nevis	252338.0
french_guiana	antigua_barbuda	252338.0
french_guiana	guadeloupe	252338.0
french_guiana	dominica	252338.0
french_guiana	martinique	252338.0
french_guiana	saint_lucia	252338.0
french_guiana	saint_vincent_grenadines	252338.0
french_guiana	barbados	252338.0
french_guiana	grenada	252338.0
french_guiana	trinidad_tobago	252338.0
french_guiana	curacao	252338.0
french_guiana	aruba	252338.0
french_guiana	suriname	252338.0
french_guiana	guyana	252338.0
french_guiana	venezuela	252338.0
french_guiana	colombia	252338.0
french_guiana	ecuador	252338.0
french_guiana	peru	252338.0
french_guiana	bolivia	252338.0
french_guiana	brazil	252338.0
french_guiana	paraguay	252338.0
french_guiana	uruguay	252338.0
french_guiana	argentina	252338.0
french_guiana	chile	252338.0
suriname	canada	591919.0
suriname	united_states	591919.0
suriname	bermuda	591919.0
suriname	mexico	591919.0
suriname	belize	591919.0
suriname	guatemala	591919.0
suriname	honduras	591919.0
suriname	el_salvador	591919.0
suriname	nicaragua	591919.0
suriname	costa_rica	591919.0
suriname	panama	591919.0
suriname	bahamas	591919.0
suriname	cuba	591919.0
suriname	turks_caicos_islands	591919.0
suriname	cayman_islands	591919.0
suriname	jamaica	591919.0
suriname	haiti	591919.0
suriname	dominican_republic	591919.0
suriname	puerto_rico	591919.0
suriname	united_states_virgin_islands	591919.0
suriname	saint_kitts_nevis	591919.0
suriname	antigua_barbuda	591919.0
suriname	guadeloupe	591919.0
suriname	dominica	591919.0
suriname	martinique	591919.0
suriname	saint_lucia	591919.0
suriname	saint_vincent_grenadines	591919.0
suriname	barbados	591919.0
suriname	grenada	591919.0
suriname	trinidad_tobago	591919.0
suriname	curacao	591919.0
suriname	aruba	591919.0
suriname	french_guiana	591919.0
suriname	guyana	591919.0
suriname	venezuela	591919.0
suriname	colombia	591919.0
suriname	ecuador	591919.0
suriname	peru	591919.0
suriname	bolivia	591919.0
suriname	brazil	591919.0
suriname	paraguay	591919.0
suriname	uruguay	591919.0
suriname	argentina	591919.0
suriname	chile	591919.0
guyana	canada	737718.0
guyana	united_states	737718.0
guyana	bermuda	737718.0
guyana	mexico	737718.0
guyana	belize	737718.0
guyana	guatemala	737718.0
guyana	honduras	737718.0
guyana	el_salvador	737718.0
guyana	nicaragua	737718.0
guyana	costa_rica	737718.0
guyana	panama	737718.0
guyana	bahamas	737718.0
guyana	cuba	737718.0
guyana	turks_caicos_islands	737718.0
guyana	cayman_islands	737718.0
guyana	jamaica	737718.0
guyana	haiti	737718.0
guyana	dominican_republic	737718.0
guyana	puerto_rico	737718.0
guyana	united_states_virgin_islands	737718.0
guyana	saint_kitts_nevis	737718.0
guyana	antigua_barbuda	737718.0
guyana	guadeloupe	737718.0
guyana	dominica	737718.0
guyana	martinique	737718.0
guyana	saint_lucia	737718.0
guyana	saint_vincent_grenadines	737718.0
guyana	barbados	737718.0
guyana	grenada	737718.0
guyana	trinidad_tobago	737718.0
guyana	curacao	737718.0
guyana	aruba	737718.0
guyana	french_guiana	737718.0
guyana	suriname	737718.0
guyana	venezuela	737718.0
guyana	colombia	737718.0
guyana	ecuador	737718.0
guyana	peru	737718.0
guyana	bolivia	737718.0
guyana	brazil	737718.0
guyana	paraguay	737718.0
guyana	uruguay	737718.0
guyana	argentina	737718.0
guyana	chile	737718.0
venezuela	canada	31304016.0
venezuela	united_states	31304016.0
venezuela	bermuda	31304016.0
venezuela	mexico	31304016.0
venezuela	belize	31304016.0
venezuela	guatemala	31304016.0
venezuela	honduras	31304016.0
venezuela	el_salvador	31304016.0
venezuela	nicaragua	31304016.0
venezuela	costa_rica	31304016.0
venezuela	panama	31304016.0
venezuela	bahamas	31304016.0
venezuela	cuba	31304016.0
venezuela	turks_caicos_islands	31304016.0
venezuela	cayman_islands	31304016.0
venezuela	jamaica	31304016.0
venezuela	haiti	31304016.0
venezuela	dominican_republic	31304016.0
venezuela	puerto_rico	31304016.0
venezuela	united_states_virgin_islands	31304016.0
venezuela	saint_kitts_nevis	31304016.0
venezuela	antigua_barbuda	31304016.0
venezuela	guadeloupe	31304016.0
venezuela	dominica	31304016.0
venezuela	martinique	31304016.0
venezuela	saint_lucia	31304016.0
venezuela	saint_vincent_grenadines	31304016.0
venezuela	barbados	31304016.0
venezuela	grenada	31304016.0
venezuela	trinidad_tobago	31304016.0
venezuela	curacao	31304016.0
venezuela	aruba	31304016.0
venezuela	french_guiana	31304016.0
venezuela	suriname	31304016.0
venezuela	guyana	31304016.0
venezuela	colombia	31304016.0
venezuela	ecuador	31304016.0
venezuela	peru	31304016.0
venezuela	bolivia	31304016.0
venezuela	brazil	31304016.0
venezuela	paraguay	31304016.0
venezuela	uruguay	31304016.0
venezuela	argentina	31304016.0
venezuela	chile	31304016.0
colombia	canada	47698524.0
colombia	united_states	47698524.0
colombia	bermuda	47698524.0
colombia	mexico	47698524.0
colombia	belize	47698524.0
colombia	guatemala	47698524.0
colombia	honduras	47698524.0
colombia	el_salvador	47698524.0
colombia	nicaragua	47698524.0
colombia	costa_rica	47698524.0
colombia	panama	47698524.0
colombia	bahamas	47698524.0
colombia	cuba	47698524.0
colombia	turks_caicos_islands	47698524.0
colombia	cayman_islands	47698524.0
colombia	jamaica	47698524.0
colombia	haiti	47698524.0
colombia	dominican_republic	47698524.0
colombia	puerto_rico	47698524.0
colombia	united_states_virgin_islands	47698524.0
colombia	saint_kitts_nevis	47698524.0
colombia	antigua_barbuda	47698524.0
colombia	guadeloupe	47698524.0
colombia	dominica	47698524.0
colombia	martinique	47698524.0
colombia	saint_lucia	47698524.0
colombia	saint_vincent_grenadines	47698524.0
colombia	barbados	47698524.0
colombia	grenada	47698524.0
colombia	trinidad_tobago	47698524.0
colombia	curacao	47698524.0
colombia	aruba	47698524.0
colombia	french_guiana	47698524.0
colombia	suriname	47698524.0
colombia	guyana	47698524.0
colombia	venezuela	47698524.0
colombia	ecuador	47698524.0
colombia	peru	47698524.0
colombia	bolivia	47698524.0
colombia	brazil	47698524.0
colombia	paraguay	47698524.0
colombia	uruguay	47698524.0
colombia	argentina	47698524.0
colombia	chile	47698524.0
ecuador	canada	16290913.0
ecuador	united_states	16290913.0
ecuador	bermuda	16290913.0
ecuador	mexico	16290913.0
ecuador	belize	16290913.0
ecuador	guatemala	16290913.0
ecuador	honduras	16290913.0
ecuador	el_salvador	16290913.0
ecuador	nicaragua	16290913.0
ecuador	costa_rica	16290913.0
ecuador	panama	16290913.0
ecuador	bahamas	16290913.0
ecuador	cuba	16290913.0
ecuador	turks_caicos_islands	16290913.0
ecuador	cayman_islands	16290913.0
ecuador	jamaica	16290913.0
ecuador	haiti	16290913.0
ecuador	dominican_republic	16290913.0
ecuador	puerto_rico	16290913.0
ecuador	united_states_virgin_islands	16290913.0
ecuador	saint_kitts_nevis	16290913.0
ecuador	antigua_barbuda	16290913.0
ecuador	guadeloupe	16290913.0
ecuador	dominica	16290913.0
ecuador	martinique	16290913.0
ecuador	saint_lucia	16290913.0
ecuador	saint_vincent_grenadines	16290913.0
ecuador	barbados	16290913.0
ecuador	grenada	16290913.0
ecuador	trinidad_tobago	16290913.0
ecuador	curacao	16290913.0
ecuador	aruba	16290913.0
ecuador	french_guiana	16290913.0
ecuador	suriname	16290913.0
ecuador	guyana	16290913.0
ecuador	venezuela	16290913.0
ecuador	colombia	16290913.0
ecuador	peru	16290913.0
ecuador	bolivia	16290913.0
ecuador	brazil	16290913.0
ecuador	paraguay	16290913.0
ecuador	uruguay	16290913.0
ecuador	argentina	16290913.0
ecuador	chile	16290913.0
peru	canada	31036656.0
peru	united_states	31036656.0
peru	bermuda	31036656.0
peru	mexico	31036656.0
peru	belize	31036656.0
peru	guatemala	31036656.0
peru	honduras	31036656.0
peru	el_salvador	31036656.0
peru	nicaragua	31036656.0
peru	costa_rica	31036656.0
peru	panama	31036656.0
peru	bahamas	31036656.0
peru	cuba	31036656.0
peru	turks_caicos_islands	31036656.0
