origin	destination	origin_population_size
bermuda	grenada	70864.0
bermuda	trinidad_tobago	70864.0
bermuda	curacao	70864.0
bermuda	aruba	70864.0
bermuda	french_guiana	70864.0
bermuda	suriname	70864.0
bermuda	guyana	70864.0
bermuda	venezuela	70864.0
bermuda	colombia	70864.0
bermuda	ecuador	70864.0
bermuda	peru	70864.0
bermuda	bolivia	70864.0
bermuda	brazil	70864.0
bermuda	paraguay	70864.0
bermuda	uruguay	70864.0
bermuda	argentina	70864.0
bermuda	chile	70864.0
mexico	canada	124574795.0
mexico	united_states	124574795.0
mexico	bermuda	124574795.0
mexico	belize	124574795.0
mexico	guatemala	124574795.0
mexico	honduras	124574795.0
mexico	el_salvador	124574795.0
mexico	nicaragua	124574795.0
mexico	costa_rica	124574795.0
mexico	panama	124574795.0
mexico	bahamas	124574795.0
mexico	cuba	124574795.0
mexico	turks_caicos_islands	124574795.0
mexico	cayman_islands	124574795.0
mexico	jamaica	124574795.0
mexico	haiti	124574795.0
mexico	dominican_republic	124574795.0
mexico	puerto_rico	124574795.0
mexico	united_states_virgin_islands	124574795.0
mexico	saint_kitts_nevis	124574795.0
mexico	antigua_barbuda	124574795.0
mexico	guadeloupe	124574795.0
mexico	dominica	124574795.0
mexico	martinique	124574795.0
mexico	saint_lucia	124574795.0
mexico	saint_vincent_grenadines	124574795.0
mexico	barbados	124574795.0
mexico	grenada	124574795.0
mexico	trinidad_tobago	124574795.0
mexico	curacao	124574795.0
mexico	aruba	124574795.0
mexico	french_guiana	124574795.0
mexico	suriname	124574795.0
mexico	guyana	124574795.0
mexico	venezuela	124574795.0
mexico	colombia	124574795.0
mexico	ecuador	124574795.0
mexico	peru	124574795.0
mexico	bolivia	124574795.0
mexico	brazil	124574795.0
mexico	paraguay	124574795.0
mexico	uruguay	124574795.0
mexico	argentina	124574795.0
mexico	chile	124574795.0
belize	canada	360346.0
belize	united_states	360346.0
belize	bermuda	360346.0
belize	mexico	360346.0
belize	guatemala	360346.0
belize	honduras	360346.0
belize	el_salvador	360346.0
belize	nicaragua	360346.0
belize	costa_rica	360346.0
belize	panama	360346.0
belize	bahamas	360346.0
belize	cuba	360346.0
belize	turks_caicos_islands	360346.0
belize	cayman_islands	360346.0
belize	jamaica	360346.0
belize	haiti	360346.0
belize	dominican_republic	360346.0
belize	puerto_rico	360346.0
belize	united_states_virgin_islands	360346.0
belize	saint_kitts_nevis	360346.0
belize	antigua_barbuda	360346.0
belize	guadeloupe	360346.0
belize	dominica	360346.0
belize	martinique	360346.0
belize	saint_lucia	360346.0
belize	saint_vincent_grenadines	360346.0
belize	barbados	360346.0
belize	grenada	360346.0
belize	trinidad_tobago	360346.0
belize	curacao	360346.0
belize	aruba	360346.0
belize	french_guiana	360346.0
belize	suriname	360346.0
belize	guyana	360346.0
belize	venezuela	360346.0
belize	colombia	360346.0
belize	ecuador	360346.0
belize	peru	360346.0
belize	bolivia	360346.0
belize	brazil	360346.0
belize	paraguay	360346.0
belize	uruguay	360346.0
belize	argentina	360346.0
belize	chile	360346.0
guatemala	canada	15460732.0
guatemala	united_states	15460732.0
guatemala	bermuda	15460732.0
guatemala	mexico	15460732.0
guatemala	belize	15460732.0
guatemala	honduras	15460732.0
guatemala	el_salvador	15460732.0
guatemala	nicaragua	15460732.0
guatemala	costa_rica	15460732.0
guatemala	panama	15460732.0
guatemala	bahamas	15460732.0
guatemala	cuba	15460732.0
guatemala	turks_caicos_islands	15460732.0
guatemala	cayman_islands	15460732.0
guatemala	jamaica	15460732.0
guatemala	haiti	15460732.0
guatemala	dominican_republic	15460732.0
guatemala	puerto_rico	15460732.0
guatemala	united_states_virgin_islands	15460732.0
guatemala	saint_kitts_nevis	15460732.0
guatemala	antigua_barbuda	15460732.0
guatemala	guadeloupe	15460732.0
guatemala	dominica	15460732.0
guatemala	martinique	15460732.0
guatemala	saint_lucia	15460732.0
guatemala	saint_vincent_grenadines	15460732.0
guatemala	barbados	15460732.0
guatemala	grenada	15460732.0
guatemala	trinidad_tobago	15460732.0
guatemala	curacao	15460732.0
guatemala	aruba	15460732.0
guatemala	french_guiana	15460732.0
guatemala	suriname	15460732.0
guatemala	guyana	15460732.0
guatemala	venezuela	15460732.0
guatemala	colombia	15460732.0
guatemala	ecuador	15460732.0
guatemala	peru	15460732.0
guatemala	bolivia	15460732.0
guatemala	brazil	15460732.0
guatemala	paraguay	15460732.0
guatemala	uruguay	15460732.0
guatemala	argentina	15460732.0
guatemala	chile	15460732.0
honduras	canada	9038741.0
honduras	united_states	9038741.0
honduras	bermuda	9038741.0
honduras	mexico	9038741.0
honduras	belize	9038741.0
honduras	guatemala	9038741.0
honduras	el_salvador	9038741.0
honduras	nicaragua	9038741.0
honduras	costa_rica	9038741.0
honduras	panama	9038741.0
honduras	bahamas	9038741.0
honduras	cuba	9038741.0
honduras	turks_caicos_islands	9038741.0
honduras	cayman_islands	9038741.0
honduras	jamaica	9038741.0
honduras	haiti	9038741.0
honduras	dominican_republic	9038741.0
honduras	puerto_rico	9038741.0
honduras	united_states_virgin_islands	9038741.0
honduras	saint_kitts_nevis	9038741.0
honduras	antigua_barbuda	9038741.0
honduras	guadeloupe	9038741.0
honduras	dominica	9038741.0
honduras	martinique	9038741.0
honduras	saint_lucia	9038741.0
honduras	saint_vincent_grenadines	9038741.0
honduras	barbados	9038741.0
honduras	grenada	9038741.0
honduras	trinidad_tobago	9038741.0
honduras	curacao	9038741.0
honduras	aruba	9038741.0
honduras	french_guiana	9038741.0
honduras	suriname	9038741.0
honduras	guyana	9038741.0
honduras	venezuela	9038741.0
honduras	colombia	9038741.0
honduras	ecuador	9038741.0
honduras	peru	9038741.0
honduras	bolivia	9038741.0
honduras	brazil	9038741.0
honduras	paraguay	9038741.0
honduras	uruguay	9038741.0
honduras	argentina	9038741.0
honduras	chile	9038741.0
el_salvador	canada	6172011.0
el_salvador	united_states	6172011.0
el_salvador	bermuda	6172011.0
el_salvador	mexico	6172011.0
el_salvador	belize	6172011.0
el_salvador	guatemala	6172011.0
el_salvador	honduras	6172011.0
el_salvador	nicaragua	6172011.0
el_salvador	costa_rica	6172011.0
el_salvador	panama	6172011.0
el_salvador	bahamas	6172011.0
el_salvador	cuba	6172011.0
el_salvador	turks_caicos_islands	6172011.0
el_salvador	cayman_islands	6172011.0
el_salvador	jamaica	6172011.0
el_salvador	haiti	6172011.0
el_salvador	dominican_republic	6172011.0
el_salvador	puerto_rico	6172011.0
el_salvador	united_states_virgin_islands	6172011.0
el_salvador	saint_kitts_nevis	6172011.0
el_salvador	antigua_barbuda	6172011.0
el_salvador	guadeloupe	6172011.0
el_salvador	dominica	6172011.0
el_salvador	martinique	6172011.0
el_salvador	saint_lucia	6172011.0
el_salvador	saint_vincent_grenadines	6172011.0
el_salvador	barbados	6172011.0
el_salvador	grenada	6172011.0
el_salvador	trinidad_tobago	6172011.0
el_salvador	curacao	6172011.0
el_salvador	aruba	6172011.0
el_salvador	french_guiana	6172011.0
el_salvador	suriname	6172011.0
el_salvador	guyana	6172011.0
el_salvador	venezuela	6172011.0
el_salvador	colombia	6172011.0
el_salvador	ecuador	6172011.0
el_salvador	peru	6172011.0
el_salvador	bolivia	6172011.0
el_salvador	brazil	6172011.0
el_salvador	paraguay	6172011.0
el_salvador	uruguay	6172011.0
el_salvador	argentina	6172011.0
el_salvador	chile	6172011.0
nicaragua	canada	6025951.0
nicaragua	united_states	6025951.0
nicaragua	bermuda	6025951.0
nicaragua	mexico	6025951.0
nicaragua	belize	6025951.0
nicaragua	guatemala	6025951.0
nicaragua	honduras	6025951.0
nicaragua	el_salvador	6025951.0
nicaragua	costa_rica	6025951.0
nicaragua	panama	6025951.0
nicaragua	bahamas	6025951.0
nicaragua	cuba	6025951.0
nicaragua	turks_caicos_islands	6025951.0
nicaragua	cayman_islands	6025951.0
nicaragua	jamaica	6025951.0
nicaragua	haiti	6025951.0
nicaragua	dominican_republic	6025951.0
nicaragua	puerto_rico	6025951.0
nicaragua	united_states_virgin_islands	6025951.0
nicaragua	saint_kitts_nevis	6025951.0
nicaragua	antigua_barbuda	6025951.0
nicaragua	guadeloupe	6025951.0
nicaragua	dominica	6025951.0
nicaragua	martinique	6025951.0
nicaragua	saint_lucia	6025951.0
nicaragua	saint_vincent_grenadines	6025951.0
nicaragua	barbados	6025951.0
nicaragua	grenada	6025951.0
nicaragua	trinidad_tobago	6025951.0
nicaragua	curacao	6025951.0
nicaragua	aruba	6025951.0
nicaragua	french_guiana	6025951.0
nicaragua	suriname	6025951.0
nicaragua	guyana	6025951.0
nicaragua	venezuela	6025951.0
nicaragua	colombia	6025951.0
nicaragua	ecuador	6025951.0
nicaragua	peru	6025951.0
nicaragua	bolivia	6025951.0
nicaragua	brazil	6025951.0
nicaragua	paraguay	6025951.0
nicaragua	uruguay	6025951.0
nicaragua	argentina	6025951.0
nicaragua	chile	6025951.0
costa_rica	canada	4930258.0
costa_rica	united_states	4930258.0
costa_rica	bermuda	4930258.0
costa_rica	mexico	4930258.0
costa_rica	belize	4930258.0
costa_rica	guatemala	4930258.0
costa_rica	honduras	4930258.0
costa_rica	el_salvador	4930258.0
costa_rica	nicaragua	4930258.0
costa_rica	panama	4930258.0
costa_rica	bahamas	4930258.0
costa_rica	cuba	4930258.0
costa_rica	turks_caicos_islands	4930258.0
costa_rica	cayman_islands	4930258.0
costa_rica	jamaica	4930258.0
costa_rica	haiti	4930258.0
costa_rica	dominican_republic	4930258.0
costa_rica	puerto_rico	4930258.0
costa_rica	united_states_virgin_islands	4930258.0
costa_rica	saint_kitts_nevis	4930258.0
costa_rica	antigua_barbuda	4930258.0
costa_rica	guadeloupe	4930258.0
costa_rica	dominica	4930258.0
costa_rica	martinique	4930258.0
costa_rica	saint_lucia	4930258.0
costa_rica	saint_vincent_grenadines	4930258.0
costa_rica	barbados	4930258.0
costa_rica	grenada	4930258.0
costa_rica	trinidad_tobago	4930258.0
costa_rica	curacao	4930258.0
costa_rica	aruba	4930258.0
costa_rica	french_guiana	4930258.0
costa_rica	suriname	4930258.0
costa_rica	guyana	4930258.0
costa_rica	venezuela	4930258.0
costa_rica	colombia	4930258.0
costa_rica	ecuador	4930258.0
costa_rica	peru	4930258.0
costa_rica	bolivia	4930258.0
costa_rica	brazil	4930258.0
costa_rica	paraguay	4930258.0
costa_rica	uruguay	4930258.0
costa_rica	argentina	4930258.0
costa_rica	chile	4930258.0
panama	canada	3753142.0
panama	united_states	3753142.0
panama	bermuda	3753142.0
panama	mexico	3753142.0
panama	belize	3753142.0
panama	guatemala	3753142.0
panama	honduras	3753142.0
panama	el_salvador	3753142.0
panama	nicaragua	3753142.0
panama	costa_rica	3753142.0
panama	bahamas	3753142.0
panama	cuba	3753142.0
panama	turks_caicos_islands	3753142.0
panama	cayman_islands	3753142.0
panama	jamaica	3753142.0
panama	haiti	3753142.0
panama	dominican_republic	3753142.0
panama	puerto_rico	3753142.0
panama	united_states_virgin_islands	3753142.0
panama	saint_kitts_nevis	3753142.0
panama	antigua_barbuda	3753142.0
panama	guadeloupe	3753142.0
panama	dominica	3753142.0
panama	martinique	3753142.0
panama	saint_lucia	3753142.0
panama	saint_vincent_grenadines	3753142.0
panama	barbados	3753142.0
panama	grenada	3753142.0
panama	trinidad_tobago	3753142.0
panama	curacao	3753142.0
panama	aruba	3753142.0
panama	french_guiana	3753142.0
panama	suriname	3753142.0
panama	guyana	3753142.0
panama	venezuela	3753142.0
panama	colombia	3753142.0
panama	ecuador	3753142.0
panama	peru	3753142.0
panama	bolivia	3753142.0
panama	brazil	3753142.0
panama	paraguay	3753142.0
panama	uruguay	3753142.0
panama	argentina	3753142.0
panama	chile	3753142.0
bahamas	canada	329988.0
bahamas	united_states	329988.0
bahamas	bermuda	329988.0
bahamas	mexico	329988.0
bahamas	belize	329988.0
bahamas	guatemala	329988.0
bahamas	honduras	329988.0
bahamas	el_salvador	329988.0
bahamas	nicaragua	329988.0
bahamas	costa_rica	329988.0
bahamas	panama	329988.0
bahamas	cuba	329988.0
bahamas	turks_caicos_islands	329988.0
bahamas	cayman_islands	329988.0
bahamas	jamaica	329988.0
bahamas	haiti	329988.0
bahamas	dominican_republic	329988.0
bahamas	puerto_rico	329988.0
bahamas	united_states_virgin_islands	329988.0
bahamas	saint_kitts_nevis	329988.0
bahamas	antigua_barbuda	329988.0
bahamas	guadeloupe	329988.0
bahamas	dominica	329988.0
bahamas	martinique	329988.0
bahamas	saint_lucia	329988.0
bahamas	saint_vincent_grenadines	329988.0
bahamas	barbados	329988.0
bahamas	grenada	329988.0
bahamas	trinidad_tobago	329988.0
bahamas	curacao	329988.0
bahamas	aruba	329988.0
bahamas	french_guiana	329988.0
bahamas	suriname	329988.0
bahamas	guyana	329988.0
bahamas	venezuela	329988.0
bahamas	colombia	329988.0
bahamas	ecuador	329988.0
bahamas	peru	329988.0
bahamas	bolivia	329988.0
bahamas	brazil	329988.0
bahamas	paraguay	329988.0
bahamas	uruguay	329988.0
bahamas	argentina	329988.0
bahamas	chile	329988.0
cuba	canada	11147407.0
cuba	united_states	11147407.0
cuba	bermuda	11147407.0
cuba	mexico	11147407.0
cuba	belize	11147407.0
cuba	guatemala	11147407.0
cuba	honduras	11147407.0
cuba	el_salvador	11147407.0
cuba	nicaragua	11147407.0
cuba	costa_rica	11147407.0
cuba	panama	11147407.0
cuba	bahamas	11147407.0
cuba	turks_caicos_islands	11147407.0
cuba	cayman_islands	11147407.0
cuba	jamaica	11147407.0
cuba	haiti	11147407.0
cuba	dominican_republic	11147407.0
cuba	puerto_rico	11147407.0
cuba	united_states_virgin_islands	11147407.0
cuba	saint_kitts_nevis	11147407.0
cuba	antigua_barbuda	11147407.0
cuba	guadeloupe	11147407.0
cuba	dominica	11147407.0
cuba	martinique	11147407.0
cuba	saint_lucia	11147407.0
cuba	saint_vincent_grenadines	11147407.0
cuba	barbados	11147407.0
cuba	grenada	11147407.0
cuba	trinidad_tobago	11147407.0
cuba	curacao	11147407.0
cuba	aruba	11147407.0
cuba	french_guiana	11147407.0
cuba	suriname	11147407.0
cuba	guyana	11147407.0
cuba	venezuela	11147407.0
cuba	colombia	11147407.0
cuba	ecuador	11147407.0
cuba	peru	11147407.0
cuba	bolivia	11147407.0
cuba	brazil	11147407.0
cuba	paraguay	11147407.0
cuba	uruguay	11147407.0
cuba	argentina	11147407.0
cuba	chile	11147407.0
turks_caicos_islands	canada	52570.0
turks_caicos_islands	united_states	52570.0
turks_caicos_islands	bermuda	52570.0
turks_caicos_islands	mexico	52570.0
turks_caicos_islands	belize	52570.0
turks_caicos_islands	guatemala	52570.0
turks_caicos_islands	honduras	52570.0
turks_caicos_islands	el_salvador	52570.0
turks_caicos_islands	nicaragua	52570.0
turks_caicos_islands	costa_rica	52570.0
turks_caicos_islands	panama	52570.0
turks_caicos_islands	bahamas	52570.0
turks_caicos_islands	cuba	52570.0
turks_caicos_islands	cayman_islands	52570.0
turks_caicos_islands	jamaica	52570.0
turks_caicos_islands	haiti	52570.0
turks_caicos_islands	dominican_republic	52570.0
turks_caicos_islands	puerto_rico	52570.0
turks_caicos_islands	united_states_virgin_islands	52570.0
turks_caicos_islands	saint_kitts_nevis	52570.0
turks_caicos_islands	antigua_barbuda	52570.0
turks_caicos_islands	guadeloupe	52570.0
turks_caicos_islands	dominica	52570.0
turks_caicos_islands	martinique	52570.0
turks_caicos_islands	saint_lucia	52570.0
turks_caicos_islands	saint_vincent_grenadines	52570.0
turks_caicos_islands	barbados	52570.0
turks_caicos_islands	grenada	52570.0
turks_caicos_islands	trinidad_tobago	52570.0
turks_caicos_islands	curacao	52570.0
turks_caicos_islands	aruba	52570.0
turks_caicos_islands	french_guiana	52570.0
turks_caicos_islands	suriname	52570.0
turks_caicos_islands	guyana	52570.0
turks_caicos_islands	venezuela	52570.0
turks_caicos_islands	colombia	52570.0
turks_caicos_islands	ecuador	52570.0
turks_caicos_islands	peru	52570.0
turks_caicos_islands	bolivia	52570.0
turks_caicos_islands	brazil	52570.0
turks_caicos_islands	paraguay	52570.0
turks_caicos_islands	uruguay	52570.0
turks_caicos_islands	argentina	52570.0
turks_caicos_islands	chile	52570.0
cayman_islands	canada	58441.0
cayman_islands	united_states	58441.0
cayman_islands	bermuda	58441.0
cayman_islands	mexico	58441.0
cayman_islands	belize	58441.0
cayman_islands	guatemala	58441.0
cayman_islands	honduras	58441.0
cayman_islands	el_salvador	58441.0
cayman_islands	nicaragua	58441.0
cayman_islands	costa_rica	58441.0
cayman_islands	panama	58441.0
cayman_islands	bahamas	58441.0
cayman_islands	cuba	58441.0
cayman_islands	turks_caicos_islands	58441.0
cayman_islands	jamaica	58441.0
cayman_islands	haiti	58441.0
cayman_islands	dominican_republic	58441.0
cayman_islands	puerto_rico	58441.0
cayman_islands	united_states_virgin_islands	58441.0
cayman_islands	saint_kitts_nevis	58441.0
cayman_islands	antigua_barbuda	58441.0
cayman_islands	guadeloupe	58441.0
cayman_islands	dominica	58441.0
cayman_islands	martinique	58441.0
cayman_islands	saint_lucia	58441.0
cayman_islands	saint_vincent_grenadines	58441.0
cayman_islands	barbados	58441.0
cayman_islands	grenada	58441.0
cayman_islands	trinidad_tobago	58441.0
cayman_islands	curacao	58441.0
cayman_islands	aruba	58441.0
cayman_islands	french_guiana	58441.0
cayman_islands	suriname	58441.0
cayman_islands	guyana	58441.0
cayman_islands	venezuela	58441.0
cayman_islands	colombia	58441.0
cayman_islands	ecuador	58441.0
cayman_islands	peru	58441.0
cayman_islands	bolivia	58441.0
cayman_islands	brazil	58441.0
cayman_islands	paraguay	58441.0
cayman_islands	uruguay	58441.0
cayman_islands	argentina	58441.0
cayman_islands	chile	58441.0
jamaica	canada	2990561.0
jamaica	united_states	2990561.0
jamaica	bermuda	2990561.0
jamaica	mexico	2990561.0
jamaica	belize	2990561.0
jamaica	guatemala	2990561.0
jamaica	honduras	2990561.0
jamaica	el_salvador	2990561.0
jamaica	nicaragua	2990561.0
jamaica	costa_rica	2990561.0
jamaica	panama	2990561.0
jamaica	bahamas	2990561.0
jamaica	cuba	2990561.0
jamaica	turks_caicos_islands	2990561.0
jamaica	cayman_islands	2990561.0
jamaica	haiti	2990561.0
jamaica	dominican_republic	2990561.0
jamaica	puerto_rico	2990561.0
jamaica	united_states_virgin_islands	2990561.0
jamaica	saint_kitts_nevis	2990561.0
jamaica	antigua_barbuda	2990561.0
jamaica	guadeloupe	2990561.0
jamaica	dominica	2990561.0
jamaica	martinique	2990561.0
jamaica	saint_lucia	2990561.0
jamaica	saint_vincent_grenadines	2990561.0
jamaica	barbados	2990561.0
jamaica	grenada	2990561.0
jamaica	trinidad_tobago	2990561.0
jamaica	curacao	2990561.0
jamaica	aruba	2990561.0
jamaica	french_guiana	2990561.0
jamaica	suriname	2990561.0
jamaica	guyana	2990561.0
jamaica	venezuela	2990561.0
jamaica	colombia	2990561.0
jamaica	ecuador	2990561.0
jamaica	peru	2990561.0
jamaica	bolivia	2990561.0
jamaica	brazil	2990561.0
jamaica	paraguay	2990561.0
jamaica	uruguay	2990561.0
jamaica	argentina	2990561.0
jamaica	chile	2990561.0
haiti	canada	10646714.0
haiti	united_states	10646714.0
haiti	bermuda	10646714.0
haiti	mexico	10646714.0
haiti	belize	10646714.0
haiti	guatemala	10646714.0
haiti	honduras	10646714.0
haiti	el_salvador	10646714.0
haiti	nicaragua	10646714.0
haiti	costa_rica	10646714.0
haiti	panama	10646714.0
haiti	bahamas	10646714.0
haiti	cuba	10646714.0
haiti	turks_caicos_islands	10646714.0
haiti	cayman_islands	10646714.0
haiti	jamaica	10646714.0
haiti	dominican_republic	10646714.0
haiti	puerto_rico	10646714.0
haiti	united_states_virgin_islands	10646714.0
haiti	saint_kitts_nevis	10646714.0
haiti	antigua_barbuda	10646714.0
haiti	guadeloupe	10646714.0
haiti	dominica	10646714.0
haiti	martinique	10646714.0
haiti	saint_lucia	10646714.0
haiti	saint_vincent_grenadines	10646714.0
haiti	barbados	10646714.0
haiti	grenada	10646714.0
haiti	trinidad_tobago	10646714.0
haiti	curacao	10646714.0
haiti	aruba	10646714.0
haiti	french_guiana	10646714.0
haiti	suriname	10646714.0
haiti	guyana	10646714.0
haiti	venezuela	10646714.0
haiti	colombia	10646714.0
haiti	ecuador	10646714.0
haiti	peru	10646714.0
haiti	bolivia	10646714.0
haiti	brazil	10646714.0
haiti	paraguay	10646714.0
haiti	uruguay	10646714.0
haiti	argentina	10646714.0
haiti	chile	10646714.0
dominican_republic	canada	10734247.0
dominican_republic	united_states	10734247.0
dominican_republic	bermuda	10734247.0
dominican_republic	mexico	10734247.0
dominican_republic	belize	10734247.0
dominican_republic	guatemala	10734247.0
dominican_republic	honduras	10734247.0
dominican_republic	el_salvador	10734247.0
dominican_republic	nicaragua	10734247.0
dominican_republic	costa_rica	10734247.0
dominican_republic	panama	10734247.0
dominican_republic	bahamas	10734247.0
dominican_republic	cuba	10734247.0
dominican_republic	turks_caicos_islands	10734247.0
dominican_republic	cayman_islands	10734247.0
dominican_republic	jamaica	10734247.0
dominican_republic	haiti	10734247.0
dominican_republic	puerto_rico	10734247.0
dominican_republic	united_states_virgin_islands	10734247.0
dominican_republic	saint_kitts_nevis	10734247.0
dominican_republic	antigua_barbuda	10734247.0
dominican_republic	guadeloupe	10734247.0
dominican_republic	dominica	10734247.0
dominican_republic	martinique	10734247.0
dominican_republic	saint_lucia	10734247.0
dominican_republic	saint_vincent_grenadines	10734247.0
dominican_republic	barbados	10734247.0
dominican_republic	grenada	10734247.0
dominican_republic	trinidad_tobago	10734247.0
dominican_republic	curacao	10734247.0
dominican_republic	aruba	10734247.0
dominican_republic	french_guiana	10734247.0
dominican_republic	suriname	10734247.0
dominican_republic	guyana	10734247.0
dominican_republic	venezuela	10734247.0
dominican_republic	colombia	10734247.0
dominican_republic	ecuador	10734247.0
dominican_republic	peru	10734247.0
dominican_republic	bolivia	10734247.0
dominican_republic	brazil	10734247.0
dominican_republic	paraguay	10734247.0
dominican_republic	uruguay	10734247.0
dominican_republic	argentina	10734247.0
dominican_republic	chile	10734247.0
puerto_rico	canada	3351827.0
puerto_rico	united_states	3351827.0
puerto_rico	bermuda	3351827.0
puerto_rico	mexico	3351827.0
puerto_rico	belize	3351827.0
puerto_rico	guatemala	3351827.0
puerto_rico	honduras	3351827.0
puerto_rico	el_salvador	3351827.0
puerto_rico	nicaragua	3351827.0
puerto_rico	costa_rica	3351827.0
puerto_rico	panama	3351827.0
puerto_rico	bahamas	3351827.0
puerto_rico	cuba	3351827.0
puerto_rico	turks_caicos_islands	3351827.0
puerto_rico	cayman_islands	3351827.0
puerto_rico	jamaica	3351827.0
puerto_rico	haiti	3351827.0
puerto_rico	dominican_republic	3351827.0
puerto_rico	united_states_virgin_islands	3351827.0
puerto_rico	saint_kitts_nevis	3351827.0
puerto_rico	antigua_barbuda	3351827.0
puerto_rico	guadeloupe	3351827.0
puerto_rico	dominica	3351827.0
puerto_rico	martinique	3351827.0
puerto_rico	saint_lucia	3351827.0
puerto_rico	saint_vincent_grenadines	3351827.0
puerto_rico	barbados	3351827.0
puerto_rico	grenada	3351827.0
puerto_rico	trinidad_tobago	3351827.0
puerto_rico	curacao	3351827.0
puerto_rico	aruba	3351827.0
puerto_rico	french_guiana	3351827.0
puerto_rico	suriname	3351827.0
puerto_rico	guyana	3351827.0
puerto_rico	venezuela	3351827.0
puerto_rico	colombia	3351827.0
puerto_rico	ecuador	3351827.0
puerto_rico	peru	3351827.0
puerto_rico	bolivia	3351827.0
puerto_rico	brazil	3351827.0
puerto_rico	paraguay	3351827.0
puerto_rico	uruguay	3351827.0
puerto_rico	argentina	3351827.0
puerto_rico	chile	3351827.0
united_states_virgin_islands	canada	107268.0
united_states_virgin_islands	united_states	107268.0
united_states_virgin_islands	bermuda	107268.0
united_states_virgin_islands	mexico	107268.0
united_states_virgin_islands	belize	107268.0
united_states_virgin_islands	guatemala	107268.0
united_states_virgin_islands	honduras	107268.0
united_states_virgin_islands	el_salvador	107268.0
united_states_virgin_islands	nicaragua	107268.0
united_states_virgin_islands	costa_rica	107268.0
united_states_virgin_islands	panama	107268.0
united_states_virgin_islands	bahamas	107268.0
united_states_virgin_islands	cuba	107268.0
united_states_virgin_islands	turks_caicos_islands	107268.0
