origin	destination	pax_volume
guatemala	venezuela	2710
guatemala	british_virgin_islands	13
guatemala	united_states_virgin_islands	60
guyana	anguilla	8
guyana	antigua_barbuda	2832
guyana	argentina	91
guyana	aruba	2625
guyana	bahamas	704
guyana	barbados	14573
guyana	belize	12
guyana	bermuda	23
guyana	bolivia	36
guyana	brazil	3747
guyana	canada	28366
guyana	cayman_islands	112
guyana	chile	136
guyana	colombia	941
guyana	costa_rica	546
guyana	cuba	4108
guyana	curacao	7239
guyana	dominica	300
guyana	dominican_republic	3432
guyana	ecuador	559
guyana	el_salvador	115
guyana	french_guiana	158
guyana	grenada	1016
guyana	guadeloupe	17
guyana	guatemala	135
guyana	haiti	924
guyana	honduras	10
guyana	jamaica	21673
guyana	martinique	36
guyana	mexico	442
guyana	nicaragua	143
guyana	panama	9556
guyana	paraguay	139
guyana	peru	382
guyana	puerto_rico	448
guyana	saint_kitts_nevis	856
guyana	saint_lucia	1577
guyana	sint_maarten	2003
guyana	saint_vincent_grenadines	582
guyana	suriname	11843
guyana	trinidad_tobago	37825
guyana	turks_caicos_islands	50
guyana	united_states	158604
guyana	uruguay	91
guyana	venezuela	439
guyana	british_virgin_islands	2429
guyana	united_states_virgin_islands	75
haiti	antigua_barbuda	129
haiti	argentina	647
haiti	aruba	140
haiti	bahamas	2380
haiti	barbados	304
haiti	belize	38
haiti	bermuda	55
haiti	bolivia	98
haiti	brazil	12485
haiti	canada	40268
haiti	cayman_islands	99
haiti	chile	6266
haiti	colombia	1050
haiti	costa_rica	426
haiti	cuba	23642
haiti	curacao	2424
haiti	dominica	93
haiti	dominican_republic	22660
haiti	ecuador	752
haiti	el_salvador	457
haiti	french_guiana	1621
haiti	grenada	55
haiti	guadeloupe	8856
haiti	guatemala	674
haiti	guyana	823
haiti	honduras	1506
haiti	jamaica	1433
haiti	martinique	3063
haiti	mexico	1494
haiti	nicaragua	1602
haiti	panama	8443
haiti	paraguay	158
haiti	peru	376
haiti	puerto_rico	908
haiti	saint_barthelemy	5
haiti	saint_kitts_nevis	39
haiti	saint_lucia	12
haiti	sint_maarten	1221
haiti	saint_martin	26
haiti	suriname	6670
haiti	trinidad_tobago	462
haiti	turks_caicos_islands	11272
haiti	united_states	583443
haiti	uruguay	210
haiti	venezuela	692
haiti	british_virgin_islands	757
haiti	united_states_virgin_islands	301
honduras	antigua_barbuda	2
honduras	argentina	2311
honduras	aruba	132
honduras	bahamas	312
honduras	barbados	101
honduras	belize	4731
honduras	bermuda	16
honduras	bolivia	624
honduras	brazil	3025
honduras	canada	9950
honduras	cayman_islands	4574
honduras	chile	1707
honduras	colombia	15176
honduras	costa_rica	45529
honduras	cuba	612
honduras	curacao	41
honduras	dominican_republic	6519
honduras	ecuador	3020
honduras	el_salvador	20045
honduras	grenada	9
honduras	guadeloupe	4
honduras	guatemala	60913
honduras	guyana	20
honduras	haiti	1447
honduras	jamaica	381
honduras	mexico	28105
honduras	nicaragua	14586
honduras	panama	26084
honduras	paraguay	511
honduras	peru	3558
honduras	puerto_rico	3003
honduras	saint_kitts_nevis	9
honduras	sint_maarten	471
honduras	suriname	1
honduras	trinidad_tobago	328
honduras	turks_caicos_islands	22
honduras	united_states	498424
honduras	uruguay	684
honduras	venezuela	812
honduras	british_virgin_islands	2
honduras	united_states_virgin_islands	1245
jamaica	anguilla	7
jamaica	antigua_barbuda	4413
jamaica	argentina	1326
jamaica	aruba	363
jamaica	bahamas	16493
jamaica	barbados	12431
jamaica	belize	988
jamaica	bermuda	1726
jamaica	bolivia	185
jamaica	brazil	2337
jamaica	canada	395139
jamaica	cayman_islands	34044
jamaica	chile	4472
jamaica	colombia	2801
jamaica	costa_rica	1891
jamaica	cuba	3283
jamaica	curacao	4659
jamaica	dominica	5
jamaica	dominican_republic	5993
jamaica	ecuador	685
jamaica	el_salvador	306
jamaica	french_guiana	5
jamaica	grenada	1567
jamaica	guadeloupe	11
jamaica	guatemala	582
jamaica	guyana	21763
jamaica	haiti	1507
jamaica	honduras	371
jamaica	martinique	20
jamaica	mexico	6719
jamaica	nicaragua	285
jamaica	panama	11889
jamaica	paraguay	281
jamaica	peru	1992
jamaica	puerto_rico	3794
jamaica	saint_kitts_nevis	1205
jamaica	saint_lucia	31
jamaica	sint_maarten	2104
jamaica	saint_vincent_grenadines	94
jamaica	suriname	924
jamaica	trinidad_tobago	30345
jamaica	turks_caicos_islands	5370
jamaica	united_states	1754118
jamaica	uruguay	292
jamaica	venezuela	988
jamaica	british_virgin_islands	2769
jamaica	united_states_virgin_islands	1708
martinique	antigua_barbuda	34
martinique	argentina	42
martinique	aruba	1
martinique	bahamas	10
martinique	barbados	4383
martinique	bolivia	2
martinique	brazil	95
martinique	canada	12109
martinique	cayman_islands	12
martinique	chile	10
martinique	colombia	26
martinique	costa_rica	7
martinique	cuba	3653
martinique	curacao	7
martinique	dominica	465
martinique	dominican_republic	3892
martinique	ecuador	29
martinique	el_salvador	3
martinique	french_guiana	44523
martinique	grenada	224
martinique	guadeloupe	240739
martinique	guatemala	20
martinique	guyana	39
martinique	haiti	2569
martinique	jamaica	6
martinique	mexico	395
martinique	panama	7
martinique	paraguay	2
martinique	peru	48
martinique	puerto_rico	2821
martinique	saint_barthelemy	474
martinique	saint_kitts_nevis	107
martinique	saint_lucia	11747
martinique	sint_maarten	204
martinique	saint_martin	12929
martinique	saint_vincent_grenadines	135
martinique	suriname	23
martinique	trinidad_tobago	403
martinique	turks_caicos_islands	4
martinique	united_states	38799
martinique	venezuela	9
martinique	british_virgin_islands	654
martinique	united_states_virgin_islands	14
mexico	anguilla	11
mexico	antigua_barbuda	9
mexico	argentina	276948
mexico	aruba	1711
mexico	bahamas	3805
mexico	barbados	699
mexico	belize	5371
mexico	bermuda	594
mexico	bolivia	18654
mexico	brazil	247011
mexico	canada	1745152
mexico	cayman_islands	583
mexico	chile	151037
mexico	colombia	482634
mexico	costa_rica	167285
mexico	cuba	352778
mexico	curacao	670
mexico	dominica	12
mexico	dominican_republic	45017
mexico	ecuador	47910
mexico	el_salvador	42319
mexico	french_guiana	1
mexico	grenada	246
mexico	guadeloupe	27
mexico	guatemala	131651
mexico	guyana	405
mexico	haiti	1291
mexico	honduras	28338
mexico	jamaica	6046
mexico	martinique	73
mexico	nicaragua	24731
mexico	panama	98918
mexico	paraguay	17930
mexico	peru	201491
mexico	puerto_rico	51214
mexico	saint_barthelemy	25
mexico	saint_kitts_nevis	119
mexico	saint_lucia	41
mexico	sint_maarten	893
mexico	saint_vincent_grenadines	11
mexico	suriname	67
mexico	trinidad_tobago	5489
mexico	turks_caicos_islands	257
mexico	united_states	13089114
mexico	uruguay	26465
mexico	venezuela	42725
mexico	british_virgin_islands	99
mexico	united_states_virgin_islands	826
nicaragua	antigua_barbuda	1
nicaragua	argentina	1488
nicaragua	aruba	47
nicaragua	bahamas	710
nicaragua	barbados	63
nicaragua	belize	1296
nicaragua	bermuda	29
nicaragua	bolivia	579
nicaragua	brazil	3707
nicaragua	canada	24083
nicaragua	cayman_islands	148
nicaragua	chile	1241
nicaragua	colombia	9030
nicaragua	costa_rica	60471
nicaragua	cuba	5148
nicaragua	curacao	25
nicaragua	dominican_republic	6339
nicaragua	ecuador	2496
nicaragua	el_salvador	23552
nicaragua	grenada	70
nicaragua	guadeloupe	4
nicaragua	guatemala	33559
nicaragua	guyana	63
nicaragua	haiti	1481
nicaragua	honduras	10851
nicaragua	jamaica	264
nicaragua	martinique	14
nicaragua	mexico	24543
nicaragua	panama	42115
nicaragua	paraguay	339
nicaragua	peru	3268
nicaragua	puerto_rico	2725
nicaragua	saint_kitts_nevis	10
nicaragua	saint_lucia	12
nicaragua	sint_maarten	157
nicaragua	suriname	9
nicaragua	trinidad_tobago	272
nicaragua	turks_caicos_islands	2
nicaragua	united_states	401997
nicaragua	uruguay	529
nicaragua	venezuela	3118
nicaragua	british_virgin_islands	4
nicaragua	united_states_virgin_islands	1022
panama	antigua_barbuda	73
panama	argentina	52873
panama	aruba	10835
panama	bahamas	7521
panama	barbados	841
panama	belize	4745
panama	bermuda	176
panama	bolivia	8714
panama	brazil	66972
panama	canada	32490
panama	cayman_islands	420
panama	chile	27422
panama	colombia	469400
panama	costa_rica	133970
panama	cuba	150265
panama	curacao	9193
panama	dominica	173
panama	dominican_republic	95416
panama	ecuador	122437
panama	el_salvador	36938
panama	french_guiana	9
panama	grenada	89
panama	guadeloupe	22
panama	guatemala	44711
panama	guyana	11930
panama	haiti	10554
panama	honduras	30906
panama	jamaica	13877
panama	martinique	21
panama	mexico	94190
panama	nicaragua	44512
panama	paraguay	20777
panama	peru	57328
panama	puerto_rico	15040
panama	saint_barthelemy	151
panama	saint_kitts_nevis	85
panama	saint_lucia	26
panama	sint_maarten	10162
panama	saint_vincent_grenadines	4
panama	suriname	147
panama	trinidad_tobago	17838
panama	turks_caicos_islands	104
panama	united_states	453616
panama	uruguay	23401
panama	venezuela	245403
panama	british_virgin_islands	141
panama	united_states_virgin_islands	144
paraguay	antigua_barbuda	7
paraguay	argentina	96072
paraguay	aruba	610
paraguay	bahamas	350
paraguay	barbados	14
paraguay	belize	43
paraguay	bermuda	6
paraguay	bolivia	20040
paraguay	brazil	66579
paraguay	canada	4657
paraguay	cayman_islands	2
paraguay	chile	28013
paraguay	colombia	12935
paraguay	costa_rica	1461
paraguay	cuba	5369
paraguay	curacao	169
paraguay	dominican_republic	9068
paraguay	ecuador	4637
paraguay	el_salvador	846
paraguay	grenada	9
paraguay	guatemala	828
paraguay	guyana	152
paraguay	haiti	268
paraguay	honduras	414
paraguay	jamaica	303
paraguay	martinique	3
paraguay	mexico	18477
paraguay	nicaragua	417
paraguay	panama	18854
paraguay	peru	23713
paraguay	puerto_rico	505
paraguay	saint_lucia	2
paraguay	sint_maarten	483
paraguay	saint_vincent_grenadines	1
paraguay	suriname	8
paraguay	trinidad_tobago	222
paraguay	turks_caicos_islands	79
paraguay	united_states	77921
paraguay	uruguay	38545
paraguay	venezuela	1379
paraguay	british_virgin_islands	10
peru	antigua_barbuda	46
peru	argentina	240052
peru	aruba	3566
peru	bahamas	1191
peru	barbados	258
peru	belize	533
peru	bermuda	98
peru	bolivia	94350
peru	brazil	202661
peru	canada	65799
peru	cayman_islands	190
peru	chile	335729
peru	colombia	268216
peru	costa_rica	40607
peru	cuba	45612
peru	curacao	899
peru	dominica	5
peru	dominican_republic	46753
peru	ecuador	142274
peru	el_salvador	5969
peru	french_guiana	22
peru	grenada	29
peru	guadeloupe	37
peru	guatemala	11155
peru	guyana	285
peru	haiti	384
peru	honduras	3574
peru	jamaica	2036
peru	martinique	38
peru	mexico	195621
peru	nicaragua	3569
peru	panama	58417
peru	paraguay	25846
peru	puerto_rico	9423
peru	saint_barthelemy	2
peru	saint_kitts_nevis	55
peru	saint_lucia	54
peru	sint_maarten	234
peru	saint_vincent_grenadines	4
peru	suriname	247
peru	trinidad_tobago	895
peru	turks_caicos_islands	161
peru	united_states	890997
peru	uruguay	32597
peru	venezuela	29479
peru	british_virgin_islands	26
peru	united_states_virgin_islands	213
puerto_rico	anguilla	11503
puerto_rico	antigua_barbuda	8743
puerto_rico	argentina	6668
puerto_rico	aruba	3633
puerto_rico	bahamas	3603
puerto_rico	barbados	1737
puerto_rico	belize	315
puerto_rico	bermuda	560
puerto_rico	bolivia	531
puerto_rico	brazil	6969
puerto_rico	canada	48597
puerto_rico	cayman_islands	776
puerto_rico	chile	5032
puerto_rico	colombia	33746
puerto_rico	costa_rica	12639
puerto_rico	cuba	3608
puerto_rico	curacao	2568
puerto_rico	dominica	6304
puerto_rico	dominican_republic	168132
puerto_rico	ecuador	3894
puerto_rico	el_salvador	1709
puerto_rico	grenada	378
puerto_rico	guadeloupe	6572
puerto_rico	guatemala	5426
puerto_rico	guyana	354
puerto_rico	haiti	748
puerto_rico	honduras	2805
puerto_rico	jamaica	3576
puerto_rico	martinique	2794
puerto_rico	mexico	50770
puerto_rico	nicaragua	2695
puerto_rico	panama	16747
puerto_rico	paraguay	558
puerto_rico	peru	9462
puerto_rico	saint_barthelemy	13250
puerto_rico	saint_kitts_nevis	15964
puerto_rico	saint_lucia	943
puerto_rico	sint_maarten	25740
puerto_rico	saint_vincent_grenadines	579
puerto_rico	suriname	68
puerto_rico	trinidad_tobago	2606
puerto_rico	turks_caicos_islands	3374
puerto_rico	united_states	3678711
puerto_rico	uruguay	824
puerto_rico	venezuela	4819
puerto_rico	british_virgin_islands	61039
puerto_rico	united_states_virgin_islands	86493
saint_barthelemy	anguilla	2294
saint_barthelemy	antigua_barbuda	2598
saint_barthelemy	aruba	19
saint_barthelemy	barbados	62
saint_barthelemy	brazil	160
saint_barthelemy	canada	89
saint_barthelemy	chile	25
saint_barthelemy	colombia	3
saint_barthelemy	costa_rica	8
saint_barthelemy	cuba	3
saint_barthelemy	curacao	58
saint_barthelemy	dominica	6
saint_barthelemy	dominican_republic	143
saint_barthelemy	french_guiana	14
saint_barthelemy	guadeloupe	12376
saint_barthelemy	haiti	8
saint_barthelemy	martinique	842
saint_barthelemy	mexico	25
saint_barthelemy	panama	113
saint_barthelemy	paraguay	6
saint_barthelemy	puerto_rico	13114
saint_barthelemy	saint_kitts_nevis	465
saint_barthelemy	saint_lucia	63
saint_barthelemy	sint_maarten	113105
saint_barthelemy	saint_martin	8636
saint_barthelemy	saint_vincent_grenadines	3
saint_barthelemy	trinidad_tobago	5
saint_barthelemy	united_states	2543
saint_barthelemy	venezuela	35
saint_barthelemy	british_virgin_islands	127
saint_barthelemy	united_states_virgin_islands	657
saint_kitts_nevis	anguilla	212
saint_kitts_nevis	antigua_barbuda	10944
saint_kitts_nevis	argentina	59
saint_kitts_nevis	aruba	155
saint_kitts_nevis	bahamas	156
saint_kitts_nevis	barbados	3002
saint_kitts_nevis	belize	28
saint_kitts_nevis	bermuda	171
saint_kitts_nevis	bolivia	2
saint_kitts_nevis	brazil	113
saint_kitts_nevis	canada	4991
saint_kitts_nevis	cayman_islands	83
saint_kitts_nevis	chile	93
saint_kitts_nevis	colombia	77
saint_kitts_nevis	costa_rica	42
saint_kitts_nevis	cuba	60
saint_kitts_nevis	curacao	167
saint_kitts_nevis	dominica	768
saint_kitts_nevis	dominican_republic	736
saint_kitts_nevis	ecuador	20
saint_kitts_nevis	el_salvador	2
saint_kitts_nevis	grenada	503
saint_kitts_nevis	guadeloupe	148
saint_kitts_nevis	guatemala	16
saint_kitts_nevis	guyana	1139
saint_kitts_nevis	haiti	130
saint_kitts_nevis	jamaica	1089
saint_kitts_nevis	martinique	34
saint_kitts_nevis	mexico	109
saint_kitts_nevis	nicaragua	31
saint_kitts_nevis	panama	44
saint_kitts_nevis	paraguay	3
saint_kitts_nevis	peru	62
saint_kitts_nevis	puerto_rico	16915
saint_kitts_nevis	saint_barthelemy	401
saint_kitts_nevis	saint_lucia	1235
saint_kitts_nevis	sint_maarten	16223
saint_kitts_nevis	saint_vincent_grenadines	376
saint_kitts_nevis	suriname	17
saint_kitts_nevis	trinidad_tobago	1436
saint_kitts_nevis	turks_caicos_islands	67
saint_kitts_nevis	united_states	73239
saint_kitts_nevis	uruguay	17
saint_kitts_nevis	venezuela	94
saint_kitts_nevis	british_virgin_islands	3746
saint_kitts_nevis	united_states_virgin_islands	2874
saint_lucia	anguilla	42
saint_lucia	antigua_barbuda	3565
saint_lucia	argentina	44
saint_lucia	aruba	26
saint_lucia	bahamas	345
saint_lucia	barbados	18297
saint_lucia	bolivia	5
saint_lucia	brazil	111
saint_lucia	canada	37917
saint_lucia	cayman_islands	30
saint_lucia	chile	88
saint_lucia	colombia	22
saint_lucia	cuba	4
saint_lucia	curacao	141
saint_lucia	dominica	959
saint_lucia	dominican_republic	317
saint_lucia	ecuador	17
saint_lucia	french_guiana	67
saint_lucia	grenada	4212
saint_lucia	guadeloupe	1970
saint_lucia	guatemala	1
saint_lucia	guyana	1621
saint_lucia	haiti	1
saint_lucia	honduras	1
saint_lucia	jamaica	136
saint_lucia	martinique	11759
saint_lucia	mexico	60
saint_lucia	nicaragua	2
saint_lucia	panama	14
saint_lucia	peru	43
saint_lucia	puerto_rico	690
saint_lucia	saint_barthelemy	6
saint_lucia	saint_kitts_nevis	837
saint_lucia	sint_maarten	1576
saint_lucia	saint_martin	108
saint_lucia	saint_vincent_grenadines	1800
saint_lucia	suriname	241
saint_lucia	trinidad_tobago	21769
saint_lucia	turks_caicos_islands	1
saint_lucia	united_states	179905
saint_lucia	uruguay	8
saint_lucia	venezuela	275
saint_lucia	british_virgin_islands	745
saint_lucia	united_states_virgin_islands	807
sint_maarten	anguilla	7547
sint_maarten	antigua_barbuda	16489
sint_maarten	argentina	2767
sint_maarten	aruba	4295
sint_maarten	bahamas	491
sint_maarten	barbados	2356
sint_maarten	belize	30
sint_maarten	bermuda	142
sint_maarten	bolivia	66
sint_maarten	brazil	2322
sint_maarten	canada	61449
sint_maarten	cayman_islands	239
sint_maarten	chile	795
sint_maarten	colombia	4965
sint_maarten	costa_rica	576
sint_maarten	cuba	1675
sint_maarten	curacao	13378
sint_maarten	dominica	8481
sint_maarten	dominican_republic	33529
sint_maarten	ecuador	466
sint_maarten	el_salvador	57
sint_maarten	french_guiana	3
sint_maarten	grenada	439
sint_maarten	guadeloupe	1181
sint_maarten	guatemala	84
sint_maarten	guyana	1903
sint_maarten	haiti	1414
sint_maarten	honduras	90
sint_maarten	jamaica	2649
sint_maarten	martinique	259
sint_maarten	mexico	1021
sint_maarten	nicaragua	382
sint_maarten	panama	9325
sint_maarten	paraguay	544
sint_maarten	peru	221
sint_maarten	puerto_rico	24737
sint_maarten	saint_barthelemy	113539
sint_maarten	saint_kitts_nevis	18051
sint_maarten	saint_lucia	1400
sint_maarten	saint_martin	2575
sint_maarten	saint_vincent_grenadines	332
sint_maarten	suriname	1633
sint_maarten	trinidad_tobago	4054
sint_maarten	turks_caicos_islands	130
sint_maarten	united_states	389982
sint_maarten	uruguay	459
sint_maarten	venezuela	1832
sint_maarten	british_virgin_islands	18507
sint_maarten	united_states_virgin_islands	17863
saint_martin	antigua_barbuda	4
saint_martin	barbados	33
saint_martin	canada	11
saint_martin	cuba	19
saint_martin	dominican_republic	129
saint_martin	french_guiana	458
saint_martin	guadeloupe	85301
saint_martin	haiti	18
saint_martin	martinique	13062
saint_martin	puerto_rico	4
saint_martin	saint_barthelemy	9016
saint_martin	saint_lucia	296
saint_martin	sint_maarten	2478
saint_martin	united_states	6
saint_vincent_grenadines	anguilla	10
saint_vincent_grenadines	antigua_barbuda	841
saint_vincent_grenadines	aruba	16
saint_vincent_grenadines	bahamas	3
saint_vincent_grenadines	barbados	13305
saint_vincent_grenadines	brazil	14
saint_vincent_grenadines	canada	4047
saint_vincent_grenadines	cayman_islands	6
saint_vincent_grenadines	chile	1
saint_vincent_grenadines	colombia	22
saint_vincent_grenadines	costa_rica	6
saint_vincent_grenadines	curacao	29
saint_vincent_grenadines	dominica	426
saint_vincent_grenadines	dominican_republic	24
saint_vincent_grenadines	ecuador	3
saint_vincent_grenadines	el_salvador	5
saint_vincent_grenadines	grenada	3908
saint_vincent_grenadines	guadeloupe	77
saint_vincent_grenadines	guyana	583
saint_vincent_grenadines	jamaica	301
saint_vincent_grenadines	martinique	211
saint_vincent_grenadines	mexico	2
saint_vincent_grenadines	nicaragua	4
saint_vincent_grenadines	paraguay	3
saint_vincent_grenadines	peru	3
saint_vincent_grenadines	puerto_rico	767
saint_vincent_grenadines	saint_kitts_nevis	406
saint_vincent_grenadines	saint_lucia	4665
saint_vincent_grenadines	sint_maarten	300
saint_vincent_grenadines	suriname	59
saint_vincent_grenadines	trinidad_tobago	13544
saint_vincent_grenadines	united_states	10570
saint_vincent_grenadines	venezuela	101
saint_vincent_grenadines	british_virgin_islands	1829
saint_vincent_grenadines	united_states_virgin_islands	30
suriname	antigua_barbuda	95
suriname	argentina	17
suriname	aruba	11739
suriname	bahamas	261
suriname	barbados	1987
suriname	belize	1
suriname	bermuda	1
suriname	bolivia	4
suriname	brazil	23827
suriname	canada	2604
suriname	cayman_islands	8
suriname	chile	45
suriname	colombia	829
suriname	costa_rica	29
suriname	cuba	220
suriname	curacao	21582
suriname	dominica	21
suriname	dominican_republic	3202
suriname	ecuador	75
suriname	el_salvador	16
suriname	french_guiana	949
suriname	grenada	122
suriname	guadeloupe	7
suriname	guatemala	10
suriname	guyana	12335
suriname	haiti	6201
suriname	honduras	6
suriname	jamaica	898
suriname	mexico	60
suriname	nicaragua	11
suriname	panama	179
suriname	paraguay	10
suriname	peru	154
suriname	puerto_rico	41
suriname	saint_kitts_nevis	31
suriname	saint_lucia	221
suriname	sint_maarten	1492
suriname	saint_vincent_grenadines	55
suriname	trinidad_tobago	10168
suriname	united_states	27485
suriname	uruguay	4
suriname	venezuela	609
suriname	british_virgin_islands	7
suriname	united_states_virgin_islands	10
trinidad_tobago	anguilla	13
trinidad_tobago	antigua_barbuda	6203
trinidad_tobago	argentina	812
trinidad_tobago	aruba	2518
trinidad_tobago	bahamas	3031
trinidad_tobago	barbados	57840
trinidad_tobago	belize	726
trinidad_tobago	bermuda	528
trinidad_tobago	bolivia	101
trinidad_tobago	brazil	4120
trinidad_tobago	canada	76878
trinidad_tobago	cayman_islands	669
trinidad_tobago	chile	631
trinidad_tobago	colombia	5670
trinidad_tobago	costa_rica	1573
trinidad_tobago	cuba	3717
trinidad_tobago	curacao	14877
trinidad_tobago	dominica	1442
trinidad_tobago	dominican_republic	4902
trinidad_tobago	ecuador	871
trinidad_tobago	el_salvador	861
trinidad_tobago	french_guiana	68
trinidad_tobago	grenada	22420
trinidad_tobago	guadeloupe	123
trinidad_tobago	guatemala	834
trinidad_tobago	guyana	37919
trinidad_tobago	haiti	642
trinidad_tobago	honduras	231
trinidad_tobago	jamaica	30748
trinidad_tobago	martinique	263
trinidad_tobago	mexico	5292
trinidad_tobago	nicaragua	311
trinidad_tobago	panama	18303
trinidad_tobago	paraguay	215
trinidad_tobago	peru	878
trinidad_tobago	puerto_rico	2228
trinidad_tobago	saint_kitts_nevis	1704
trinidad_tobago	saint_lucia	24719
trinidad_tobago	sint_maarten	3761
trinidad_tobago	saint_vincent_grenadines	13864
trinidad_tobago	suriname	10050
trinidad_tobago	turks_caicos_islands	457
trinidad_tobago	united_states	410173
trinidad_tobago	uruguay	212
trinidad_tobago	venezuela	22076
trinidad_tobago	british_virgin_islands	1040
trinidad_tobago	united_states_virgin_islands	786
turks_caicos_islands	anguilla	1
turks_caicos_islands	antigua_barbuda	6788
turks_caicos_islands	argentina	474
turks_caicos_islands	aruba	61
turks_caicos_islands	bahamas	6751
turks_caicos_islands	barbados	317
turks_caicos_islands	belize	30
turks_caicos_islands	bermuda	176
turks_caicos_islands	brazil	487
turks_caicos_islands	canada	46218
turks_caicos_islands	cayman_islands	368
turks_caicos_islands	chile	81
turks_caicos_islands	colombia	95
turks_caicos_islands	costa_rica	79
turks_caicos_islands	cuba	2133
turks_caicos_islands	curacao	48
turks_caicos_islands	dominica	3
turks_caicos_islands	dominican_republic	8908
turks_caicos_islands	ecuador	32
turks_caicos_islands	el_salvador	9
turks_caicos_islands	grenada	119
turks_caicos_islands	guadeloupe	2
turks_caicos_islands	guatemala	28
turks_caicos_islands	guyana	63
turks_caicos_islands	haiti	12625
turks_caicos_islands	honduras	22
turks_caicos_islands	jamaica	5067
turks_caicos_islands	mexico	263
turks_caicos_islands	nicaragua	8
turks_caicos_islands	panama	91
turks_caicos_islands	peru	65
turks_caicos_islands	puerto_rico	2851
turks_caicos_islands	saint_kitts_nevis	45
turks_caicos_islands	sint_maarten	122
turks_caicos_islands	saint_vincent_grenadines	2
turks_caicos_islands	trinidad_tobago	353
turks_caicos_islands	united_states	373194
turks_caicos_islands	uruguay	87
turks_caicos_islands	venezuela	19
turks_caicos_islands	british_virgin_islands	65
turks_caicos_islands	united_states_virgin_islands	253
united_states	anguilla	1756
united_states	antigua_barbuda	137622
united_states	argentina	1086129
united_states	aruba	692631
united_states	bahamas	1303447
united_states	barbados	242635
united_states	belize	305217
united_states	bermuda	300084
united_states	bolivia	151862
united_states	brazil	2250336
united_states	canada	12264871
united_states	cayman_islands	403326
united_states	chile	511157
united_states	colombia	1679945
united_states	costa_rica	1500260
united_states	cuba	232083
united_states	curacao	102197
united_states	dominica	17428
united_states	dominican_republic	3046049
united_states	ecuador	882707
united_states	el_salvador	641046
united_states	french_guiana	2256
united_states	grenada	75991
united_states	guadeloupe	36162
united_states	guatemala	671513
united_states	guyana	154728
united_states	haiti	568776
united_states	honduras	493496
united_states	jamaica	1735902
united_states	martinique	38067
united_states	mexico	13145673
united_states	nicaragua	401800
united_states	panama	443120
united_states	paraguay	77818
united_states	peru	893582
united_states	puerto_rico	3567914
united_states	saint_barthelemy	2623
united_states	saint_kitts_nevis	72893
united_states	saint_lucia	178640
united_states	sint_maarten	392870
united_states	saint_vincent_grenadines	10866
united_states	suriname	28404
united_states	trinidad_tobago	409613
united_states	turks_caicos_islands	375926
united_states	uruguay	116206
united_states	venezuela	572615
united_states	british_virgin_islands	24618
united_states	united_states_virgin_islands	762123
uruguay	antigua_barbuda	38
uruguay	argentina	210509
uruguay	aruba	296
uruguay	bahamas	337
uruguay	barbados	100
uruguay	belize	57
uruguay	bermuda	6
uruguay	bolivia	3911
uruguay	brazil	239944
uruguay	canada	5016
uruguay	cayman_islands	26
uruguay	chile	88557
uruguay	colombia	11761
uruguay	costa_rica	3397
uruguay	cuba	12062
uruguay	curacao	339
uruguay	dominica	2
uruguay	dominican_republic	20370
uruguay	ecuador	4981
uruguay	el_salvador	766
uruguay	french_guiana	4
uruguay	grenada	5
uruguay	guatemala	953
uruguay	guyana	103
uruguay	haiti	207
uruguay	honduras	556
uruguay	jamaica	283
uruguay	mexico	28109
uruguay	nicaragua	548
uruguay	panama	20930
uruguay	paraguay	38480
uruguay	peru	33438
uruguay	puerto_rico	838
uruguay	saint_barthelemy	10
uruguay	saint_kitts_nevis	14
uruguay	saint_lucia	12
uruguay	sint_maarten	462
uruguay	suriname	5
uruguay	trinidad_tobago	220
uruguay	turks_caicos_islands	109
uruguay	united_states	117257
uruguay	venezuela	4702
uruguay	british_virgin_islands	14
uruguay	united_states_virgin_islands	102
venezuela	antigua_barbuda	69
venezuela	argentina	66580
venezuela	aruba	264558
venezuela	bahamas	508
venezuela	barbados	355
venezuela	belize	148
venezuela	bermuda	4
venezuela	bolivia	3990
venezuela	brazil	41004
venezuela	canada	8537
venezuela	cayman_islands	28
venezuela	chile	37870
venezuela	colombia	178323
venezuela	costa_rica	6428
venezuela	cuba	55851
venezuela	curacao	116406
venezuela	dominica	67
venezuela	dominican_republic	148075
venezuela	ecuador	70105
venezuela	el_salvador	1636
venezuela	grenada	2236
venezuela	guadeloupe	9
venezuela	guatemala	2909
venezuela	guyana	351
venezuela	haiti	767
venezuela	honduras	832
venezuela	jamaica	979
venezuela	martinique	3
venezuela	mexico	45719
venezuela	nicaragua	3142
venezuela	panama	248313
venezuela	paraguay	1587
venezuela	peru	40007
venezuela	puerto_rico	4417
venezuela	saint_barthelemy	25
venezuela	saint_kitts_nevis	51
venezuela	saint_lucia	379
venezuela	sint_maarten	1782
venezuela	saint_vincent_grenadines	129
venezuela	suriname	171
venezuela	trinidad_tobago	22090
venezuela	turks_caicos_islands	11
venezuela	united_states	606134
venezuela	uruguay	5492
venezuela	british_virgin_islands	40
venezuela	united_states_virgin_islands	34
british_virgin_islands	anguilla	45
british_virgin_islands	antigua_barbuda	6018
british_virgin_islands	argentina	34
british_virgin_islands	aruba	73
british_virgin_islands	bahamas	76
british_virgin_islands	barbados	2087
british_virgin_islands	belize	2
british_virgin_islands	bermuda	52
british_virgin_islands	brazil	44
british_virgin_islands	canada	1072
british_virgin_islands	cayman_islands	91
